,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2883.TT.EQUITY,X601838.CH.EQUITY,X601688.CH.EQUITY,X2884.TT.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0.14519429109718,0.00521767484161153,0,0,0.166640875047224,0,0,0,-0.0313169649855744,0.242450271844664,0,0.00836954269992155,0.102489767417502,0,0,0,0,-0.0946775667207813,0,0.1789262795723,0.112276643633904,0.120222878735074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0962104843539605,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0,0.001293069229477,0,0,0.0455505903202321,0,0.00917377902070791,0,0.0545727799056383,0.31020528424713,0.029216654175312,0,0,0,8.67361737988404e-19,0.0476209028459565,0,0.252296014176935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.194937968150544,0,0,0.355124073408969,0,0,0,0,0,0,0,0,0,0.17874868044583,0.00543331978472846,0,0,0,0,0,-0.0208011869832439,0,0,0,0,0,0.0408116808573177,0,0,0,0,0.0450325908017239,0,0,0,0,0,0,0,0,0,0.0321371117187744,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.23960965963737,0,0,0.0759686400024928,0,0,0,0,0,0,0.0869582320099389,0.14224435826701,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229621809227817,0,0,0.252834158494924,0,0,0,0,-0.0751830818302848,0,0,0,0,0,0,0,0,0.0379665054853009,0,0.0898443278166207,0
X5.HK.EQUITY,0,-0.0636132900700279,0,0,0,0,-0.036442549379955,0,0,0,0.0651287134501433,0,0,0,0,0,0,0,0,0.27476695845787,0,0,0,0.387175099815624,0,0,0,0.0123390031416967,0,0,0,0,0,0,0,0,0,0,0,0.250750861665372,0,0,0.063227856982766,0,-0.17539694908959,0,0,0,0,0
X601658.CH.Equity,0,0.175402492984746,0.0688834144092421,0,0,0,0,0.164873269981649,0.0439428388102804,0,0.180901743089478,0,0.0888092317841487,0,0,0,0,0,0,0,0,0,0,0.0839345668910639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0313079030234526,0.0026445754011048,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.515125344849492,0,0,0,0,0,0,0,0,0.126632267679668,0.204374713885558,0.106581683885905,0,0,0.0293617678430625,0,0,0,0,0,0,0,0,0,0,0,0,0.0318917530311337,0,0,0,0,0,0,0,0,0,0,0,0,-0.114142609268007,0,0,0,0,-0.0342680952402981,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0488718232722213,0,0,0,0,0,-0.0867437858948952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675895112133566,0,-0.0305248264053961,0,0.148099474004606,0,0,0,0.0762273852719046,0,-0.019715030574934,-0.0429397837345608,0,0,0,0,0,0,0,0,0,-0.0180877527999387,0,0
X600036.CH.EQUITY,0.136389067633624,0,0,0,0,0,0,0,0,0.0297914990045929,0.0350022531831632,0.0520279302045895,0,0,0,0.00307627006268464,0.464968231183875,0,0,0,0,0,0,0,0,0.0114208060379162,0,0.153414033353628,0,0,-0.0158563615397053,0.149133377502349,0,0,0,0,0,-0.140540111705004,0.0299891723224112,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0.210420809053501,0,0.040668722087484,0,0,0.0215954438156907,0.140875589064027,0,0,0,0.193351936611953,0,0,0,0,0.151470042564392,0,0.0256098002515186,0,0,0.0731729151518305,0.143463952573961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0.256120853835286,0.267010559558221,0,-0.0358026130392968,0,0.321868373389048,-0.40602014106633,0,0,0,0,0,0,0,0,0.196471964869328,0,0,0,-0.035485294254227,0,0,0,-0.246814066189588,0,0,0,0,-0.000210913365240495,0,0,0,0.00253895114042624,0,0,0,0,0,0.0896977513031807,0,0,0,0,0,-0.0658214388839082,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,-0.0705280660827776,-0.421519354869669,0,0.109781631619611,0,0,0,0.0917055816888825,0,0.517932260409339,0,0.5608512610295,0,0,-0.00300548294418964,0,0,-0.208761923466779,0,0,-0.0841484435717424,0,0,0,0,0,0,0.0434129496230446,0,0,0,0,0,0,0,0,0,0,0.113269591610143,0,-0.0655285938125521,0,0,0,0.0230426449793393
X601998.CH.EQUITY,0,0.112335133937464,0,0,0,0.234161624361952,0,0,0,-3.46944695195361e-18,0,0.0532235271157791,0,0.229805012736847,0.171782969675583,0.00249881966822725,0,0.00222266349146896,0,0.112864933973135,0,0,0,0,0.0716091704606122,0,0,0,0.116022998036562,0,0,0,0,0,0,0.0816955302640686,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0.171027001570405,0,0.285202589953244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156586475782845,0.0135265608532942,0,0.0180434263837019,0,0,0,0,0,0,-0.019975685704413,0,0,0,0,0,0.430795087549348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0.339609272234062,0,0,0,0,0.256570382553788,0,0,0,0,0.107594276853277,0,0,0,0,0.00361311641622685,0,0.179063626871571,0,0,0,0,0,0,0,0.0234361861935295,0,0,0,0,0,0.00221169433171484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,-0.0695354285696868,-0.0972406751665356,0,-2.16840434497101e-19,0.050139913529977,0,0,0.14539260667774,0,0,0,0,0,0,0,0,0,0.0919830873242371,0,0,0,0,0,0,0.0667549494532576,0,0,0,0,0,0,0.649019810231131,0,0,0,0.0237067339578684,0,0.0578013335313753,0,0.0754111362037271,-0.0294805078878399,0,0,0,0,0
X000001.CH.EQUITY,0,0,-0.268859446178157,0,0,0,0.0582291700185756,0,0.379969200389004,0.00141232144258263,0.0587685315852945,0,0,0,0.509819703414295,-0.0757428529990171,0,0,0,0,0.0476296524457967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,-0.0856303788800117,0,0,0,0,0.141803925467075,-0.0384987096829929,0,2.71050543121376e-20,0
X600015.CH.EQUITY,0,0,0,0,0,0.00584408455622149,0,0,0,0,0,0,0,0,0.129139148024689,0,0,0,0,0,0,0,0,0,0.117189311306366,0,0,0,0,0,0,0,0,0,0.566439159946557,0,0,0,0,0,0,0.00647839415908579,0,0,0.0286694094250765,0,0,0,0,0
X601169.CH.EQUITY,0,0,3.46944695195361e-18,0.120414512920722,0,0.00821202100303854,0,0,0,0.177806268895927,0.0384433798861949,0,8.67361737988404e-19,0.207107524126606,0.0942801355086488,0,0,0.133613097289362,0,0,0,0,0,0.0298705625147896,0,0,0,0.0198590998949434,0,0,0,0,0,0,0.0217792069514155,0,0,0,0,0,0,0,0,0.0342902527303283,0,0,0,0,0,0
X2388.HK.EQUITY,0,0.0315329613680369,0,0,0.329294635845602,0,0,0.174305177995414,0,0,0,0,0.188943086539342,0,0,0,0.146262933214264,0,0,0,0,0,0.227570897710133,0,0,0,0,0,0.108700624187186,0,0.201696855117332,-0.103966885321302,0,0,0,0,-0.15140015443759,0,0,0,0,0,0,0,0.0636734048821834,-0.0698867523103704,0,0,0.0582938255779822,0
X1299.HK.EQUITY,0.0813843536086255,0,0,0,0,0,0.0635779726410816,0,0,0,0,0,0,0,0,0,0,0,0,0.0432267800121629,0,0,0,0,0,0,0,0,0,0,0,-0.179735590462065,0,0.173176372806815,0,0.152833077920692,0,0,0,0.31028128161199,0,-0.410727608274951,0,0.359451539531895,0.524238429789813,-0.123210288223814,0,0,-0.142635403342848,0
X601229.CH.EQUITY,0.237583250175203,0.0182335873620988,0,0,0.0952448676043303,0,0,0,0,0,0,0.0507784588348933,0.0995225572611368,0,0,0,0,0.0375439413558235,0.0861575108381267,0,0,0,0,0,0.0598752831143124,0,0,0.0243786745736859,0,0,0,0,0,0,0,0,0.0676204430498703,0,0,0,0,0.306682231960193,0,0,0,0,0,0,0,0.121136686826952
X600919.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.477111604204435,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.29390999293376,0,0,0,0,0,-0.0595032306641453,0,0,0,0,0.35168366120353,0,0
X002142.CH.EQUITY,1.38777878078145e-17,0,0.330709439271496,0,0.0246290988251588,0,0,0,0.379672703420444,0,0,0,0,0,0,0,0,0,0,0,-0.0592956602074326,0,0,0,0,0,0,0,0,0.157292962316019,0,0.143820436537465,0,0,0,0,0,0,0,-0.22160839151888,0,0,0.0377499579236355,0,0,0,0,-0.0439528293890474,0,0
X601916.CH.Equity,0,0,0,0,0,0.137391914299375,0,0.233280931728685,0,0,0,0,0,0,0,0,0,0,0,0,0.230075264942983,0.332010737334185,-0.00541634627466241,0,0,0,0,0,0,0,-0.0342978098394289,0,0,0.0340788213858166,0.111529361390308,0,0,0,0,0,0,0.304396915319766,0,0,0,0,-0.11871106404583,0,0,0
X2882.TT.EQUITY,0.040018577615927,0,0,0,0,0,0,0,0,0.0352731991204266,0,0,0,0.0350943191487664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359828584751359,0,0,0,0,0,0,0,0,0.0686048560446994,0,0.293501929454874,0.33177580632054,0.00949670832481272,0,0,0,0.0465947824802167,0,0,0,0
X601601.CH.EQUITY,0,0,0,0,0.0879974290594477,0,0,0.142430485791829,0,0,0,0,0,0,0.0539037655379884,0,0.0981516025425516,0,0,0,0,0,0,1.0842021724855e-19,0.0632300810404479,0,0,-0.0354683330671957,0.0483073123393448,0,0,0,0,0,0,0.53495045731551,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0.121177894438794,-0.0169872116493091,0.108193207056094,0,0
X601009.CH.EQUITY,0,0,0,0,0.0175984418378454,0.06476516066824,0,0,0,0.292982997388139,0,0,0.186941516337831,0,0,0.0730744260769015,0,0,0,0,0,0,0,0.0968725628930386,0,0,0,0,0,0,0,0,0,0.0244526989865097,0,0,0,0,0.100881631921024,0,0,0,0,0.200608053947942,0,0,0,0,0.020765920804762,0.0483443781294633
X2881.TT.EQUITY,0,0,0,0,-0.025170870190383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148399303693817,0,0,0.357458243662761,0,0,0,0,0,0,0,0,0,0,0.21394704128419,0,0,0,0,0,0.118395015540704,0,0,0,0,-0.0280418301133698,0.0283088222417455,0
X2891.TT.EQUITY,0,0,0,0,0,0.159226217028724,0,0,0,0,0,0,-0.447295443583039,0,0,0,0,0,0,0,0,0,0,0.191782610152302,0,0,0,0,0.405520413520489,0,0,0,0,0,0,0,0.0962073545363384,0,0,0,0,0.0779815825835026,0.327396793085434,0,0,0.248575709036419,0,0,-0.132099866277558,0
X11.HK.EQUITY,0,0,0.392282964268116,0.0093593809391304,0.272326830003577,-0.0613221354507166,0,0,0,0,0,-0.122565031961403,0,0,0,0,0,-0.0658352230992981,0,0.296760194224434,-0.0524106756912969,0,0,0,-0.141330055306997,0,0,-0.117923129507176,0,0.0492377167051873,0,0,0,0,0,0,0,0,-0.0431684340782911,0,0,-0.0476239108813275,-0.0996488757048684,0,-0.123301401673594,0,0,0,0.224818214753545,0
X600926.CH.EQUITY,0,0,0,0.135953363107125,0,0,0,0,0,0,0,0,0,-0.145950346650842,0,0,0,0,0,0,0,0,0,0.680314113073679,0,0,0,0.0807665880147685,0,0,-0.0909813220933308,0,0,0,0,0,0,-0.0211532468037431,0,0,0,0.0926847294401588,0,0.124188980346889,0,0,0,0,0.159014178253354,0
