,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601229.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0.253476127966998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217281421028405,0,0,0,0,0.382638830604504,0,-0.0307871759733766,-0.0130547677062869,0,-0.0544597775791362,-0.0751750088537745,0,0,0,0,0,0,0,0,0,0.55389393357938,0,0,0,0,0,0,0,-0.0437561221910679
X601318.CH.EQUITY,0,0,0,0,0,0,0.136131300358967,0,0.246055313365235,0,0,0,0,0,0,0,0,0.292631487692579,0.0827906810779617,0,0.0429648386998938,0,0,0,0,0.0990975251129258,0,0,0,0,-0.0117446090902293,0,0,0,0,0.0641100905658631,0,0,0,0,0.0263737895462837,-3.46944695195361e-18,0,0,0.0181547056981472,0,0,0.0299402979750491,0
X601939.CH.EQUITY,0,0,0,0.56331402836695,0,0.0319516007937929,0,0,0,0.312267333404463,0,0,0,0,0,0,0,0,0,0,0.123984551234694,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0183428461826888,0,0.103897520291242,0,0,0,0,0.0382816327386845,0,0,0,0
X601288.CH.EQUITY,0,0,-8.67361737988404e-19,0,0,0,-0.398225194981501,0,0,0,0.990265605418398,0,6.93889390390723e-18,0,0,-0.117053526010989,0,0,0,-0.305020366392221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160777392269667,0,0.201047204537877,0,0,0,0,0,0.0181417113743622,-1.73472347597681e-18,0,0,0,0.0447011695025304,0
X5.HK.EQUITY,0,0,0,0,0,0.129228014885306,0.384494533387854,0,0,0,0,-0.0335757193614592,0,0,0.236964497285105,0.0823860191434123,0,0,0,0,0,0,0.210659483432944,0,0,0.0520891010986657,0.0365299581155977,-0.192803150797689,0,0,0,0,0,0,0,0,0.00256390136734646,0,0,0,0,0,0,0,0,0,-0.228255430967727,0,0.124797871020108
X601988.CH.EQUITY,0,0,0.0235394445387181,0,0.235773033209124,0,0,0,0.115000885924012,0.163728882264159,0,0,0,0,0.0611842242239072,0,0,0,0,0,-0.0360067414805215,0,0,0,0,0,0,0,0,0,-0.0552795166701388,0,0.178524003787521,-1.73472347597681e-18,0,0,0,0,0,0.123772693037114,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.232941861731742,0,0,0,0,0,0,0,0,0,0,0,0.192252191863473,0,0,0,0,0,0,0,0,0.035479723391739,0,0.0365500071441438,-0.115719636400423,0.0877181540935891,0.0531333774911672,0,0,0,0,0,0.541584189503432,0,0.00216077542955517,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.00965601585509699,0,0,0,0,0,0,0,0,0.438838239361482,0,1.73472347597681e-18,0,-0.0129713669523949,0,0,0,0.227679276648094,-0.0404309998545717,0,0,0,0,0,0,0,0,0,0.00580904581146675,0,0,0,0,0,0,0,0,0,0,0,0,0,0.216998458477411,0,0,0,0,-0.1298942623043,0
X601628.CH.EQUITY,0,0.0854400926470565,0,0.00982463018743639,-0.0976415897856754,0,0,0,0,0,0,0.0420310449386042,0,0,0,0,0,0.234191428176287,0,0,0,0,0,0,0,0,0,0.0210284596028214,0,0,0,0,0,0,0.0196613622447228,0.402000419216703,0,0,0,0,0,0.202332607973211,0.0818764065215306,0,0.0753175874546371,0,-0.0265915024829441,0,0
X601328.CH.EQUITY,0,0,0.105803778932034,0,-0.056604024257998,0,0,0.41719993642612,0,0,0,-0.0402487153795715,0,0.472316835480272,0,0,0,0,0,0,0.139158527044219,0,0.0925162158597031,0,0,0,0,0,0,0,0,0,-0.0912626693884227,0,0,0,-0.0947151502915431,-0.192516224177927,0,0,0,0,0,0,-0.0601471586364571,0,0,0,0
