,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X16.HK.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X267.HK.EQUITY,X300059.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X600999.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601881.CH.EQUITY,X000776.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X601169.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.109360514477195,0,0,0,0,0,0,0,0,0,0,0,0.606557659648829,0.462371595984885,-0.0834583657019397,0,0.0976636819859516,0,0,-0.00143968217546921,0,-0.113851243226801,0,0,-0.246664581827082,0,0,0,-0.434920253279576,0,0,0,0,0,0.0590556447634852,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0320721509978218,0,0.00696351285785099,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0.337467734514108,0,0.0698522088677811,0,0,0,0,0,0,0,0,0.0847766900065039,0,0,0,0,0,0,0,0,0.320591609336581,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.0429815450207385,0,0,0.223003909658241,0.0642239602442553,-5.42101086242752e-20,0,0,0,0,0,0,0,0.294615065682074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0465992884958576,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.417277812614733
X601288.CH.EQUITY,0,0,0.255902410237456,0,0.353357217405799,0.110990547884423,0,0.0368928989867627,0,0,0.0083930984596794,-0.0190188510988184,0,0.163871339593903,0,0,-0.0188371999897777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0696688565078106,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.239081346760566,0,0,0,0,0,0.455950881910601,0,0,0,0,0.172291570839064,0,0,0,0,0,0,0,0.224676965575904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.438863548131461,0,0,0.0644648483211509,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.230940888848748,0.10125365521216,0,0,0,0.102959584139318,0.0985922608775421,0,-0.04452980421962,0,0,0,0,0,0,0,0,0.00368587777432231,0,0,0,0,0.0328583345917922,0,0,0,0,0,0,-0.0178077844644414,0,0.255389191669454,0,0,0,0.0279523231798716,0,0,0,-0.0857604028458034,0,0,0,0,0,0.120425744707869,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.350403055233152,0,0,0,0,-0.0770297403677875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14617578615068,0,0,0.0941303839672674,0.0558940921874136,0.0890299297472405,0.0401460791436518,0,-0.0306992469404959,0.0814795302462975,0,0.131883418332743,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.187743635709645,0,0,0,0,0,0,0,0,0,0.0300632687531702,0,0,0,0,0.186119321416594,-0.0693892037402359,0,0,0.00824207977805233,0,0,0,0.12269163188081,0,0,0,0,0,0,0,0,0,0,0,0.135665493249788,0.145951885306642,0,0,0,0,0.465067098863882,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0787229935681064,0,0,0,0,0,0,-0.0127329453917348,-0.392686798124925,0.694859366494419,0,0,0,0,0.703070121524036,6.93889390390723e-18,0,0,0,0,0,-0.16964487429174,0,0,0.0686953748728062,0,0,0.250502820227831,0.152923405319357,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0.0098972065469198,0,0,0,0,0,0,0,0,0,0,0,0,0.212194556142045,0.0385792914487826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250016495727014,0,0,0,0,-0.0132498904300097,0,0
X388.HK.EQUITY,0,0.350311127859765,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0309586326589573,0,0,-0.374942334527053,0,0.11764687721835,0.0873907521602983,0,0.361673456110276,0,0,0,0,-0.0857324829332349,0,0,0,0,0.10935486052648,0,0,0,0.439574677552173,0,0,0,0,-0.291418118878466,-0.0383525309576866,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221676243904302,0,0.018412230827591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605537912048612,0.356115673958685,0,0,0.0832131341636137,0,-6.93889390390723e-18,0,0,0.0726651628107605,0,0,0,0,0,0,0.0403728233263513,0,0
X601166.CH.EQUITY,0,0.101526760723235,0.159094379909576,0.0826545132683805,0.0763478939395634,0,0,0,0,0.0262842150453534,0,0,0,0,0,0.349190740692839,0.10331101481137,0,0.02879946487161,0,0,0,0.0468063875430401,0,0,-0.00695519062617286,0,0,0,0,0,0.0183066724670331,0,0,0,0,0,0,0,0.0119986741647081,0,-0.0123302317562497,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.355022034478409,0,0,0,0,0.00411324492264318,0,0,0,0,0,0,0,0.125715669868193,0.0737098991161641,0,0,0,0,0,0,0,0,0,0,0,0,0.124990990484539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00794258782324228,0,0,0.0390198128587424,0
X601066.CH.EQUITY,0,0,0,0,0,0,-0.130869717719901,0,0,0,8.67361737988404e-19,0.606518711078766,0,0,0,0,-0.0302034976432428,0,0,0,0,0,0,0,0,0.0714263286195051,0,0,0,0,0,0.0968089494945493,0,-0.0777041303937959,0,0.116244557961848,0.0775378980292135,0.0162213036459483,0,0,-0.00558187941285263,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0.0521084584320746,0,0.0223703599717138,0.0354014454824815,0,0.030005328826583,0,0.513872533466221,0.0452734889705431,0,0,0,0,0,0,0.159567716812305,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0805925833171679,0,0,0,0,0,0.107395747491362,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0268756045502088,0,0,0.188776977363693,0.0935313365043037,0.0948923034443178,0,0,0,0,0,0.0284950508345391,0,0,0,-0.00140658777490224,0,0.0385806354105763,0,0.0714966167892647,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010399144606478,0,0,0.172498951207982,0,0,-0.00564491075172772,0,0,0,0,0,0,0.419844750306532,0,0,0,0,0,0.156011014105736,0,0,0,0,0.173803376731258,0.0551920196330427,-0.0764187639596657,0.0349173302445988,0,0,0
X000001.CH.EQUITY,0,0.375078709048835,0,0,0.045733128489001,0,0,-1.38777878078145e-17,0.0742066112151302,0,0,0,0,0,-0.0122173495569843,0,0,0,0,0.10999018923062,0,0,0.216358028069036,-0.048575181679262,0,0,0.0250704670916873,0,0,0,0,0,0,0.154276124794055,0.00456204081007024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0.896764455194213,0,0,0,0.100333569699577,0,0,0,0,0.0814220245372544,0,0,0,0,0,0,0,0,0,0,0.074101703673179,0,0,0,0,0,0,0,0,-0.0417996737395912,0,0,0,0,0,0,0,0,0.0438481314075005,0.0823772368254217,-0.103296828285556,0,-0.24698443151017,0.237471752105076,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0.147058242640611,0,0,0,0,0.00869911861538741,0,0,0,0.252043872045055,0,0.056568483829937,0,0,0,0,0,0.218402454390792,0,0,0,0,0,0,0,0.0235822432256435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299408242075677
X16.HK.EQUITY,0,-0.108167157166408,0,0,0,0,0,0.191093291743146,-0.132713140650911,0,0,0,0,0,0.0560400372435997,0,0,0,0,0,0.0834335574304105,0,0,0,0,0,0.0700803298377617,0,0,0.213657477452718,0.124768253357475,0,0,0,0,0,0,0.0298403643168872,0,-0.118571573904311,0,0.0105109801647398,0.36538872594323,0,0,0,0,0.233454075438094,0,0
X601998.CH.EQUITY,0.310960101113,0,0,0,3.46944695195361e-18,0,0,0,0.0409730994650908,-0.0695923809833731,0,0,0.145026617501701,0.156190300359526,0,0,0,0.135990937971881,0,0,-0.0104944521752136,0,0,0,0,0,-0.0608470420586691,0,0,0,0,0,0,0,0.0241319204196308,0,0,0,0,0,0,0,0,0,0,-0.268827437178572,0.336223017807469,0,0,0.287509368035268
X688.HK.EQUITY,0.134167548498294,0,0,0,0,0,0.00165927636336456,6.93889390390723e-18,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104425950710937,0,0.026174352459494,0.0201993437232391,0.598095203590042,0,0,0,0,0,0,0,0,0,0,0,0.0192183788143083,0,0.0901450435609927,0,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0.242152313684288,0,0,0,0,0,0,0,0,0,0,0,0.0165068456337929,0,0,0,0,0,0.133502891666544,0,-0.0450114237366148,0,0,0,0,0,0.0408606000587235,0,0,0,0.0857624173186625,0,0,0.0203857539716139,0,0,0.0449743362487378,0,0,0,0.33143888937509,0,0
X11.HK.EQUITY,-0.0706288061045531,0,0,0,0,0,0.0122296264777497,0.0581113163276371,0.374222132564781,0,-0.109502792109851,0,0,0,0,-0.109970737213982,0,0,0,-1.73472347597681e-18,0,0.160227824363843,0,0,0.137442749058144,0,0,0,0,0,0,0,0,0.0689971199949672,0,0,0,0.0863845487313087,0,0.176703501937541,0,0,0,0,0,0,0,0,0,0
X1109.HK.EQUITY,0,0,0,0,0,0.186236441725896,0,0,0,0,0,0,0,0,0,0,0,0.0193127612055964,0,0,0.0654183761194294,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0631740596781576,0,0,0.268942145039178,0,0,0,0.375791195923071,0,0,0,0.0631529801760904,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0.244583672981218,0,0,0,0,-0.000990113529993011,0,0,0,0,0,0.120116037241063,0.169223433052832,0,0,0,0,0,0,0,0.112987772739744,0,0,0,0,0,0,0,0,0.0732960266201716,0,0,-0.0111907102792012,0,0,-0.0315877087102925,0,0,0,0,0,0,0.0478808339920279,0,0,0,0,0
