,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X600918.CH.Equity
X601398.CH.EQUITY,0,0,0.124837800094486,0,0,0,0,0,0,-0.127930607299243,0,0,0,0,0,0,0.0121038439920215,0,0,0,-0.120658955377352,0,0.0734932759761388,0.485939982873902,0,0.518780810363915,0,-0.158438402633901,-0.0474278161334523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.231799048623005,0,0,0,-0.0485246585029918,0,0,0,0,0,0,0.0531542613894101,0,0.0264931453577774,0,0.0509058105303415,0,0,0,0,0,0,-8.67361737988404e-19,0.141109131645292,0,0.145296905632961,0,0,0,0,0.187004305967312,0.100206952464415,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.054125232656753,0,0.786577536276613,0,0,0.00495521563066724,0,0,0.0413384780987513,0.0598470902434003,0,-0.0491419152895061,0,0,0,0.0766371370869274,0,0,0,0,0.00408480606021319,0,0,0.0418944880939422,0,0,0,0,0,0,0,0,0,0,0,0.0812782343608409,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.890528416874421,0,-0.0322970082816624,0,0,-0.0807518709471603,0,0.00231317270863281,0,0,0,0,0,0.0185518600043024,0,0,0,0,0,0,0,0.177930648667526,0.0693942802030575,0,0,0,0,0.0310341836557298,0,0,0,0,0,0,0,0,0,-0.0577587334849629,-0.132720776988976,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,-0.0138961581854107,0.247640286558025,0,0.348967620470451,0,0,0,0,0,0,0.0836418369131512,0,0,0.0153123957529271,0,0,-0.179852726092097,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0.484055975158096,0,0,0,0,0,0,0,0,0.155321777652802,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.329942585626855,0,0,0,0,0.0590922785699323,0,0,0,0,0,0,0,0.0298546433616226,0.172977603766303,0,0,0,0,0,0,0,0,0,0,0.0452069146152161,0.182062214243676,0.103610550887968,0,0.0147043803650291,0,0,0,0,0,0,0,0,0,0,0,0.0387452949704797,0,0,0.0250279386631553,0,0
X601988.CH.EQUITY,0,0,0,0.0685102001473344,0,0,0,0,-0.0537119226405152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715536840340538,0,0,0,0,0.00243012040289189,0,0,0,0,-0.0224882065838559,0,0,0,0,0,0,0,0,0,0,0,-0.133099929902362,0,0.998087667600527,0
X1299.HK.EQUITY,0,0,0,0,0.0510104918821182,0,0,0,0,0.290744924225214,0,0,0,0,0,0,0,0,0,0,0,0,0.306719364546974,-0.0399113533735995,0,-0.0164929427865291,0.116823051312486,0,0,0,0.0596073494772428,0,0.133091736447236,0,0,0,0,0,0,0,0,0.0973449964603331,0,0.0314637695728452,0,-0.0124833633998983,0,0,0,0.152738739470232
X5.HK.EQUITY,0,-0.171760186095895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00120732131712942,0.423804354688566,0,0,0,0,0,0,0,0,-0.0939659605089484,0,0,0,0,0,0,0,0,0.10460011479175,0,0,0.104773809369851,0,-0.203797238773821
X388.HK.EQUITY,0,0,0,0,0.261253626066535,0,0,0,0,0,0,0,0,0,0,0.138104352427997,-0.176259019201827,0,0,0,0.168421888382709,0,0.293873108616504,0,-0.0373349298406146,0,0,0.277371517535069,0,0.0167924311602609,0,0,0.10395095361206,0,0,0,0,0,0,0,0,0.18323782168962,0,-0.0585258819427004,-0.192580345545779,0,0,-0.16040861902149,0,0
X601658.CH.Equity,0,0.0307770819298635,0.308643077156726,0,0.0505193375456131,0.00431823950723744,0,0,0,0,0,0,0,0,0,0,0.0143357962094676,0.0277584082139949,0.173613609541096,0,0,0,0,0,0,0,0,0,0.0957080662249554,0,0,0,0,0,0.0313147289624862,0,0.0150204282852267,0,-0.0619408323299552,0,0,0,0.0565458708099449,0,0.0803800137460296,0,0.0172908214343349,0.0582649650826693,0,0
X600030.CH.EQUITY,0,0,0,0,0.0136021311162057,0,0,0,-0.0252052787287714,0.0894561626096304,0,0,0.322095541792258,0,0,0,0.00691070679726352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538792434917518,0,0,0,0.246633026915252,0,-0.0324074023310858,0.077089096944591,0.0715546317780811,0,0,0,0,0,0.225086888087615
X601066.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.00262709268366478,0,0.725054594373174,0,0,0.0373559956788938,0,0,0,-0.0422876024860271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.06135003668485,0,0,0,0,0.0231066804228323,0,0.0763933960297968,0,0.0228207925919476,0,0,0,-0.00493805804635741,0,0
X601166.CH.EQUITY,0,0.0307743414657013,0.03232094509092,0,0,0,0.253212953675038,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.16631010585076,0.0400716963466829,0.0616934809155152,0,0,0.0584323602796981,0.0531865781227851,0,0.0450503607908018,0,0,0,0.0194779000071401,0,0,0,0,0,0,0,0,0,0.0155636239567514,0,0,0,0,0,0,0.00839955081163428,0,0,0.344682214029194,0
X000002.CH.EQUITY,0,0,0,0.162871933378577,-0.166254962262977,0,3.46944695195361e-18,0,0.271334335618052,0,0,0,0.387776353975627,0.1848900534927,0,0,0,0,0,0,0,0,0,0,0,-0.106557630620787,0,0,0,0,0,0,0,0,0,0,-0.046006107939756,0,0,0,0,0,0,0,0,0,0,0,0,0.0322237055507109
X601328.CH.EQUITY,0,0,0,0.257474994588574,0,0,1.0842021724855e-19,0,0,0,0,0.0484500497468417,0,0,0,0,0,0.0673450092613552,0,0,0,0.351305736530289,0,0,0,0,-0.0027538073290382,-0.0602344648672174,0,0,0,0,0,0,0,0,0,0,0,0.115743479103649,0,0,0,0,0.113008485635659,0,0,0,0.00576224929483362,0
X000001.CH.EQUITY,0,0,0,0,0,0.421197851439592,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747608415446753,0,0,0,0.0186025577618592,0,0.0367980895814516,0,0,0,0.159816266648766,-0.268553572895706,0,0,0,0,0,0,0,0,0.290747452516338,0.073714489807016,0,0,0,0.118306583521734,0.0234362815042407,0,0,0,0
X600000.CH.EQUITY,0,0,0,0.116355959224001,0,0.29391223294722,0,0,0,-0.0376213714002196,0,0,0,0,0,0,0.0957942793727828,0,0,0.0949177324676159,0,0,-0.0542934676919494,0,0.0827432280970548,0,0,0,0,0,0,0,0,0,0.013131112969438,0,0,0,0,0,0.629709478886368,0,0,0,0,0,0,0.174797853521453,0,0
X601601.CH.EQUITY,0,0,0,0,0.347972403161276,0,0,-0.0293297053070194,0,0,0,0,0,0,0.185662375603311,0,0,0,0,0.162924952661378,0,0,0,0.272627149989546,0,0,0,0.0840801728229828,0,0.0385343233498908,0,0.0404106718562921,0,0,0,0,0.121384316850101,0,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0.13751756960183,0,0,0,-0.0886591058994299,0,0,0,0,0,0,0.314712745471647,0,0.13791938297806,0,0,0,0.00588778682629217,0,-0.026130148316068,0.0276505061529991,0,0,0,0,0,-0.000859141665813076,0,0,0,0,0.0574068646527113,0,0,0,0,0,0,0,0,0,0,0,0.282508389337095,0,0,-0.0389107270091313
X16.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.0177958730768571,0,0,0,0,0,0,0,0,0,-0.200037552595153,0,0,0.0754635319978482,0.383240289638839,0,0,0,0,0,0,0.0523527027491142,0,0,0,0,0,0.125921566091569,0,0.0455742599082106,0.107420108594838,0,-0.078244629171496,0,0.284818608487666,-0.0709009253760284,0,0,-0.0316276096981445
X600016.CH.EQUITY,0,0,0.0433542691229851,0,0,0,0,0,0,0,0,0,0,0.0917008314760004,0,0.108857202723552,0,0,0,0,0,0,0,0,0.075231191946778,0,0,0,0,0.165511770373203,0.0206626764975284,0.110472867884614,0,0,0.0951545896767641,0,0,0,0,0,0,0,0,-0.0591316986639904,0.0519638355116211,0.0052739595160247,0.0894193026350144,0,0,0
