,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000002.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1113.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X601211.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0.542835340588533,0,0.0184817832546898,0,0.0593544411787849,0,0,0,0,0,0.102014136574234,0,0,0,0,0,0.0916594541610379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297168876518856,0,0,0.115118314964061,0,0.00148328752509119,0,-0.0523356477852264,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.151648368961879,0,0.0900960757862753,0,0,0,0,0,0,0,0.0700441184312279,-0.00955310344458832,0.248056634952987,0,0,0,0,0,0,0,0,0,0,0,-0.0144064524932614,0,0,0.0469971564318868,0,0,0,0,1.73472347597681e-18,0.182934377657128,0,0.0437581259498794,0,0,0,0,0,0.144407512758696,0
X601939.CH.EQUITY,0,0,0,0.358903820382675,0,0.279475086017198,0,0,0,0,0.0183269623576145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16285953429316,0,0,0,0.0112108831598005,0,0,0,1.0842021724855e-19,0,0,0,0,0,0.00783389705370976,0
X601288.CH.EQUITY,0.0654214901793597,0,0.241744024395623,0,0,0,0,0,0,0.159714854197502,0,0,0,0,0,0,0,-0.01391334425649,0.128010951135164,0,0,0,0,0,0.154315636016423,0.0436648310350894,0,0,0,0.125676060470555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.318248676452144,0,0,0,0,0,0,-0.337134477827394,0.26096097383828,0,0.133322010091877,0,0,-0.0390002710525465,0,0,0,0,0,0,0,0,0.274320568375638,0,0,0.156910563697011,0.230029865390404,0,0,0,0,0,0,0,0.0283606368686603,0,0,-0.072791319930227,-0.49348079446157,0,0,0
X601988.CH.EQUITY,0.213405568754053,0,0.0902651879834222,0,0,0,0,0,0.0586202512091645,0,0,0,0,0.142283432879928,0,0,0,0,0.0625713376490388,0,0,0,0.380019851368281,0,0,0,0,0,0,0.0202595769800055,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05154897121792,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.0314474415180971,0,0,-0.00996200767037267,0,0,0,0,-0.0230355442817551,0,0.0335440949965287,0,0,0,0,0,0.727634002623005,-0.0129720330376337,0,0,0.0361659165229415,0.106951481365273,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.0874936265702065,0,0.0645971983565166,0,-0.0170256630025707,0,0
X1299.HK.EQUITY,0,0.228649954426894,0,0,0,0,0,0,0,0,0,0,0.0765956812103159,0,0,0.02019217309485,0.254715562494897,0,0,0,0,0,0,0,0,0,0,0.219600167109727,0,0,0.0843661181422012,0,0.0573054625775409,0,0.104969563405183,0,0,0,0,0,0,0,0,0,0,0.0329077509014609,0,0,0
X601628.CH.EQUITY,0,0.215155143557593,0,0,0,0,0.0307854950582832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504335879263591,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0.403582981757256,0.232087696738983,0,0,0,0.0294979772999489,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.137054272572487,0,0,0,0.118451017451431,0.00562929420440476,0,0,0,0,0,0.261654129910271,0,0,0,0,0,0,0,0.232397373796762,0,0,0,0,0,0,0.0557849134312438,0,0,0,0,0,0,0,0,0.0149227181947963,0,0.203544217938066,0,0,0,0,0,0,0,0,0.0103085748734713
