,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X1299.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X2801.TT.EQUITY
X601398.CH.EQUITY,0,0.0947615992572915,0.412113063110273,0.26279886786172,0,0,0,-0.304397949779478,0,0,0,0,0.105732029915692,0.0430033389271164,0,0,0,0,0,0,0,-0.0372538823333885,0,0.3716597411771,0,0.123330669039895,0,0,0,0,0,0,0,0,-0.0654282671107777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0674889954048382
X601939.CH.EQUITY,0.0706096590957309,0,0,0.192742501501996,0,0,0.0530552022404728,0,0,0,0,0,0,0.300949880411526,0,0,0,0,0.230851155248265,-0.052157345944043,-0.0393957059362471,0.184991617171949,0,0,0,0,0,0,0,0,0,-0.0518265036271818,0,0,0,0,0,0,0,0,-0.00608759795309105,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.346930127546477,0.335593931240109,0,0,0,0.00932700143010376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064975294793712,0,0,0,0,0.11359930615716,0,0,0,0,0,0.0964538643044736,0,0,0,0,0,0,0,0.0186049190925433,0,0,0,0,0,0,0,0,0,0.0874482246104081
X601988.CH.EQUITY,0.180309203321783,0.101435264022862,0.155549211278065,0,0,0.159179700834587,0.0825224519083973,0,0,0.293520806503052,0,0,0,0,0,0,0,0,0,0,0,0.0651629995943279,0,0,-0.179587548864704,0,0,0.0549395152026188,0,0.12600650972696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0.190355193951318,0,0.00150861843801238,0,0,0.0209231179535354,0,0,0,0,0.248901112150742,0,0,0,0,0,0,0,0,0,0,-0.104707370808495,0,0,0,0,0,0,0,0.360996095468537,0,0,0,-0.118316781749016,0.324510170855848,0,0,0,0,0,0.183436157909017,0,0,0,0.0950342739060283,0,0,0,0,0
X601658.CH.Equity,0,0,0.0154941970644993,0.083267594512751,0,0,0,0.0684801386315736,0.267860016169907,0,0,0,0,0,0.110178537491412,0,0,0,0,0,0,0,0,0.175930827601273,0,0,0,0.0225563083979261,0,0,0,0.0253499599521059,0,0,0,0.0294648534465921,0,0,0,0.0427549256909768,-0.0208910458020097,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.135962266163148,0.0452545801266587,0.0589860576192509,0,0,0,0,0,0,0,0.267300875575252,0.0958860843623688,0.00768661041059114,0.0403136032358767,0,0,0,0.299260064407378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0229467454528943,0,0,0.0637575311005131,-0.0469995041329674,0,0.0359088564293317,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0928719012219755,0,0,0,0,0,0,0,0.150334558811077,0.105016153076585,0.175412048091542,0.0827795636021496,0,0,0,0.00917664369779454,0,0,0,0.0707129985995012,0,0.0926199745986778,0,0,0,0,0,0.0755248423200581,0,0,0.0652928717071216,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.280250527857299,0,0,0,0,0,0.158160279801683,0,0.230334249782751,0,0,0,0,0,0.117425347265198,0,0,0,0,0,0,0,0,0,0,0.0122452675943456,0,0,0,0.0363632708168553,0,0,0,0,0,0,0.202372432194395,0,0,0,0,0,0,0,0.229419856176254,0,0,0,0
X601166.CH.EQUITY,0.0718469348403665,0,0,0.15065969286083,0,0,0,0,0,0,0.342641177012609,0,0.0110197568511558,0,0,0,0.022419856388501,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.166776994934706,0,-0.0186877738324332,0,0,0,0,0,0,0,0,0,0.265097937364573,0,0,0,0,0,0,0,0,0.0550325493299505,-0.340294227212164
X267.HK.EQUITY,0,0,0,0,0.145004770999989,0,0,0,0,0.269562377898956,0,0,0,0.247188815979153,1.38777878078145e-17,0,0,0,0,0,0.0591970382500048,0,0.343901479920798,0,0,-0.0334490392907632,0,0,0,0,0,0,0,1.38777878078145e-17,-0.0808366234117362,0,0,-0.0480905508322774,0,-0.0846700356466777,0,0,0,0,0,0,0,0,-0.23737239773447,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198046563833312,0,0,0.0182416244064609,0,-4.33680868994202e-19,0,0.207111305682449,0,0,0,0.187401461386266,0,0,0,0,0.204280154415201,0,0.141728295720812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0,0.249022164133398,0,0,0,0.0532051480428885,0,0,0,0,0,0,0.0156171237423994,0,-0.481720864724417,0.24175361844514,0,0,0,0,0,0,0,0,0,0,0,-0.123856071735365,0,0,0.106062468209791,0,0,0,-0.133432292347469,0,0,0,0,0,0,0,0.324760458929964,0,-0.0618602357653783
X600016.CH.EQUITY,0,0.236282766487347,0,0,0,0.250934550632367,0.180034472759004,0,0,0,0.15375711828831,0,0,0,0,0,0,0,0,-0.2168187302737,0,0,0,0.0341050567935884,0.375014217588121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.163664944026533,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,-3.46944695195361e-18,0,0.373279547870367,0,0,0.0491240197898733,0.193447541188117,0,0,0.0378477870053537,0,0,0.192666082452473,0,0.116759615194258,0.183862652747222,0,0,0,0,0,0,0,0.178544763479532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.22818733076174,0,0,0,0,0,0,0,0,-0.00160813578962668,0
X601628.CH.EQUITY,0,0,0,0,-0.0803653626728164,0,0.070400126238745,2.77555756156289e-17,0,0,0,0,0,0,0.184468055994587,0,0,0,0,0,0,0,0,0,0,0,0.22302461833066,0,0,0,0,0.0610035687069102,0,0,0.169696773990331,0,0,0,0,-0.0660948621130404,0,-0.0420638131221863,0,0,0.0379178922499152,0.0343039177036031,0,0.220460915914201,0,0
