,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601997.CH.EQUITY,X000002.CH.EQUITY,X600048.CH.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X601066.CH.EQUITY,X002958.CH.EQUITY,X001979.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY
X601398.CH.EQUITY,0,0,0.0338825132128611,0,-0.0733083922169577,0,0,-0.0557366819052947,0,0,0,0,0.0108977133725758,0,0,0,-0.14250084684113,0,0,0,0,1.0836437749516,0,0,-0.00363724445359845,0,0,0,0,0,0,0,0,0.164022999161629,0,0,0,0,0,0,0,0,0,0,-0.0944831426844649,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.189737196856373,0,-0.163917900809212,0,0,0,0,0,0,0.0164440168448864,0,0.0459770999689852,0.530428639682207,0,0.0352218831976911,0,0,0,0,0,0,0,-0.327992869919525,0,0,0.23094110362712,0,0,0,-0.222870943778237,0.0921585960892274,0,0,0,0,0,0,0,0,0,0,0.216567428055044,0,0,0.0135736587817285,0,0
X601288.CH.EQUITY,0,0.369601298140989,0,0,0,0.0310270550348295,0,0,0,0,0.0276883902717144,0,0,0.133333425587639,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.185793215003541,0,0,0,0.123096411990372,0,0,0,0,0.0540020871386835,0,0,0,0,0,0,0,0,0.0192012654852055,0.00455553391180405,0,0,2.16840434497101e-19
X601988.CH.EQUITY,0,0,0.340493268011406,0,0,0,0.0189200458285025,0,0,0,0,0,0,0.101612653114116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200533526789456,0,0,0,0,0,0,0,0,0.149227667216516,0,0,0,0,0,0,0,0,0.175270986915972
X5.HK.EQUITY,0,-0.060845144821297,-0.21587180319104,0.180859089933533,0,0,0,0,0,0,0.10726639501703,0,0,0.0183957439719376,0,0,0,0,0,0.0174815969698638,0.0105287025586181,0,0,0,0,0,0.0249619350074449,0.30318859290758,0,0,0,0,0,0,0.0280377483044528,-0.0703965686496613,0,0,0,0,0,0,0.208020469473454,0,0,0.119259927938945,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0.0950328723355263,0,0.154184325520676,0,0,0,0,0,0,0,0,0,0,-0.438065168465704,0,0,0.214847403025527,0,-0.0653097045518503,0.302433410637197,0,0,0,0,0,0,0,0,0,0,-0.0215126727063506,0,0.203810567771408,0,0,0,0,0,-0.176511633937177,0,0,0.0288953199998138,0
X601328.CH.EQUITY,0.0841163380275959,0,-4.33680868994202e-19,0,0,0,0,0,0,0.116738338769743,0,0,0,0.221309414017435,0,0,0,0,0,0,-0.0151799343857183,0,0,0,0,0,0,0,0,0,0,0,0,0.0996013667790924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.216232365140996,0.0261089376205395,0,0,0,0,-0.137559779108505,0,0,0,0,0.257262427555774,0.120804574683077,0,0,0,0,0,0,0,0,0.36426235644903,0.00925780606073407,0.00169287161461127,0,0,-0.00935983032483497,0.0824903730663829,0,-0.0563245901867801,0,0,0,-0.0588707748746097,0,0,0,0,0,-0.032361813275933,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.199075164836722,0.476480245128911,0,-0.139579681247291,0,0,0,0,0,0.0271278898329185,0,0,0,0.246861865326775,0,0,0.0568017815101437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0.126921780111724,0,0,0.0102879168422158,0,0,0,0.0899205571752851,0.0523431334107997,0,0,0,0,0,0,0,0,0.0235613319018542,0.0378461042378155,0,0,0.144512940198057,0.00873225748169788,0,0,0,0.0343754365300936,0,0.135970699837286,0,0,0.184833306856319,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0.212063799676403,0,0,0.295368947036735,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103488375581207,0,0,-0.068837078165849,0,0,0,0,0,0,-0.328690355518284,0,0,0,0,0,0,0,0,0,0.366748043924348,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,-0.0618848106764249,-0.0718054485517659,0,0,0,0,-0.139055104063779,0,0,0,0.765755217758413,0.224964247316501,0,0,-0.0224534745505955,0,0,0,0,0,0.0249690430750599,0,0,-0.0539089625783343,0,0.11477452535973,0,0,0,0,0.0602398469947868,-0.219233944780914,0,0,0,0.0324361300938432,0,0,0,0.0321343409151591,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0.0141513547208949,0,0.0435659567012723,0,0,0,0.0905551668500401,0,0,0,0.269467090552321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248204016138325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.314547048969491,0.0341269000279868,0.060262018458645,0,0,0.0346273569002742,0,0,0,0,0.0424501291185009,0,0,0,0,0,0,0,0,0.0457471223986062,0,0,0,0,0,0,0,0,0,0.17081066717625,0,0.175652907200408,0.234234454213858,0,0,0,0,0,0.0431585987546456,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,1.02312312476943,0,0,0,-0.133751100771052,0,0.0238277828530954,0,0,0,0,0,0,0.0352995528148129,0,0,0,0,0,0,0,0,0,0,0,-0.176786158741552,0.0759199880465008,0,0,0,0,0,0,0,0,0.0232023432949366,0,0,0
X601628.CH.EQUITY,0,0.116368856951465,0,0,0,0,0,0.220743047106367,0,0,0,0.0491924818921521,0.00457623994005736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152613141502256,0.239227420889155,0,0.0841711828965768,0.0195461045890398,0,0,0,0,0,0,0,0,0,0,0.055337838901932,0,0,-0.130719102949558,-0.0129605170260574,0
X000001.CH.EQUITY,0,0,-0.0483125529466929,-0.0240665149820281,-0.0587853080407701,0,0,0,0.253534139769988,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0415204450451265,0,0.0325413412120497,0.00488309208071002,0,0.449813696527188,0,-0.151781572902125,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.066729460809343,0,0,0,0.0046666693108067,0,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,-0.0198008958571572,0,0,0,0,0,0,0,0.0369938762532403,0,0,0,-1.73472347597681e-18,-0.0925749521763659,0,0,0,0,0,1.42048707225359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.228895261143141,0.077663001846078,-0.12841382876153,0,0,0,3.46944695195361e-18,0,0,0.0729326861878461,0,0.261193920134338
X601169.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0304140698761363,0,0,0,0.398557538603099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11795542512632
X2388.HK.EQUITY,0,0,0,0.0326732575024342,0,0,0,0,0.0849018102434391,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.00416246265977164,0,0,0,0,0,0,0.627329999600448,0,0,0,0,0,0.021916041014406,-0.00482326001937146,0,0,0.199794128848589,0,0.0641819959831635,0,0,0,0,0,0,0,0.0289562912863298,0.251743541546022,0
