,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X601328.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X601229.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY
X601398.CH.EQUITY,0,0,0.21706107351525,0,0,0,0,0.394602215110905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.265776763258791,0,0.0258680223858916,0,0.0126338777383697,0,0,0,0,0,0.0687380228566714,0.0539695774057505,0,0,0,0,0,0,0.0268549042598552,0,0,0,-0.0945962983582091,0
X601318.CH.EQUITY,0,0,0.246877039466799,0,0,0,0,0,0.0804508840407935,0,0.0748755410607691,0,0.0153412223012852,0,0.181296181515544,0,0,0,0,0,0,0.0581579992982653,0,0,0,0,0,0.191311423045929,0,0,0,0,0,0.0500197715041311,0.0215822669870146,0,0,0,0,0,0,0,0,0,0.0623699682321186,0,0,0.0368075242492887,0,0
X601939.CH.EQUITY,0.338377174284304,0.0409254773837597,0,0,0,0,0,0.264347894231309,0.272243378135589,0,0,0,0,0,0,0.20596056933331,0,0.003727921764594,-0.00416750993113284,0,0,0,0,0,0,0.142484564911622,0,0.247421144342181,0,0,-0.0416279648856586,0,0,0,0,0,0.0750467662675022,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.152015744386047,0,0,0.0605826525208234,-0.101948354963597,0,-0.101269282401496,0.152708742027577,0,0,0.156753045253117,0,0,0,0.163827144514883,0,0,0,0,0,0.403841149575086,0,0.034986980380205,0,0,0,0,0,0,0,0,0,0,0,0,-0.0735346359401572,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.0339565874659922,0,0,0,0,0.516610001771117,0,-0.0495664277620567,0,0.0105174083645252,0,0,0,0,0,0,0,0.0614975489316745,0,0.0250513132929696,0.0760811767314496,0,0,0,0.0919483747493046,0.112074265062955,0,0,0,0,0,0,0,0,0.0166274282080766,0,0,0,0,0,0,0,0,0,0,0.021528691171749,0.0372742232533539,0.0567806739431322
X1299.HK.EQUITY,0,0,-0.0416759110000891,0,0,0,0,0,0,0.150979965480915,0,-0.0685284010622895,-0.079490610369862,0,0,-0.0310800913079119,0,0,0,0,0,0,0.162525483036244,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0980372955269524,0.06145173898367,0,0.198933967440346,0,0.250726385106716,3.46944695195361e-18,0.0113958090118129,0,0.0422431612723274,0,0,0.197578211835825,0
X601628.CH.EQUITY,0.0553900121235765,0,0,-0.027234926232408,0,0,0,0,0,0,0,0,-0.00453070626697538,0,0,-0.165468140332877,0,0,0.305329647595298,0,0,0,0,-0.0911084284726924,0,0,0,0,0,0,0,0,0,-0.092458663465817,0,0.601370166496994,0,0.0728949435601109,0,0.0119608025481606,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.0751470366008589,0,0.441454376818743,0,0,0,-0.0912314897824527,0,0,0,0,0,0,0,0,0.279315410102774,0,0,0,0,0,0.0456241636150674,0,0,0.0832431469265834,0,0,0,0,0,0,0,0,0,0,0.00192249343898637,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0521843298710493,0,0,0,0,0,0,0,0.196825205349947,0,0,0,0,0,0,0,-0.00773639313803424,0,0,0,0.217463575505628,0,0.0672032898247574,0,0,0,0,0,0,0,0,0,0,-0.114829865984227,0.184145155763277,0,0,0,0.218389228246151,0.184419939348664,0.0397970497840432,0,0,0,0,0.11500818018965,0,0
X388.HK.EQUITY,0,0,0,-0.372465484469968,0,0.198934563970094,0,0,-0.01064502327148,0,0,0,0,0,-0.00517294242559847,0,0.0497845301423934,0,0.375589804971539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.184000613380277,0,0.248200896513294,0.0293296907479403,0,0,0.0539842815466623,0,0,0.11451576441854,0,0.0294090194763829,0.0427443356729859,0
X601166.CH.EQUITY,0,0,0,0.318092235271246,0,0,0,0,0,-0.000521652813031306,0,0.124925443329057,0.449422122709356,0,-0.0776000584953514,0.0597396966078731,0,-0.0339839608104,-0.160779587707949,0,-0.0867729084419444,0,-0.0236537940184708,0,0,0,0,0.15268363849493,0,0.000245565804531076,0,0,0,0,0,0.0605121649910211,0.12171766121741,0,0,0,0,0,0,0,0.0459533904928525,0,0,0.0245672297359087,0,0
X601658.CH.Equity,0,0,0,-0.237908263251918,0,-0.0775818430448363,0.0620646288977317,0.445428749304422,0,0,0.368819674506067,0,0,0,0,0,0,0.277495313534599,0.20328212782775,0,0,0,0,0,0,0,0,0.0655528683756469,-0.392649483922519,0,0,0,0,0,0,-0.0474991841759146,0,0.200881835444681,0,0,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0.160917504690802,0,0,0,0,0,0,0.446132651663661,0.0576352121434767,0,0,0.224545632297664,0,0,0,0,0,0,0,0,0.202362119252734,0,0,0,0,0,-0.031548666478845,-0.0120483264056425,0,0,0,0,0,-0.201485108487501,-0.115954809761935,0,0,0,0,0,0,-0.0442270668184521,0,0,0,0,0
X600030.CH.EQUITY,0,0.0936170066725049,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0549585932637296,0.136908434828996,0,0.185551156662049,0,0,0,0,0,0,0,0,0,0.0337945760650482,0,0,0,0.168125482414815,0,0,0.0290840799092081,0,0,0,0,0,0,0,0.250382031334065,0.11434076500299,0,0.053841101300884,0,0,0.106047325208511
X601601.CH.EQUITY,0,0.519005289795686,0,0,0,0,0,0.0960547851468638,-1.0842021724855e-19,0,0,0,0.0333909833012807,0,0,0,0,0,0,0,0,0.225657195442161,0,0.0170717730497514,0,0,0,0,0,-0.0091147856607373,0.0897097042058148,0,0,0,-0.0689937450914296,0.106241347121389,0,0,-0.099416860151104,0,0.129470178987655,0,0,0,0,0,0,0,0,0
X000002.CH.EQUITY,0,-0.139612226087202,0,0.0807857134858526,0,0,-0.0874965165004353,0,0,-0.114939123734562,0,0.0662235130728291,0,0,0,0,0,0,0,0,0,0,0,0,-0.0221306658741534,0,0.166612393487712,0,-0.0771482671048048,0.185234737367698,0,0.464437902062014,0,0,0,0,0,0,0,0,0,0,-0.00193776527349881,0.248565206472796,0,0,0,0.105402167593438,0,0
X601066.CH.EQUITY,0,0,0.0409522053460351,-0.132938183534998,0,0,0,0,0,0,0,0,0,0.510104049232613,0,0,0,-0.0284495793861862,0,0,0,0,-0.14152471058153,0,3.46944695195361e-18,0,0.182236931812608,0,0,0,0,-0.0255566100422547,0,0,0,0,0,0,0.274698933019629,0,0,0,0,0,0,0,0.0510830751319479,0,0,0
X601328.CH.EQUITY,0,0,0.00446110132371457,0,0,0,0,0.0682322343944947,0,0,0,0.177497034988097,0,0,0,0,0,0,0,0.330007135415592,0,0,0.024435450986866,0,0,0.13828202629355,0,0,0,0,-0.00929636754171114,0,0,0.108809080038557,0,0,-0.0687445908131856,0.14922837779015,0,0.00961615753870263,0,0,0,0,0,0,0,0,0,0
