,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X1299.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X601916.CH.Equity,X002142.CH.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X600837.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X601997.CH.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X000002.CH.EQUITY,X601881.CH.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X002958.CH.EQUITY,X001979.CH.EQUITY,X2007.HK.EQUITY
X601398.CH.EQUITY,0,0.164383822331303,0,0.0701363850704936,0,0.181360460115243,0,0,0,0,0.00898925469092112,0,0,0.163401249579499,1.38777878078145e-17,0,0.0384663223382817,0.311580759163942,0,0,-0.0252400178008202,0,0.162819069962197,0,0,0,0,0,0,0.235214340400672,0,0,0,0,0.00560827631266407,0,0,0,-0.0508649315111405,0,0,0,0,0,0,0,-0.151662422560357,0,0,0
X601939.CH.EQUITY,0.155005747648109,0,0.136313886472968,0,0.0372546783133889,0.0677083853841107,0,0,0,0.127193458985248,0,0,0,0,0,0,0.11398505169566,0,0,0,-0.0064734830315001,0,0,0,0,0,0,0,0,0.0325302822997482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0.104311367802096,0,0,0,0.0129795474688343,0,0,0,0,0,0.436091624936606,0,0,0,0,0.298318398265222,0,0,0,0,-0.0952889434135084,0,0,0,0.0122992039163457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066425501107695,-0.0478246673925468,0,0,0
X601988.CH.EQUITY,0,0.340782704577622,0.186576227017609,0,0,0,0,0,0,0,0,0,0,0.128386474739638,0,0,0,0,0,0,0,0.0488684046194879,0,0,0.163301371136821,0,0,0,0,0,0,0.203776628379649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.04041895053837,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,-0.0807119660351595,0,0,0,0,0,0,0,0,-0.370840983525763,0,0,0.785655324261487,-1.73472347597681e-18,0,0,0,0,0,0,0.019447397448464,0,0.239479640121051,-0.120686645554125,-0.150326622863171,0,0.197899874177063,0.178955318590575,0,0,0,0.505389600988252,0,-0.158327422466282,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0.191614953190547,0,0,0,0,0,0,0,0,0.232367142407994,0,0,0.00572635488737091,0.117367116975826,0,0,0,0,0,0,0.212268102054641,0,0,0,0,0,0.0560428918589072,0,0,0,0.0388829159036667,0,0,0,0,0.0642658769106499,0,0,0,0,0,0,0,0,0,0,0,-0.0428871419608959,0
X601328.CH.EQUITY,0.149580733971616,0,0.0307758177289411,0,0,0,0,0,0.0464298307456918,0,0.00145741115186762,0,0.00737858886918541,0,0.326888995746469,0,0.133679501302402,0,0,0,0,0,0,0,0,0,0.0630341281704043,0,0,0,0,0,0,0,0.139110092153235,0.048550568412224,0,0,0,0,0,0,0,0,0,0,-0.00452471021856124,0,0,-0.0847233051111363
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,6.55862721307621e-05,0,0,0,0,0.0327868732115897,0,0,0,0,0,0,0,0.217899556386184,0,0.319498048999821,0,0,0,0.0928202867565245,0.045515355910067,0,0,0,0,0,0,0,0,0,0,0,0.0576170466786384,0,0,0.0488899663970762,0,0.0322900952919967,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.134528332042528,0,0,0,0,0,0.185032038039908,0,0,0,0,0,0,0,0,0.173566092168387,0,0,0,0.14377997348387,0,0,0,0,0,0,0,0,0,0,0,0.113900819555554,0,0,0,0,0.32777353222799,0,0,0.0965762293777321,0,0.0603200750777733,0,0,0.103483496536078
X601166.CH.EQUITY,0.0297642168452995,0,0,0,0,0,0,0,0,0,0.0888537408473536,0,0,0,0.0566989896116827,-6.93889390390723e-18,0.0757085077107326,0,0,0,0,0,0,0,0,0,0.273202839217182,0,0,0,0,0,0,0,0,0,0,0,0,0.146154050767732,0,0.112247342917307,0,0,0,0,0,0,0.0576851096908738,0
