,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X601211.CH.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0.147021772707287,0,0,0,0,0,-0.107354548565644,0,0,0,0,0,0,0,0,0,0,-0.0834277982033741,0,0,0.42626840206723,-0.125308375569489,0,0,0,0,0.472172310745674,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296353884102837,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,-3.46944695195361e-18,0,0,8.67361737988404e-19,0.0252840010434275,0,0.0261852624688266,-0.061233418573065,0,0,0,0,0,0.121067623207108,0,0,2.16840434497101e-19,0.357087652099646,0,0,0,0,0.0569927197196377,0,0,0,0,0,0.123019112929743,0,0,0,0.258046918294487,0,0.127836065489444,0,0,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0.0714061173151897,0,0.783415937730275,0,0,0.00438436343165641,0,0,0.0379619829981252,0.0577447395926801,0,0,-0.0452513740376026,0,0.0761839036090485,0,0,0,-3.46944695195361e-18,0,0.00377909504625994,0,0,0,0,0,0.0422184908714061,0,0,0,0,0,0,0.0795566084284009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.871651908471474,0,0,0,0,-0.0332243315852895,0,0,0,0,0,0,0,0,0.0208397347855128,0,0,0,0.00790521185668425,0,0,0.223275337441718,0,0.0468527986932404,0,0,0,0,0,0.00438867704734985,0,0,0,0,0,0,-0.109789947083173,0,0,-0.154179946485276,0,0,0,0.0475840378685808,0,0,0,0
X601628.CH.EQUITY,0,0.0373961212753379,0,0,0,0,0,0,-0.0746927139103041,0.248076997837808,0,0.227595719769685,0,0,0,0,0,0,0.29547342728513,0,0,0,0,0,0,0,0,-0.119217590139584,0,0,0.0263063534587758,0,0,0,0.19709252722421,0.0904022902660052,0,0,0,0,0,0,0,0,0,0.100962093508612,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.343013782545298,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17810221874929,0,0,0,0,0,0,0,0.198004376937457,0,0.044535117735891,0,0,0,0,0,0,0,0,0.0699758699913262,0,0,0,0,0,0,0,0.0805026490731323,0,0,0,0,0.00206125942935646
X601988.CH.EQUITY,0,0,-1.38777878078145e-17,0.069109982573962,0,0,0,0,-0.0269834318960471,-0.0730666401385005,0,0,0,0,0,0,0,0,0,0,0.00120688030087536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131515571253749,-0.0626953638962659,0,0.989875542786645,0
X1299.HK.EQUITY,0,0.00667817748121106,0,0,0.0183092486896608,0,0,0,0,0.287818484125917,0,0,0,0,0,0,0.00160902533124323,0,0,0,0,0,0.287463334367409,-0.0474555094968571,0,0,0,0,0.092711155864374,0,0.0698631132408842,0,0,0,0,0,0.0798808350360522,0.0224626639174476,0,0,0,0,0.0730134522177774,0.0741343536250299,0,-0.0046776595362809,0,0.194359524128696,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.0545823084066187,0,-0.0310429677635313,-0.0790815848229871,0,0,0,0,0,-0.156848268013462,0,0,0,0,0,0,0,0,0.0199404925327057,0.485115717958727,0,-0.106410073641771,0,0,0,0,0,0.15262644263879,0,0,0,0.154721241252917,0,0,0.166585102590991,0.318453382365467,0.157880608170281,0,0,0,0.363949115017112
X388.HK.EQUITY,0,0,0,0,0.264431564923718,0,0,0,0,0,0,0,0,0,0,-0.0865725253795798,0.213080266522381,0,0,0,0.198662686377326,0,0.287790703012691,0,0.359764302213155,0,0,-0.0915764066006574,0,0,0,0,0,-0.0307495984484965,0,0,0.122076151719214,0,0,-0.0790458024058767,0,-0.0702900122699569,0.1938772230121,-0.125157422472585,-0.252102001764626,0,0,0,0,-0.0910891086166891
