,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X600048.CH.EQUITY,X601211.CH.EQUITY,X601066.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0.525081290327657,0,0,0,0.143674671705197,0,0,0.0657073210663677,0.0214200886796939,0,0,0,0.171065193033702,0,0.031756163990669,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.0233765171148849,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0182449370559792,0.129215563603375,0.216144091683712,0,0,0.0456496818963369,0,0,0,0,0.32620924719627,0,0.0888638209460817,0,0.0644159102490271,0,0,0,0,0.0222078498054993,0,0,0,0,0,-0.0647721498050435,0,0,0,0,0,0,0,0.0897633766891216,0,0,0,0,0.00492989015726974,0,0,0,0.00742232666256514
X601939.CH.EQUITY,0.430896485008756,0,0,0.258928889846288,0.144981956757875,0.0431779353825596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0460314636246237,0.253293320838158,0.097601069130543,0,0,-0.135108235141223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.36506826320874,0.122141059480023,0,0.850385448022174,0,0,0,0,0,0,0,0,-0.0803357048651098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115694263201327,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0316621548572384,0,0,0,0.183244935584018,0,0.288038267345848,0,0.0979836702598949,0,0,0,0,0,0,0,0,0.0327325009257007,-0.0655348289420448,0,0,0,0,0,0.015324369206913,0,0,-0.146312227287794,0,0,0,0,0,0,0,0,0.149512308521351,0,0.276464608181444,0,0,0,0,0,0,0,-0.124769662143589,0.0867834307908749
X601988.CH.EQUITY,0,0,0.0055178190690536,0,0.283635849577278,0,0,0,0,0,0.275450683058042,0,0,0,0,0.0627968089911222,0,0,0,0,0,0,0,0,0.0918609723300775,0,0,0,0,0,0,-0.100873419869952,0.0276775422766356,0,0,0,0,0,0,0,0.20350257622994,0,0,0,0,0,0,0,-0.0428788665888514
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.107283368933841,0,-0.0372223495440835,-0.0520421138788374,-0.0151057258956526,0,0.0979860568974063,-0.105200304872191,0,0,0,0,0,0.522122429540701,-0.0384511971079737,0,0.0788171290481367,0,0,0.133367916465256,0,0,0,0,0,0.0199700728844412,0,0,0,0.0348466156349952,0,0,0.240472670276663,0,0,0,0,0.0995857339734743
X1299.HK.EQUITY,0,0,0,0,0.228679522201033,0,0,0,0,0,0,0,0,0,0,0,0,0.137722246622251,0,0,0.0325470981316537,0,0,0,0,0,0.0341925642339627,0,0.0328358403151077,0,0.0235648306596636,0,0.279280862926043,0,0,0,0,0.172988924724655,0,0,0,0,0,-0.224615414447496,-0.0541678386805667,0.076854576799216,0,0,0
X601628.CH.EQUITY,0,0,0,7.9985044099385e-05,-0.0307518961914035,0,0.00487807513480354,0,0,0,0,0.139753419935777,0,0,-0.037784284925109,0,0.324101396429474,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.00692954392517462,0,0,0,0,0.0496238380074623,0,0.198753476888553,0,0,0,0,0.243634463420657,0,0.0884511683186712,0.0747217251713554,0,0,0,0
X601328.CH.EQUITY,0.109168331942525,0,0.357169614779106,0,0,0,0,0,0,0,0,0,0.424717602781635,0,0,0,0,0.00967650445605433,0,0,0.0389255046074036,0.21919049967614,0,0,0,0,0,0,0,0,-0.011315482717811,0,0,0,0,0,0,0.0122387919699487,0,0,-0.108470994115985,0,0,0.197956584067397,0,-0.0101206894703568,0,0,0.0211124957633478
X601166.CH.EQUITY,0.18533095898003,0,0.0430653360195397,0.234944428103004,0,0,0.20837339525168,0,0,0,0,0,0.170764905892635,0,0,0,0,0,0.031164501912283,-0.043865080413238,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1162493152185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,-0.214967552976477,0,0,0,0,0.0491158394847932,0,0,0,0,0,0.0742076511494636,0,0,0,0.170539817037934,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.203020630577646,0.201673324238305,0,-0.14404178767056,0,0,0,0.207397097999113,0,0,0,0,0.190768482365746,0.0983969724023354
X600000.CH.EQUITY,0,0,0.0797568767693327,0,0,0,0,0,0,0,0.80952793229875,0,0,0,0,0,0,0,0,0,0.0604792875250246,0,0,0,0,0,0.0704732626454099,0,0.0375868834712201,0,0,0,0,0,0,0,0,0,-0.0430268149907938,0.0340153373010134,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,-0.0652301713540022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.270936498266005,0,0,0,0,0,0,0,0,-0.116886041992838,0,0.0375007280375656,0,0,0.221384603405928,0.204945932470611,0,0.191700907328699,0,0,0,0.634592005644049,0,0,0,0,0,0,0,0.031233262079617,0,0,-0.0608499495397465
X11.HK.EQUITY,0,0,0,0,3.46944695195361e-18,0.18932919212768,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0610817961100445,0,0,0,0,0.168203848287452,0.0330699513771025,0,0,0,0,0,0.554597327888413,0,0,0,0,0,0,0,0.0344536908188651,0,0,0.1667494557368,0,0,0.157104024358023,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0.050734895373806,0.0617271982718232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189101320054401,0,0,0,0,0.0759642897897662,0,0,0,0,0.685506473383254,0,0,0,0,0.141642782379084,-0.0663996056490078,0,0,0,0,0.00395123294435763,0,0,0,0.140901259958043
X601601.CH.EQUITY,0.0147164302432848,0.077904256224133,0,0,0,0,0.0987964861932196,0,0.2296507545504,0,0.0988022564975271,0,0,0,0.0287088305572188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233170802516693,0,0,0,0,0,0,0,0,0,0,0,0
