,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X601577.CH.EQUITY,X2880.TT.EQUITY,X2888.TT.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X601997.CH.EQUITY
X601398.CH.EQUITY,0,0.596367428952471,0.221056726128035,0,0.0914154361165531,0,0,-0.102284646275563,0,0,0,-0.0122891288211761,0,0,0,0,0,0,0,0,0,0.219633521914481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029962041616355,0,0,0,-0.0345093341956316,0,0,0,0,0,0
X601939.CH.EQUITY,0.0248072619466299,0,0,0,0,0,0.08247432903143,0,0,0.175042880310806,0,0,0,0.272921704131697,0,0,0,0,0.216858940432171,0,0,0,0,0,0,0,0,0.00832713391815358,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.0785005006296099,0.225961028918113,0,0.0884052944987229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314342650456198,0,0,0,0,0,0,0,0.0323627274451724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408782145935941,0,0.0438061528744221,0,0,0,0,0.0231882487010888
X601988.CH.EQUITY,0,0,0.451278151245252,0,0,0,0.183690162949944,0,0,0,0,0,0,0,0,0.0695784436764193,0,0.0154088445088459,0,0,0,0,0.0175734483348753,0.0208390728965563,0,0,0,0.115432630754257,0.139642359927925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00302661081367267,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.30804776939518,0,0,0,0,-0.200966114841341,0,0,0,0,0,0,0,0,0,0,-0.110244877117459,0,0.684704096015316,-3.46944695195361e-18,0,0,0,0.222061213028025,0,-0.0656591387240576,0,0,0,0,-0.0679521182491506,0.197693258673682,-0.0581013572654719,0.26346604282758,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0.174807615371857,0,0,0,0,0,0,0,0,0,0,0,0.0547137793289246,0,0,0,0.455635189869805,0,0,0,0.0866092327652917,0,0,-0.285611045353756,0,0,0,0,0.016386219333469,0,0.195587151963963,0,0.152427384713827,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.0812442577562986,0.0321855689665921,0,0.157744691546118,0,0,0,0,0,0,0.200349939944551,0,0,0,0.217346043105786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.067374142265408,0,0.17611195850348,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0853526704060504,0,0,0,0,0,0,0.178987193018319,0.191033110318598,0,0,0,0,0,0,0.139570553885954,0,0,0.137970694435406,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0257905804556475
X600036.CH.EQUITY,0,0,0,0,0,0.0107012110999528,0,0.295562708764289,0,0,0,0,0,0,0,0,0.190333552855125,0,0,0,0,0,0,0.129624606134702,0,0,-0.112451798623452,0,0,-0.000363845092796177,0,0,0,0,0,0,0.0259192832927826,0,0,0.315077354453242,0,0,0,0.0545296113266112,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.18768899489453,0,0,0.134774950035118,0,0.289228205384031,0,0,-0.0394594718592169,0,0,0,0,0,0,0,0.210022366579224,0,0,0,0,0,0,0,0,0,-0.302583409462751,0,0.154567292081221,0,0,0,0,0,0,0,0,0.0447922551658405,0
