,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X2388.HK.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X002142.CH.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2883.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X601688.CH.EQUITY,X2884.TT.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0,-0.0807142263933502,-0.215161535699161,0,0,0,0,0,-0.226357308928224,-0.0933369732838517,0,0,0,-0.214136168247955,-0.223544492647626,0,0.219017970592453,0,0.141019777850478,0.98785851006026,0,0,0,0,0,0,0,0,0,0.0331145550287675,0,0,0,0,0,0,0,0,0,0,0.0933394934832059,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0657131396971205,0,0.0425984736621232,0.030652169339884,0,0,0.563821704556885,0,0,0,0,0.25135549977125,-1.73472347597681e-18,0,0.161999454355986,-0.105873090328787,0,0,0,0,0,0,0,-0.0548032786362323,0.00117147197999901,0,-0.69948574439815,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.158674286762962,0,0,-0.0259617459324507,0,0,0,0,-0.0636821723284966,0,0,0.164254071762878,0,0,0.237265152666245,0,0,0.178100095559027,0,0,0,0,0,0,0,0,0,0,-0.055886310771011,0,0,0,0,0,0.158113489912914,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179587625599426,0,0,0,0,0.0322238735643133,0,0,0,0,0,0.0725504332819202,0,0,0,0,-0.130210880925292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0623734728397474,0,0,0,0,-0.201271384516686,0.241068732405021,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0.168338375206543,0,0.181106375261679,0.026371078821521,0.0162832504343527,0,0,0,0,0.431061860240971,0,-0.186500884031522,0,0.0196199692107763,0,0,0,0,0,0.029861121136863,0.0726958949253201,0,0,0,0.028092516969158,0,-0.0410523716279664,0,0,0
X601658.CH.Equity,0,0,0.113674981507512,0,0,0,0,0,0,0.0398705358440785,0,0,0,-0.0662975932061239,0,0,0,0,0,0,0,0.155944736791343,-0.239118125645918,0.145430769252853,0,0,-0.251012227114886,0.575133927950016,0,0.00799002286905159,0.171049526394306,0,-0.0199507857309012,-0.16688819147418,0,0,0,0,0,0,0,-0.293173494419178,0.00426717427928477,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.000680709690263726,0,0,0,-0.107044462051334,0,0,0,0.190182745528706,0,0,0.0639116493594074,0,0.153287411764974,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0941303311139526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0275048771107307,0,0,0,0,0.101149970404944,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.0646443397195788,0,0,0,0,0,0,0,0.222085728623965,0,0.0956804739881877,0,0,0.223297036771341,0.30170098613153,0,0,-0.257059893790405,0,0,0.370877510173237,0,0,0.0483940300536969,0,0,0,0,0,0,0.0571850307760942,0,0,0,0,-0.0621175625794249,0,0
X600036.CH.EQUITY,0.0117415248626266,0.0161729640409477,0,0,0,0,0.104311634242773,0.0692122833089031,0,0.317423002315121,-0.0410050375619052,0,0,0,0,0,0.0666272729443763,0,0,0,0.0511323573214485,0,0,0.198317010662512,0,0.301769589991713,0.0942682863337145,0,0,0,0,0,0,0,0,0.109615868855581,0,0,0,0,-0.0602660935097358,0,0,0,0.116659883468199,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0.06007070309714,0,-0.0389834476436023,0.0561278634445626,0.417258452349966,0,0,0.024002789568128,0.0629547572521351,0,0,0,-0.0996856113458226,0.226439485984376,0,0,-0.0206557350412181,0.241442368103031,0,0,0,0,0,0,0,0,0,0,0.0344347285400881,0,0,0,0,0,0,0,0,0,0.245096401535802,0,0,0
