,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0.25562233189572,0,0,0,0,0.181059375477401,0,0,0,-0.0735128244270512,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0359467170243898,0,0,0,0.0791835264695435,0,0,0,0,0.0520296797548192,0,-0.0504561095133811,0,0,-0.0815167849295804
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.175003070404427,0,0.0712717474288852,0,0.296651828198429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0741356881773983,0,0,0,0,0,0,-0.265294939674613,0.261608628598384,0,0,0.204515656813808,0,0,0,0,0,-0.0132332694586652
X601939.CH.EQUITY,0.249709300797808,0,0,0,0.102774025922099,0,0,0,0,0,0,0,0,0.137261620695532,0,0,0,0,0,0.0169031123772183,0.14060629898405,0,0,0,0,0,0.128231295760712,0,0,0,0,0,0,0,0,0,0,0,0.167650468179472,0,0,0,0,0.117499889807764,0,0,0,0,0
X601288.CH.EQUITY,0.306058644255799,0.0295171915433009,0.0546353307307539,0,0.0539478813858699,0,0,0,0.0629924219564943,0,0,0,0,0,0,0,0,0,0,0,0.0618015981106598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0937874096349892,0,0,0.171036952846662,0.131414063508662,0,0,0.163602053312451,0,0,0,0,0.162817093915724,0
X5.HK.EQUITY,0,-0.180522632029204,0,0.419997760922803,0,0,0,-0.18442167279161,0,0,0,0,0,0,0,0,0,0,0,0.112391543829541,0,0,0.507888109206908,0,0,-0.0748696499169438,0,0,0,0,0,0,0,0,0,-0.15453683624681,0,0,0,0,0,0.125436576275142,0,0,0,0,-0.04384972790233,-0.151209071813873,0
X601988.CH.EQUITY,0,0,0,0.0436685582622187,0,0,-0.0538673611998086,0,0.124381225119964,0.185343444000935,0.282176035782334,0,0,0,0,0,0,0,0,0,0,-0.0792399816505748,0,0.443323113068591,0,0,-0.0611559885932494,0,0,-0.0452327138279979,0,-0.0100198630643507,-0.0874139621567748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146473055500537,0,0
X600036.CH.EQUITY,-0.126959763681784,0.233570713062517,0,0,0,0,0,0,0,0,0,0.110502196454541,0,0.200032717494408,0,0,0,0,0.131002563073457,0,0,0,0.105393383619783,0,0,-0.0302217348522751,0,0,0,-0.0872591328588702,0,0.331828636317915,0,-0.0700479715256675,0,0,0.105343540556909,0,0,0.0825023295616052,0.0399886047818128,0,0,0,0,0,0.0908489317934659,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0641883190656289,0,0,0,0,0,0,-0.0643673245550214,0,0,0,0.0737349960176129,0.144090031500075,0,0.156783279427907,0.114109199785957,0.078570663753626,0,0,0,0,0,0.180805429832197,0,0,0,0.0358797197775318,0,0,0,0,0,0,0,0,0,0,0,0,0.0772321314685248,0,0,0
X601628.CH.EQUITY,0,0,0.00926627531058562,0,0.0496861071284622,0,0,0,0,0.0891589913974871,0,0,0,0,0,0.146557501122575,0,0,0,0,0,0,0.0649344309378142,0,0,0,0,0.013014613067447,0,0,0.00107024467706974,-0.153162716139323,0,0.0286752885720925,0,0,0,0,0,0.356915258135818,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,-6.93889390390723e-18,0,0,0,0,0.152605164070541,0,0,0.00508118032984719,0,0,0,0,0,0,0.248340435417265,0,0,0,0,0,0,0,0,0,0.0271246302420685,0,-0.0172265278960622,0,0,0,0.492794929085825,0,0.16517687382311,0,-0.0696763686820636,0,0,0,0.200331014566709,0,0,-0.072335002236237,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0165381107125472,0,0.0566470700237849,0.294139532971754,0,0,0,0,0,0.167504553957368,0,0,0,0.0101549387440549,0,0,0.0212692732776349,0.176253662605835,0,0,0,0.162841774909634,0.119769217432997,0,0,0.0268561644190465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0885251190141228,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.177082341453681,0,0,0,0,0.211716816117206,0,0,0,0.296242069372113,0,0,0.003376210772146,0,0,-0.0283094453997993,0,0,0,0,0,0,0.157561793891175,0,0,0,0,0,0.0346346435392135,0,0.0502731777202248,0,0,0,0.121027760804339,0,0,0,0,-0.012235769682381,0,0,0,0,0.00589667581526635,0,-0.0839400815785848,0.0136990899075169
