,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X11.HK.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1997.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X002142.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X17.HK.EQUITY,X2881.TT.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0.0253182733129519,0.466483784061824,0,0,0,0,0,0,0.148158057816441,0.150950301495949,0,0,0.225509279707866,-0.0157665830890253,0,0.0575242016996953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536594002664105,0,0,3.46944695195361e-18,0,0.0164754246363138,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.0347658443825478,0.0933178118865469,0.283179230112362,0,0,0,0,0,0,0.0588473838424328,0.337681739421577,0.0881665180311752,0,0,0,0.0655462856538685,0,0,0,0.0186999226547243,0,0,0,-0.0405584151988881,0,0,0,0.00117727478023032,0,0,0,0,0.0623919472179284,0,0,0,0.00109605483995694,0,0,0,0,0,0
X601939.CH.EQUITY,0.257570654019325,0,0,0.459365312577558,0.0196511078539177,0.0950246403422503,0,0,0,0.0422865407654997,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.126895197766829,0,-0.0334562626821477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150015735504587,0,0
X601288.CH.EQUITY,0,0,0.273626487959303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176097218488912,0,0,0.0524075811943735,0,0,0.00691904727302986,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0135002570034418,0.278934291816791,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0740878871044512,0,0,0.196349432809919,0,0.238662117570735,0,0,0,0,0.272828142025423,0,0,0,0,0.11645921752404,0.053376541432871,0.0109387404582157,0,-0.264729361610289,0,0,0,0.20253876739452,0,0,-0.172785786511084,0,0,0,0,0,0.135103760379004,0,0,0,0,0,0,0,0,0,0,0,0.104462673718515,0,0
X601988.CH.EQUITY,0,0,0,0,0.251222630772873,0,0,0.0782224599847831,0,0.0875776486136924,0,0,0,0.239071782075689,0,0,0,0,-0.092773294345899,0,0,0,0,0,0.362693654221945,0.0277128453778333,0,0,0,0,0,0,0,0,-0.0451108469819057,0,0,0,0,-0.003229308981543,0,0.0382525867282496,0.252008776880491,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0205304592866957,0,0,0,0,-0.0343878474487008,0,0,0,0,0,0,0,0,0,0.631565635395583,0,0,0.138110356178973,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137444223429153,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.251709594454946,0,0,0,0,0,0,0,0,0.0940729524155682,0,0,0,0,0,0.0431656164762488,0,0,0,0,0,0,0.0499497844151271,0,0.0833237530915835,0,0.0243906969721002,0.301017630732083,0,0,0.170822542443926,0,0,0,0,0,0,-0.0443999339482747,0,-0.0462022377670088,0,0.0800117792293711,0,0,0
X601628.CH.EQUITY,0,0.151839572531144,0,0.0399914639466444,0,0,0,0,0,0,0,0,0,0,0,0,0.0648912648724906,0,0,0,0,0,0,0,0.146327288844857,0,0,0,0,0,0,0,0,0,0,0,0,0.370628492219477,0,0,0.129700763379638,0.0606064142120996,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.236093918735947,0,0,0,0,0,0.0285314223161669,0,0,0,0,0,0.324632743821097,0,0,0,0,0,0,0,0,0,0.337831132585627,0,0,0,0,0,0,0,-0.00321028420410149,0,0,0.0240456968090144,-0.00647820317773692,0,0,0,0,0,0,0.0833397869937991,0,0,0,0,0.0792365183759642,0,0
X601166.CH.EQUITY,0,0,0.324647082898536,0,0,0,0.146474894179983,0,0,0,0,0,0.158596293409039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0663386749267596,0,0.0751510059300843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,-0.363073865414485,0,0,0,0,0.309192930764128,0,0,0,0,0,0.16944447200424,0,0,0,0,0.0683213708020133,0,0,0,0,-0.134782886369216,0,0,0,0.493172120874267,0,0,0,0.295714669538642,0,0,0,0,-0.15464555515572,0,-0.135158188419583,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.0606289407126801,0,0.291909098086024,0,0,0,0.285190907816717,0,0,0.0809265470769913,0,0,0,0.110745410356764,0.0228671515837141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154491982942644,0,0,0,0,0,0,0,0,0,0
X11.HK.EQUITY,0,0,0,0,0,0.255480514301467,0,0,0,-0.0344984926900095,0,0,0,0,0,0,0.120431449138309,0,0.426932169086531,0,0,0,0,0,0,0.023862129077983,0,0,0.266761551852501,0.290601401777262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.208308486231295,0,0.0245765043773024,0.0595409208281211,0
X16.HK.EQUITY,0,-0.0866516801699287,0,0,0,0,0,0,0,0,0,-0.0375674800787637,0,0.136741852515775,0,0,-0.278696748956467,0,0,0,0,0,0,0,0,-0.103043673060056,0.176359538675489,0,0.175398750375811,0.274804652602633,0.354994872052468,0,0,0.209650637202839,0.301954154673552,0,0,0,0,0,0,0,0,0,0,0.102414589810127,-0.148468888922305,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0.0248139551352351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0.00119803283907641,0,0,0.0323452507715499,0.73378809535265,0,0,0,0,-0.070065200115168,0.127380586393685,0,0,0,0.0377770757649786,0,0,0.0198088595441686,0,0
X601601.CH.EQUITY,0.105037663214357,0.11712964736121,0,0,0,0,0.00537636908346688,0,0,0,0,-0.0186250475557359,0,-0.0321418475497865,0,0,0,0,0,0.0410149224001842,0,0,0,0,0,0,0,0,0,0,0,0,-0.0256023402257232,0.16726015154253,0,0,0,0.202441503699786,0,0.101297780521067,0,0,0,0,0,0.0882392463763912,0,0,0.00748994332849814
X2388.HK.EQUITY,0,0.240901799449654,0,0,0.437988509817065,-0.370854544489906,0,0.0518627414713649,0,0,0,-0.158994591340048,0,0,0,0,0,0,0,0.213656767078245,0,0,0,0,0,0.2886020760948,0.218323863597099,0,0,-0.264306768212716,0,-0.205807561642408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533227511217117
X267.HK.EQUITY,0,0,0,0,2.16840434497101e-19,0,-0.148740826082629,0,0,0,0,0,0,0,0.0883982172641864,0,-0.314232222127058,0,0,0.286531463136487,0,0,0,0,0,0.17794704376708,0,0,0.110868192074813,0.145182033030984,0,0,0,0,0.287614222328308,0,0,0,0.267747280469591,0,0.0772013997790738,0,0,-0.0965852536998302,0,0.187406817810568,0,-0.117295469497413,0
X388.HK.EQUITY,0,-3.46944695195361e-18,0,0,0,0,0,0.239892847059195,-1.38777878078145e-17,0,0,0,0.273686665842752,0,0,0,0.165617077361299,0.125098881079012,0,0,0,0,0,0,-1.38777878078145e-17,0.186158117349186,0.0720377634491126,0,0,0.0558046268195682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688946384983036,0,0,0
