,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601818.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X2882.TT.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X17.HK.EQUITY,X300059.CH.EQUITY
X601398.CH.EQUITY,0,0,0.389562154056688,0,0,0.356907367623294,0,0,0,0,0,0,0,0,0,0,0,0,-0.0565456708142624,0,0,0.089879899654514,0,0,-0.234399957768666,0,0,0,0,0,0,0,0.0138665474514094,0,0,0.218564261302819,0,0,0,0,0.0672320967398256,0,0,0,0,-0.129631373500402,0,0,0
X601318.CH.EQUITY,-0.0192819598168756,0,0,0,0,0,0,0,0,0,0.260396817418109,0.222395273710956,0,0,-0.0423927638647175,0,0.142580444175244,0,-0.00393718606670081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.123437468277271,0.375644934201512,0,0.0262216621073342,0,0.0760675944800123,0,0,0,0,0
X601939.CH.EQUITY,0.276417278570598,0,0,0,0.0976366802697126,0,0,0,0,0,0,0,0,0.106638224353241,0,0,0,0,0,0,0.0355804999727045,0,0,0,0,0.331493434363771,0,0,0,0,0,0,0.0306283487348071,0,0.133057367745694,0,0,0,0.00310105505459794,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.366876469791914,0,0,0,0.0878559659379741,0,0,0,0.17845185058079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0559436169221902,0.0836543273666745,0,0,0,0.163773814079267,-6.93889390390723e-18,0,0,0,0.176754197231161,0,0,0,0.0362269844090928,0.0953442892198104
X5.HK.EQUITY,0,-0.18069539952083,0,0.435859531519294,0,0,0,-0.0092587702328446,-0.224917893467045,0.247956773368856,0,0,0,0,0,0.202343431151018,0,0.259569175097879,0,0.096841837712315,0,0,0.416316474747911,-0.211608180066385,0,0,0,0,0,0,0,0,-0.0474042019020795,-0.17554518669224,0,0,0,0,0,0,0,0.165488035743876,0.0122140981440315,0,0,0,0,-0.00147291333848924,-0.127098608378969
X601988.CH.EQUITY,0.030885953519,0,0,0.0412481890749707,0,0,0,0,0,0.049628959421691,0.22874919010896,0,0.0527545397258675,0,0,-0.0469016418926226,0,0,0,0,0,0.381189054358211,0,0,0,0,0.0357044994498136,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.0595061866052122,0,0,0,0.0556955169649379,0,0,0,0.193263153137332,0
X600036.CH.EQUITY,0,0.410240757392786,0,0,0.0841284460480991,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599212338685458,0,0,0,0,0,0,0,-0.0950411724094175,0.0868520675756304,0,-7.65669477741805e-05,3.46944695195361e-18,0.0971684100323272,0.21610995380819,-0.0190107946199759,-0.0258575952175083,0.0337930954814021,0,0,0,0.158083171138388,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.123253103967563,0,0,0,0,0,0,0,0,-0.0809068900388055,0,0,0,0,0,0,0.275194990964162,0.258046141310848,0,0.195421254694064,-0.0398820164225611,0.0836335249985659,0.0321658976713454,0,0,0,0.0934411209974663,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,-0.187251893699669,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0293581862665482,0,0.0892340631074871,0,0,0,0.264144468615502,0,0,0,0,0,0.0765313581492629,0.0913549021704207,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170078941157189,0,0.213101266844684,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.123158061610565,0.00140914850634684,0.0170671004965693,0,0.0874580144491503,0.419861272321712,0,0,0,0,0,0.125525889296683,0.103703006649228,0,0,0,0,0,0,0,0,0.0157320941198684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171758004654042,0,0.0611684955258058,0.0177817821855507,0,0.121123409331191,0,0
