,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601066.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X1113.HK.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X823.HK.EQUITY,X002736.CH.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY,X601169.CH.EQUITY
X601398.CH.EQUITY,0,0,-3.46944695195361e-18,0,0,0,-2.77555756156289e-17,0,0,-0.138127828088334,0,0,0,0,0,0,0,0,0,0,-0.0961200186369261,0,0.431543100596675,0.689433401772655,-0.129202964584256,0,0.0392712859812217,0,0,0,-0.0831095800511832,0,0.107988590997094,0,0,0,0,0,0,-0.341906200108208,-0.133821758174766,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.189377896779383,0,0,-0.00741122306225324,0,0,0.0192541726885358,0,0,0,0,0,0.17004928607805,0,0,0,0,0,0,0,0,0,0,0.0535633547756495,0,0,0,0,0,0,0.378782041181492,0,0,0,0,0,0,0,0,0,0,0,0,0.253872375469108
X601939.CH.EQUITY,0,0,0,0.805701432563207,0.0269488997783306,0.00133732299324153,0.0571569464274912,0,0,0,0,0,0,0,0,0.0289607148094255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427292118298045,0,0,0,0.0436952828471612,0,0,0,0,0,0,0.0456949831565469,0,0,0,0,0.00141745541687984,0
X601288.CH.EQUITY,0,0,0.878361048970341,0,0.0641168653399335,-0.0917928453631034,0,0,0,0,0,0,0,0,0.0143005610063428,0,0.0552729218005014,0.120545565941205,0,0,0,0,-0.00456433711576307,0,0,0,-0.0869968929775524,0.0153081614850138,0,0,0.0121587990068991,0,0,0,0,0,0,0,0,0,-0.142112403409405,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,-0.0677177351417042,0,0.0712716499683934,0,-0.00228556374075162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0878523628805777,0,0,0,0,0,-0.0316355917664844,0,0,0,0,0,0,0,0,0,0,-0.00295649334571774,0,0,0,0.0148398850156848,0,0,0,-0.153521042675397,0.951615618203377
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.121880277697091,0.845741825615704,0.0136935033443066,0,0,0,0,0,0,0,0,0.11071966170016,0,0,0,0,0,0,0,0,-0.0622784319406999,0,0,0,0,0.0196358026854224,0.181117764295441,0,0,-0.111253423237271,0,0,0,0.0548137818238022,0,0.019420409830349,0,0,0.101994592382175,0
X600036.CH.EQUITY,0,0,0.346420197743133,0,0,0,0,0,0.00287799323603565,0,0,0,0,0,-2.16840434497101e-19,0.161684961402447,0,0,0,0,0,0,0,0,0,0,0,0.149808791372373,0.00902107543627287,0,0,0,0.260388950786929,0,0,0,0,0,0,0,0,0,0,-0.00781863093413829,0.0704536728256354,0.028417330131137,0,0,0.0591414130010342,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.00205856933489004,0,0,0,0.00700854648273991,0,0.0790224236771582,0,0,0,0.328234667250556,0,0,-0.261198155870607,0,0,0.0564958766759343,0,0.167158125279334,0,0.267294552756021,0,0,0,0,0,0,0,0,0,0,0,0.103114861730476,0,0,0.361506526976405,0.0230491931123199,0,0,0
X5.HK.EQUITY,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,-0.269834615441907,0,0,0.31089260762524,0,0,0,0,0,0.133499469304002,0,0,0.393723751656113,0,0,0,0.16536691980466,0,0.0177684665807917,0,0,0,0.117587820660901,0,-0.065538483219759,0,0,0,0,0.0563692737583271,-0.203968378829258,0.173899404029772,0,0,0,0,0
X388.HK.EQUITY,0,0,0,0,0,0.24766076974028,0,0,0.0686275005494971,0,0,0,0,0,0,0,0,0,0,-0.368495345285217,0,0,0.133878306695874,0,0.06979036014535,0,0.360145257925292,0,0,0,0.11069417437889,0,0,0,0,0.0764427539631622,0,0,0,0,0,0,-0.232700102744056,0.172902367180909,0,0,0,0,0,0
X601658.CH.Equity,0,0,0.00969313722137419,0.212728880379907,0,0,0,0,0,0,0,0,0,0,0,0,0,0.292686426561016,-1.73472347597681e-18,0,-0.062794028610941,0,0,0,0,0,-0.039119844729485,0,0,0,0.0542689114584629,0,0,0,0,0,0,0,0,0,0,0.284245424846017,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0.111742914401886,0,0,0,0.0502231903870944,0,0,0.11489323555535,0,0.0203110368933283,0,0,0,0,0,0,0,0,0,0.0151225624224909,0,0,0,0.047613752296218,0,0,0,0,0.589950973159671,0,0,0,0,0,-0.0411441398861906,0,0,0,0.0255273068445714,0.0443432355267352,0,0.0493167373921547,0,0,0
