,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X1299.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X601916.CH.Equity,X002142.CH.EQUITY,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2883.TT.EQUITY,X2884.TT.EQUITY,X600837.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X601997.CH.EQUITY
X601398.CH.EQUITY,0,0.296827435807037,0.256605666965094,0,0.0452056186601583,0,-6.93889390390723e-18,0,-0.105613338669021,0,-0.0586826122937017,0.0381988904568433,0.0300395579863593,0,0.237954565862045,0,0,0,0,0,0,0,0.105283061842131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0889967467197131,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.162709700322063,0,0,0.0882598349557986,0,0.125685398620833,0,0,0,0.17442923939821,0,0,0,4.33680868994202e-19,0,0,0,0,0.185479466774148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.300912117590884,0,0.157707974026918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242186319453679,0,0,0,0.0488189820241781,0,0,0,0,0,0.0181134298769788,0,0,0,0,0,0,0,0,0,0,0.0925766436868725,0,0,0,0.0255322470979781,0,0,0.0510965650013199,0,-0.0915489778016637,0
X601988.CH.EQUITY,0.196347991527101,0.0884012164439784,0.327600619354946,0,0,0,0,0,0.0533897661430539,0,0,0,0.108236577505859,0,0,0.0478317906795713,0,0,-8.67361737988404e-19,0,0,0,0,0.0763006745552993,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0.0673266666158139,0,0,0,0,0,0,0,0,0,0.0658869707202891,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.172578198054868,0,0,0,0,0,0,0,0,0.185844983634943,0,-0.084670870130414,0,0,0,0.0614271766247046,0,-0.035431875641844,0,0.420319169320712,0,0,0,-0.112674519620031,0.316839880567847,0,-0.0043363662323289,0,0,0.229527548135609,0,0,0,0.159940358476022,-0.20213598765663,0,0,0,0,0
X601658.CH.Equity,0.0694087098706268,0,0,0,0,0,0,0,0,0,0.0600608983577074,0,0,0.135512785430665,0,0,0,0,0,0.173455544945419,0,0,0,0,0.286050042011704,-0.0652483750119339,0,0.0408147727449328,0,0,-0.048919739675011,0,0,0,0,0.173800921226263,0,0.161124725349595,0,0,0,0,0.248216082821227,0,-0.144325491862652,0,0,0,0,0
X601328.CH.EQUITY,0.00547740734189262,0.0426502485598263,0,0,0,0,0,0,0,0.112000200975552,0,0.118549595977013,0.20469714249676,0,0.186458776139469,0,0,0,0.0292149654714363,0,0,0,0,0.0438216186329394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079173420149136,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0410265002504053,0.245061754121873,0,0.0468028317008813,0,0,0.105798066264723,0,0,0.0865919761995603,0,0,0.00717039393270693,0,0,0,0,0,0.227639844193868,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0289478403566221,0,0,0.065841917391139
X600036.CH.EQUITY,0,0,0,0,0,0.0110016326435865,0,0,0,0,0,0,0,0,0,0,0.423301503892488,0,0,0,0,0,0,0,0.0718867080005715,-0.114511792177866,0,0,0,0,0,0,0,0,0.0392342497419118,0,0,0,0,0,0,0,0.33589553576332,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,1.73472347597681e-18,0,0,0.0903390732545901,0,0,0,0.0492393856291176,0,0,0,0,0,0.209062547109164,0,0,0,0,0,0,0,0.285480555543812,0.0931454638000269,0,0,0,0,0,0.00507187601460409,0,0.0065352495902253,0,0,0,0,0,0,0.00170242384749639,0,0,0,0,0,0,0
