,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X002142.CH.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X601319.CH.EQUITY,X600926.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X2883.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2884.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X2885.TT.EQUITY,X601211.CH.EQUITY,X601997.CH.EQUITY
X601398.CH.EQUITY,0,0.468054895156012,0.147209630905046,0,-0.0458223235049634,0,6.93889390390723e-18,0,0,0.0495900339090469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115216695619883,0.0507728532719688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043524273040406,0,0,0,0,0,0
X601939.CH.EQUITY,0.407227053133463,0,0,0,0,0.103075697557639,0,0,0,0,0.147427517269447,0,0,0,0,0,0,0.038728499591137,0,0.103814056213275,0,0,0,0.240265685615932,0,0.0387938452946454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.071273894029793,0,0,0,0,0,0,0,-0.0854909690689262,0
X601288.CH.EQUITY,0.66477354869255,0,0,0,0.209604848032161,-0.0154582951325716,0,-0.0369619746942089,0,0,0,0,0,0,0,-0.0261979328655795,0,0,0.210141698136959,0,0,0,0,0.169084308095261,0,0,0,-0.148504679098872,0,0,0,0,0,0,0,0,0,0,0.0931072530038818,0,-0.223614536614329,-0.0497292342003558,0,0,0,0,0.19290952901468,0,-0.0296516810692734,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.00912869736413289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22941293771732,0,0,0,0,-0.0263892902887631,0,0,0,0.0684858789098236,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,-0.12500240949503,0,0,0,0,0,-0.0219150649642649,0,0,0,0.269838762677073,0,0,0,0,-0.0180936493821254,0,0.291746723710972,0.137258150104072,0,0,0,-6.83923911415744e-05,0,-5.42101086242752e-20,0,0,0,0,0,0,-0.0432432699919876,0,0,0,0,0,0,0,0,0,0,0,-0.0468012077107036,0,0,0,0
X601658.CH.Equity,0,0.166188488974005,0,0,0,0,0,0,0,0.00043308516144931,0,0,0,0,0,0,0,0,0,0,0.0139085409163648,0.130125741091515,0,0,0,0,0,0,-0.0997319873122634,0,0.0610674059173671,0,0,0,0,0,0,-0.0422225362506598,0,0,0,0,0,0,0,0,0,0,0,0.459379368431499
X601328.CH.EQUITY,0,0,0.124960054484488,0,0,0,0,0,0,0,0,0.292387524279439,0,0,0,0.102346960874377,0,0,0,0,0,0.0380558009821276,0,0,0,0,0,0.133077565017343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0231537976933704,0,0,0,0,0.00248263091865165,0.0488043546515941,0
X601318.CH.EQUITY,0.160763381005703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0627419294324455,0.151359032017974,0,-0.120951547673582,0,-3.46944695195361e-18,0,0,0,0.0265065887746708,0,0.156653346438922,-0.159850351899496,0,0.382316899533946,0,0,0,0.255768598507808,0,0,0,0,0,0,0.118460053539535,0,0,0,0,0,0,0.147458831679594
X600036.CH.EQUITY,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.113461090954289,0,0,0,0,0.211352308999071,0,0.232683280664401,0,0,0,0,0,0.0147801016503303,0,0,0.118221132414903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0883237944401417,0,0,0.0182064382641598,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0.223208087625016,0,0.20980262456799,0.302960172752814,0,0,0,0,0.112799785669359,0,0.106487071397728,0,0,0.287811713845445,0,0,-0.0679079690838886,0,0,0,0,0,0,0,0,0,0,0.120832278796254,0,0,0,0,0,0,0.0219025237157614,0,-0.0809118421204218,0,0,-0.0345268720000255,0,0
