,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X267.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X2881.TT.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X601838.CH.EQUITY,X2892.TT.EQUITY,X601577.CH.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X601997.CH.EQUITY
X601398.CH.EQUITY,0,0,0.0425795060788893,0,0,0,0.867550700038612,0,0.201736466964427,0,0,-0.00048105117840253,0,0,0,0.0996678224973584,-0.305534610589144,-0.113578478097537,0,0,0,-0.127401452336951,0,0.0863001293877736,0,0,0.326366659924224,0,0,0.0307172530423365,0,0,0,0,0,0,0,-0.464394842785117,0,0,0,0,0,0,0,0,0,0,0,-0.0535616113308673
X601939.CH.EQUITY,0.0557231329669329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0585034661594708,0,0,0,0.139924210317173,0.891206472350299,-0.0345505070938361,0,-0.0446000170846418,0,0,0,0,0,-0.0453167223691938,0,0,0,0,0,0.039840361069815,0,0,0,0,-0.019346002245382,-1.0842021724855e-19,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.346169068662157,0,0,0.406085856765168,-0.0736784022999541,0,-0.0281616120022761,0,0,0,0,0,0,0,0,0,0,0,0.479809032569919,0,0,0,0,0,0,0,0.00105520074399626,-0.144366005925989,0,0,0.0374750326341409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.63672742511159,0,0,0,0,0,0,0,0.17853500829707,0,0,0,0,0,0,0,0.321754783019541,0,0,0,0,0,-0.00646266699024659,0,0,0,0,0.0587271783990484,-0.0234368425899999,0,0,0,-0.163176587080842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.140773029720717,0,0,0,0,0,0,0.192383988134451,0,0,0.116544673013183,0,0,0.0624824881519469,0.127712224642598,0,0,0,0,0,0.576289191012518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,4.33680868994202e-19,0.161912810234434,0,0,0,0,0.305551011645932,0,0.0294865941405561,0,0.065864278132042,0,0,0,0,0,0.172235534529403,0,0,0,0,0,0,0.184546032377471,0,0,0,0,0,0.0384756481707608,0.034632460096133,0,0,0,0,0.00879550538490079,0,0,0,0.0365011567598928,0.164100627607169,-0.0278206621046512,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.863726469649323,0,0,0,0,0.0256427532807894,0,0,0,0,0,0.0397625874723847,0.0322524742641633,0,0,0,0,0,0,0,0,0,0.0168475994609837,0,0,0,0,0,0,0,0,0.114839858977154,0,0,0,0,0,0,0,0,0.0635108868393138,0.036866027263261,0,0,0,0.0228139967905264,0.136571886032004,0,0,0.0627294265833606
X601318.CH.EQUITY,0,0,0,0,0,0.0134073033399355,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.660952311594491,0.0400010594319479,0,0,0,0,0,0.107775306228599,0,0.157183729781162,0,0,0,0.0339502106664364,0.0121199083805799,0,0,0,0,0,0,0,0,0,0,0.0771994708884506,0,0,0,0,0.0992576790012305,0,0,0,0
X600036.CH.EQUITY,0,0.0232696934198141,0,0,0,0,0,0.169725173505468,0,0,0.509637848049834,0,0,0,0,0,0.023063875409323,0,0,0,0,0,0,0,0,0.154899378438665,0,0,0,0,0,0,0,0,0,0,0.135471280741395,0,0.141158812358254,0,0,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,-0.0413908681254767,-0.087290788134656,0,0,0,0.907861548600368,0,0,0,0,0,0,0,0,0,0,0,0,-0.168861357220542,0,0,-0.0202187941547908,0,0,0,0,0,0.19854700456948,0,0,0,0,0,0,0,-0.0992967677529286,0,0,0,0,0,0,0,0,0.047764008511369
X601166.CH.EQUITY,0,0,0.0587232700303322,-6.93889390390723e-18,0,0.110894553945472,0,0,0,0.414469569362071,0,0,0,0,0,0,0.449434305478171,0,0,0,0,0,0,0,0,0,0,0.195660773119737,0,0.0268365553565,0,-0.0361728904623349,0,-0.09340632695973,0,0,0,0,0,0,-0.0192557515927301,-0.0208492138035362,0,0,0,0,0,0,-0.0272724746586217,0
X600000.CH.EQUITY,0,0,0,0,0,0.0351582262565947,0,0,0.157441020081856,-1.73472347597681e-18,0.0551406108954135,0,0.274827375693069,0,0,0,0.00668772957037856,0,0,0,0.0349885620876891,0,0.188613754404285,0.180647829681318,0,0,0,0.0853991450057852,0,0,0.0058540099035909,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,0,0.522955331762297,0,0.140873754466074,0,0,0.289435975192435,0,0,0,0,0,0,0,-0.236397067147396,0,0,0,0,0,0,0,0,0,-0.127391323441356,0,0,0,0,0,0.119772314017202,0,0,0,0,0,0,0,0,0.0592452300857157,0,0,0.161100992002,0,0
X600016.CH.EQUITY,0,0,0.0493118043776692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.186356768938987,0,0,0,0.0442880389488404,0.0795721812619163,0,0,0,0,0,0,0,0,0,0,0,-0.0692560220220264,0,0,0.102176322708353,0,0,0,0,0.259068863871317,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.16201316289919,0,0.0134028211951244,0,0,0,0.217873132131559,0,0,0,0.104944626474448,0,0,-0.345613932559779,-0.204106753769113,0,0,0,0,0,0,0,-0.0067984776725232,0.757367903061398,0,0.00339561635066906,0,0,-0.0744897508510337,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,-0.0463329828280209,0,0,0.212117663444483,0,0,0,0,0,0,0.245335813704395,0,0.0521323496093457,0,0,0,0,0,0,0,0,0.0657105532649539,0,0,0,0,0,0,0,0,0,0,0,0,-0.0354797603556465,0,0,0,-0.0813129542522563,-0.0626201746734479,0,0.228315353818789,0,0,0.192964022880613,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0.145608698082511,0,0.524642975326193,0,0,0,0,0,0,0,0,0,0.0902552934688024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566338900283942,0,-0.16516224981431,0,0.273421628861784,0,0.0235491601385915,0.00172730097280504,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0861607748928532,0.157226313783077,0,0,0,0,0,0,0,0.0631558660069281,0,0,0,0,0,0,0,0,0.0359353503317974,0,0,0,0,0,0.115420923416868,0,0,0,0,0.324310986711586,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0.0940231481730146,0.729981585788755,0,0,0,0,0.00303521836132301,0,0,0,0.119129155084514,0,0,0,0,0,0,0,0,0,0,0.0470557600021645,0,0,0,0,0,0,0,0,0,0,0,0.130996513975863,0,0,0.0171784780336933,0,0,0,0,0,0,0,0,0,0,0.0988937418671064
X2388.HK.EQUITY,0,0,0,0.0820939996177686,0.538668814196334,0,-0.037295516757789,0,0,-0.0020865389235443,0,0,0,-0.0753827638950909,0.0315107826818697,-0.00746681848154968,0,0.106611675495413,0,0,0,0,0,0,0,0,0.127597752874481,0,0,0,2.16840434497101e-19,0,0,0.0840633994135136,0.0541206283640165,-0.358980824108892,0,0,0.147761001542345,0,0.04525424011308,0,0,0,0.0522446882734803,0,0,0,0,0
X600919.CH.EQUITY,0,0,0,0,0,0,0.43653268924077,0,0,0.318272252738727,0,0,0,0,0,0,0.239999303037071,0,0,0,0,0,0,0.0222756519419597,0,0,-0.0463239362093068,0,0,0,0.20560459484757,0,0,0,0,0,0,0,0.0441700769918668,0,0,0,0,0.217943369941032,0,0,0,0,0,0
X601229.CH.EQUITY,-0.178353846860375,0.9018869068078,-0.204327517627511,0,0,0,0,0,0,0,0,0.204131874575219,0,0,-0.0411902797125825,0,0,0,0,0.0162204447133517,0,0,0.0595722352119296,0.0562094960194703,0.0786735989898699,0.143658547844773,-0.0452388111598539,-0.0399017350572036,0,0,0,0,0,0,0,0,0,0,0,0,0.0102080561506981,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,-0.102351258171191,0,0,0.0216115697430952,0,0,0.165344696500083,0.258918300144413,0,0,0.11965135478477,0.0484909983901819,0,-0.209269601150345,0,0,0,0,0,0,0,0,0,0.129956727048252,0,0.0901559750120603,0,0,0,0,0.01616387789595,0,0,0,0,0,0,0,0,0,0.155009636902142,0,0,0,0,0,0,0,0
X002142.CH.EQUITY,0,0,0,0,0.317252333489111,0.10621070188958,0.0891121034468108,0,0,0.258496602016726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0519097766507017,0,0,0,0,0,0,0,0,0,0,0,-0.272301938313166,0,0,-1.73472347597681e-18,0.391639014210594,0,-0.0435356879527733,0,0,0,0
X601916.CH.Equity,0,0,-0.0518285625870604,-0.0393909085575884,-0.249007154367853,-0.000259969086670666,-0.263454968600967,0.230818268933346,0,0,0,0,0,0.184413547617031,0,0,0,0.0705972440923614,0,0,0,0,0,0,0,0,0,0,0,0,0.533138419022386,0,0.113504055054468,0,0,0,0,0,0,0,0,0,0.298248792093529,0,0,0,0.431945924310135,0,0,-0.270649374439158
X601601.CH.EQUITY,0,-0.0929862894080503,0,0,0.0893690661995845,0,0,0,0,0,0,0.148565476433257,0,0.00361368455217864,0,0,0,0,0,0,0,0,0.162554083561277,0.174095911946007,0,0,0,0,0,0,0,0,0,0,0.416328369431305,0.0394940594346849,0,0,0,0,0,0,0,0.12548954009976,-0.224655900322363,0,0.179757945774714,0,0.0351931213874149,0
X2882.TT.EQUITY,0,0,0.0721295915592091,0,0,0,-0.0611610522702871,0,-0.186970012610793,0,0,0,0,0,0.0157208835229283,0,-0.0779805329088068,0,0,0,0,0,0.0508734142761396,-0.0182803377973468,0,0,0,0.0287411789462268,0.0574714985834029,0,0,0.451986652512848,0,0,0,0,0,0,0.193876076927798,0,0,0,0,0,0.487236167734889,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0,0,0,0,0,-0.474801193151382,0.502005811198584,0,0.259977024107014,0.0473314683032936,0,0,-0.183929453540289,0,0,0,0,0,0,-0.356668493869555,0,0.133829762104794,0,0.521621971795483,0,0.0357497071790391,0,0.266892493047817,0,0,0,0,-0.0788491986678417,-0.111764449883745,0,0,0,0.262343083975018,0,0,0,0,0,0,0,0,0
X2891.TT.EQUITY,0,0,0.375718109044547,0,0,0,0.0190365290335249,0.416635503797334,0,0,0,0,0.0205407832226643,0,0,0,0,0,0,-0.109371562654667,0,0,0,0,0,0,0.11003442459095,0,0,0,0,0,-0.082663154733643,0,0,0,0,0.458604643442177,0,0,0,0,0,0,0,0,0,0,0.0782798936195275,0.187119079395059
X11.HK.EQUITY,0,0,0,0.171256293424025,0.529760503776435,0.158098621639825,0,0,0,0,0,0,0,0,0,0,-0.0350707052727201,0,0,0,0,0,-0.0343618516388829,-0.0562365035229863,-0.128427314924229,0,0,0,0.251301348297901,0,-0.269882184035738,0.07764759077391,0,0,0,0.361821751275159,0,0,0,0,0,0,-0.108839740206315,-0.244424984694916,0,0,0,0,0,0
X600926.CH.EQUITY,0,0,0,0,0,0.138250093043085,0,0,0,0,0,0,0,0,0,0.150694406671794,0.0449136402125902,0,-0.244703057256925,0,0.608812896706877,0,-0.000761506033094321,0.121893555222966,0,0,0,0.0124067722627814,0,-0.184368130062176,0,0,0.0443416062360105,0,0,0,0,0,0.0632533214380785,0,0,0,0,0.126517831828056,0,0,0,0,0,0.018974623162991
X2881.TT.EQUITY,0,0,0,0,0.206340636519246,0,0.10125183369395,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445338404569972,0,0.0194493428248687,0,0,0,0.514375147759275,0,0,0,0.120419735156072,0,0,0,0,0,0.0781518684361395,0.0389960215553748,0,0,0,0.0599996055596221,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.133611363661171,0.322529417592609,0,0,0,0.0319831497267983,0.246301040019683,0,0,0,0,-0.164324095348604,0,0,0,0.0562797041924671,0,0,0,0,0,0,0,0,0,0,0,0.0670924114472716,0,0,0,0,0,0,0,0,0,0.231399208908111,0,0,0
X601077.CH.Equity,-0.0861209973164202,0,0,-0.0096730344273008,0,0,0,0,0,0.159540528191766,0,0,0,0,0.893419342853351,0,0,0,0,0,0,0,-0.00881957459259157,0,4.33680868994202e-19,0,0,-0.0553517629750329,0,-0.0725292909018184,0,0.0379361149311916,0,0,0,0.0891641592107934,0,0,0.0706075138867594,0,0,0,0,-0.0379548447665172,-0.0713647060879335,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0589269905071635,0,0,0,0,0,0,0,0,0,0,0,0.0588281819245384,0,0,0,0.0623107502040106,-0.0197685157041007,0,0,0,0.0175359119441297,0,0.076292841492053,0,0,0,0,0.0058394280360924,0,0,0,0,0,0.071287123811542,0,0.377042066147566,0.31187693432196,0,0,0
X601336.CH.EQUITY,0,0,0,0,0.260046377123233,0,0,0,0,0,0,0,0.177114182058509,0,0,0,0.0438061249709941,0,0,0,0,0,0.00915671192110137,0.0869110138217812,-0.116671991073958,0,0,0,0,0.102949979366723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.423074542117163,0.323501193364705,0,0,0
X5880.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405342779292147,0,-0.0861465984596775,0,0,0,0,0,0,0,0,0,0,0,0.0068029969698266,0,0,0,0.0609710591498865,0.604894987712463,0.258993989365573,0,0,0,0,0,-0.0693339169035212
X2886.TT.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214259623045565,0,0,0,0,0,0,0,0,0,0,-0.0814699050682871,0,0,0.028261298870774,0,0,0,0,0,0,0,0.0770755270408733,0,-0.0689056797136346,0.126646011118678,0,0,0.0800882599922805,0.468816502833391,0,0,0,0,0,0
