,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY
X601398.CH.EQUITY,0,0.219484541436696,0,0.308298534388837,0,0,0,-0.0212629781142578,0.244289469585558,0,0.117791915883892,0.0304492708105652,0,0,0,0,0,0,0,0,0,0,-0.132226983262883,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102729599242876,0.0106079952763207,0
X601939.CH.EQUITY,0.354076638067585,0,0,0.286124894012927,0,0,-0.0952278411965811,0,0,0,0.00279576791252245,0,0.140307555190729,-0.0648182505833119,0,0,0,0,0,0,0,0,0,0,0,0.0316892499657026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201855424758492,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0167519824420949,0,0,0,0,0,0,0,0.0129363331689485,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386399595933052,0,0,0,0,0,0,0,0.10041342991591,0,0,0,0,0.248020962683729,0,0
X601288.CH.EQUITY,0.449996732240658,0,0,0,0.209343798217863,0,0,0,0,0,0,0,0.0159862629885652,0,0,0,0,0,0,0,0,0.1701925061849,0,0,0,0,0,0,0.0199375415984927,0,0,0,0.0264151405524938,0,0,0,0,0,0,0,0,0,0.0643380979445129,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.147630561792405,0,0.280603634916729,0,0,0,0,0,0.271199234525979,0,0,0,0,0,0,0.132925482734451,0,0,0,0,0,0,0,0,0,0,0,0,0.098351413821837,0,0,0,0,0,0,0,0,0,0,0.109095897347638,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0404005679184535,0,0,0,-8.67361737988404e-19,0,0,0,0,0.38203403837677,0,0,0.00562181537761222,0,0,0,0,0,0,0,0.0518341576556834,0.124085897490815,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0825536646844928,0,0,0,0,0,0,0.0544309857725077,-1.73472347597681e-18,0,0,0,0,0,0,0.27338898669259,0
X1299.HK.EQUITY,0,0,0,0,0,0.0882467565320441,0,0,0,0,0,0,0,0,0,0.142081540073207,0,0,0,0,0,0,0,0,0,0,0,0.0135807912949992,0.17694587020043,0,0,0.0313440404767938,0,0,0,0.188424268648041,0,0,0,0,0,0,0,0.0234707917374049,0,0.225271013952819,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,-0.0371478135268513,0.359296238359562,0,0,0,-0.340599866319141,0,0,0,0.596945234889778,0,-0.823511678139564,0,0.814623965569404,0,0,0,0,0,0,0,0,0,0,0,0,0.243504322403771,0,0,0,0,0,0,0,0,0.127184408279278,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.328381695793702,-6.93889390390723e-18,0,0,0,0,0,0.215838266577213,0,0,0,0,0,0,0.177084892541669,0,0,0.0468323447996083,0,0,0,0,0,0,0,0.0462474465877819,0,0,0.0178495740005548,0,0,0,0,0,0,0,6.93889390390723e-18,0,0
X601658.CH.Equity,0,0,0,0.165438660640593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138367969697248,0,0,0,0.141139867680072,0,0,0,0.294854426324899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
