,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X601319.CH.EQUITY,X600926.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X2883.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2884.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601997.CH.EQUITY,X2885.TT.EQUITY
X601398.CH.EQUITY,0,0.387534582913798,0,0.00765252714044882,0,0,0,0,0,0,0,0.0688414844165044,0,0,0,0,0,0,0,0,0,0,0,0.0932410925094695,0.0946781437540755,0,0,0,0,0,0,0.0102738529169824,0,0,0,0,0,0,0,0,0,0,0,0.119797229596308,0,0,0,0,0,0
X601939.CH.EQUITY,0.118922462485517,0,0.26662389159205,0,0,0.0862907805092966,0,0,0,0,0,0.081911911056444,0,0,0,0,0,0,0.154232604396245,0.172658716647827,0,0,0,0,0,0,0.0429899449238559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422705400905054,0,0,-0.0205383011671572,0,0,0
X601288.CH.EQUITY,0.739628683794547,0.0328739461949925,0,0.177075223158223,0,0,0,0,0,0,0.0196339560670565,0,-0.0560680303110732,0,0,-0.178890042482075,0,0,0,0,0,0,0,0.0414466308893562,-0.112738135492703,0,0,0.0259738104264902,0,0.0833272538798327,0,0,0,0,0,0,0,0,0,0,-0.130862318406824,0,3.46944695195361e-18,0,0,0,0.19427481816094,0,0,0
X601988.CH.EQUITY,0,0,0.350125597833977,0,0,0,0,0,0,-0.11202727272058,0.187972000948652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.140276084203979,0,0,0.202351823732412,0,0,0,0,0.241284116258655,0,0,0,0,0,0,0,0,0,0,-0.0260443094643783,0,0,0,0.00260349243729908,0
X5.HK.EQUITY,0,0,0,0,0,0.291647008868178,0,0,-0.0807033507491396,0,0,0,0,-0.0279606333635211,0,3.46944695195361e-18,0,0,0,0.108031256165998,0.143705948991224,0,0,0,0,0,-0.0165098161034092,0,0.176790211522261,0,0,0,-0.0283133380571566,0,0.0688884862950177,0,0,0,-0.00916402494153603,0,0,0,-0.144931715151774,0,0,0,0,0,0,0
X601658.CH.Equity,0.158915049045983,0,0,0,0.0610004292534598,0,0,-0.0365929407260591,0,0.205701449631411,0,0,0,0,0,0.0199328026169666,0,0,0,0,0,0.0364146427154634,-0.052735540809516,0.0483887507582769,0,0,0,0.249106281618514,0,0,0,0,0,-1.73472347597681e-18,0.019180760594831,0,0,0,0,0,0,0,0,0,-0.0747476148410341,0,0,0,0.319562180231925,0
X601328.CH.EQUITY,0,0,0.0793603390608122,0.25907067244182,0,0,0,0.0293475512078993,0,0,0,0.222760992045801,0,0,0,0.0653808723423432,0,0,0,0,0,0.159031867196762,0,0,0,0.00222714168613891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590525543372475,0.0179112849035237,0
X601318.CH.EQUITY,0.0834714446224725,0.123606618691495,0.026957370847078,0,0,0.0561937845705241,0,0,0,0,0.00963175209924085,0,0,0,-0.0435943031409776,0,0,0,0,0,0,0,0,0,0,0,0.0531098898202314,0,-0.180331232823185,0.0656815361815362,0,0,0,0,0,0.517551607344186,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0.00983889332543999,0,0,0,0,0,0,0,0,0.106284426088167,1.73472347597681e-18,0,0,0,0.172926614839686,0.349209395203609,0,0,0,0,0,0,0,0,0,0,0.187660880732571,0.0909833383777356,0,0,0,0.00930039316562558,0,0.0212697932450574,0,0,0,0,0,0,0,0,0,0.0915539884708893,0,0,0.0230378192837486,0,0,0
X601166.CH.EQUITY,0,0,0.0375413269112602,0,0.103321804058601,0.183150861871864,0,0,0.0572670439064739,0,0,0,0,0,0,0.159621130132623,0.286602006333206,0,0,0,-0.208523026975141,0,0,0,0,0,0,0.35582709256836,0,0,-0.0401096550525558,0,0.0790411283096276,0,0,0,0,0,0,0,-0.151137619646731,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,-0.0507243501769435,0,0.206245177413717,0,0,0,-0.0260872178160981,0,0,0,0,0,0,0,0.0559765443835209,0.0938376220971969,-0.00461545746928627,0,0.0815493399001093,0,0,0.153173554009421,0,0,0,0,0.0766594271267996,-0.111079806126111,0,0,0,0,0.119486885226996,0,0,0,0,0,0,0,0,0,0.317627636745092,0
X601998.CH.EQUITY,0,0,0,0.145752663517705,0,0,0.148067571657909,0,0,0,0,0,0,0,0,0,0,0.242119909212393,0.24419615549514,0,0,0.0259651698657074,0,0,0,0,0,0,0,0,0,0.058739163969309,0,0.00193267520331046,0,0,0,0,0,-0.0246511380358324,0,0,0,0,0,0,0,0,0.14066618759231,0
X267.HK.EQUITY,0,0,0,0,0.114257914406804,0,0,0,0,0,0,0.137354743291081,0,0,0,0,-0.132535815536736,0,0,0.0905972882591065,0.0715939286331288,0,0,0,0,0,0,0,0.0896880159170797,0,0.0466030033479543,0,0,0,0,0,0.0143006019395936,0.0685957320497317,0,0,0,0,0,0,0.189424506274957,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,-0.125919788474862,0,0,0,0,0.0299821360523536,0,0.313567797695752,0,-0.287894169879571,0,0.098763800708616,-0.0733587989687289,0.077145468351303,0,0,0,0.386731361410514,0,0,0,0,0,0.00486857571702668,0,-0.0208556989653964,0,-0.14740251876434,0,0,0.63582180019081,-0.149015420095664,0,0,0,0,0,0.140072096142032,0,0,0,0,0.0977155203046291,0,0,0,0
X601818.CH.EQUITY,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.281318988467193,0,0,0,0.0075143902524962,0.046351547135904,0.129722717335975,0.0246903624090392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14952147276475,0.0759346743082824,0,0,0,0,0,0,0,0,0.0347040203493318,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,-0.208482573037838,0,0.0399159716497928,-0.0451644726328342,0,0,0,0,0,0.194476091182815,0,0,0,0,0.156007725948766,0,0,0,0,0,-0.0419169569607729,0,0,0,0,0.0209011573950964,0.0359118767550263,0,0,2.16840434497101e-19,0,0.0913779788345184,0,0.370132892388614,0,0.149444699104885,0,0,0,0,-0.139370787180085,0.0752959538309312,0,0.218642702586788,0.146911422046034,-6.93889390390723e-18,0,0
X000001.CH.EQUITY,0,-0.100329786029157,0,0,0,0,0,0,0.246489310726088,0,0,0,0,0,0,0,0,0.212669275172849,0,0,0,0.0225708455982324,0,0,-0.221626602766017,0,0.24937449308341,0,0.0892120153439434,0,0,0,0.361700614827872,0,0,0,0,0,0.179634778817192,0,0,0,0,-0.0697591107259134,0,0.171273697871133,0,0,0,0
X600015.CH.EQUITY,0,-0.0673941271995657,0,0,0,0,0.0201333370204148,0,0,0,0,0.377914615528096,0.0558220144629175,0,0,0,0.0595835047500714,0,0.0729909674504775,0,0,0.0223730234677142,0.245792856478762,0,0,0,0,0,0,0,-0.05797993522044,0,0,0,0,-0.131820815088461,0,0,0,0,-0.0914164391287844,0,0,0.109584513863282,0,0,0,0,0,0
X601169.CH.EQUITY,0,0.0364792598094846,0,0.038412710499586,0,0,0.12417434013693,0,0,2.16840434497101e-19,0,0.0208033218413894,0.161691293003188,0,0,0,0,0.0456938572461155,0,0,0,0,0.194744497752204,0.0830589890621123,0,0,0,0,0,0.112903035674801,0,0.103322084018978,0,0,0,0.0940825961792805,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0153889551482108,0,0,0,0
X1299.HK.EQUITY,0,0.421314766649277,0,-0.268040992494993,0,0,0,0,0,0,0.296289695683131,0,0.112310074139286,0,-0.213302149544583,0,0,0,0,0,0.0794340561628778,0,0,0,0,0,0,0,0.0322601622082378,0.00548714261914176,0,0,0,0,0.0359697375003893,0.162893195688933,0,0,0,0,0,0,-0.213637334545584,0,0,0,0,0,0,0
