,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X2881.TT.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X2884.TT.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X2885.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0.0404470967944504,-0.0121862482770799,0,0,-0.10234640189372,0,0,0,0,0.00293539398794734,0,0,0,-0.0188544538132533,0,0,-0.0531992398490275,0,1.06353801817026,0,0,0,0,-0.166918129812826,0,0,0,0,0.0193837264037914,0,-0.0101819804258265,0,0,0,0.013765842738599,0,0,0,0.0300877451966658,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.171170062465769,0.0287807387800594,-0.0397604828713998,0,0,0,0,0,0,0,0,0.0192807278308623,0.607736789767803,0,0.0515320287363079,0,0,0,0,0,0,0,-0.237445272497847,0,0,0,0,0,0,0,0,0.011408117760104,-0.291591611297689,0,0,0,0,0,0.040952106667323,0.0223167712472984,-0.157390077869148,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.303135473481887,0,0,0,0.182081736666811,0,-0.129879161202911,0,0,0.0692298656852486,0,0,0.176741570619392,0,0,-0.0177511945913938,0,0,0.0108719556250621,0,0,0,0,-0.0870368382204882,0,0,0,0,0.280688373414327,0,0,0,0.0513429357848828,0.0642678236566667,0,0,0,0,0,0,0,0.102645438485606,0,0,0,0,0,0,-0.0268621072347813
X601988.CH.EQUITY,0,0,0.221543385991315,0,0,0,0.0146562572086156,0,0,0,0,0,0,0.365093507290868,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0.0812160697825417,0,0,0,0,0,0,0,0,0,0.111428709318663,0,0,0.0274806465722639,0,0,0,0,0,0,0,0.0283086345562377,0,0,0,0
X5.HK.EQUITY,0,-0.0197866591406241,0,0.0482617393317403,0,0,0,0.0544514110324408,0,0.0826969551967418,0,0,0,0,0,0,0,0,0.011832513600209,0,0.119909269207963,0,-0.0504648269122186,0,0,0,0,0,0,0.23350830674902,0,-0.0139545606980484,0,0,0,0,0,0,0,0,0,0,0,0.181606928301368,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0.119672557382773,0,0.443947822558424,0,0,0,0,0,0,0.0557666491094679,0,0,0,-0.249536921905566,0,0,0,0.0328251629884458,0,0,0,0,0,0,0,0,0,0.0435372980457451,0,0,0,0,0,-0.0500120333692644,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.0557885516722954,0,0,0,0,0,0,0,0,0.113289107201419,0,0,0,0.222499643333699,0,0,0,0,0,0,-0.00468596522869344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0955680015489888,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.19443142242461,0.0444170878161369,0,0,0.0323044969547336,0,-0.118139907011773,0,0,0,0,0.142358954084735,0.0978854405330982,0,0,0,0,0,0,0,0,0.396791069727418,0,0,0,0,0,0,0.000856697445603551,0,0.111838058661422,0.0415975279062344,0,0,0,0,0,0,0,0.0318991405790196,-0.0493915757561453,0,-0.0868317706845782,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0811002603134271,0,0,0,0,0,0,0.43531311068494,0,0,0,0,0,0,0.125099761838007,1.73472347597681e-18,0,0,0,0,0,0,0.133909199766652,0,0,0.111118609022066,0,0.0587971425841386,0,0,0,0,0,0,-0.138551351634804,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.0507846934313209,0,0,0,0.193359257817537,0,0,0.0692966262660415,0,0,0,0,0,0.0369131011410232,0.0486652504349918,0.00776772480481003,0,0,0,0,0,0,0,0,0,0,0,0,0.0555049200431595,0.133317283997981,0,0,-0.0175189640323976,0,0,0,0,0.0847315756770239,0,0,0,0.303098441287456,0,0.0545404159971973,0,0
