,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X000001.CH.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X002142.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X12.HK.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X000776.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X601155.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.313527094152851,0.148078961442732,0,0.314754676887161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11050454407291,0,0,0,0.0677615298161996,0.0041175022752093,0,-4.33680868994202e-19,0.05408771650356,0.0421645684932643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.0804416050171856,0,0,0,0,0.149972599672323,0,0,0.0703240712809137,0,0.275111042773995,0,0.123978523212057,0.118992896733238,0,0,0.182618545836296,0,0,0.0505467030968198,0,0,0,0,0,0,0,0,0.0495815147202998,0,0,0,0,0,0.0596086976559321,0,0,0,0,-0.0234198157009289,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.175483069089647,0,0,0,0,0,0.172991795688714,0,0,0,0.0604068738306468,0,0,0,0,0,0,0,0,0.0820789417343496,0.132866077363731,0,0.00754392690936867,0,0,0,0,0.0275945042251145,0,0,0,0,-0.121175297700294,0.0444033557420735,0.0642270810624199,0,0,0,-0.0894131723582055,0,0,0,0,0.313225760239575,-0.0421957256534885
X601939.CH.EQUITY,0.659735089542968,0.0183844337719788,0,0,0,0,0,0,0.203348167869348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0911066555230074,0,-0.0546542548349042,0,0,0,0,0,0,0.143616167659962,0.0319046779746139,0,0,0,0,0,0,0,0,0,0,0.127467286913338,0
X601288.CH.EQUITY,0,0,0,0.102562730144345,0,0,0.454762707864978,0,0,0,0.0863952326721103,0,0,0,0.00368232597876283,0,0,0.0916088046814137,0,0,0,0.0853003102886696,0,0,0.134908433202104,0,0,0,0,0,0,0,0.135260403301926,0,0,0,-0.0623171566065887,0,0,0,0,0,0.0672332453655639,0,0.0285434822554495,0,0,0,0,-0.0105549891485175
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0888195963596663,0.26106692877477,0,0,0,0,0.150122851674608,0.0258551820797825,0,0,0,-0.189587620989387,0.234771154238183,0,0,0,0,0,0.0391686505966232,0,-0.00309998179555937,0,0,0,0.0598821536925758,0,0,0,0,3.46944695195361e-18,0,0.168367101709072,0,0,0,0,0,0,0,0.159061968627512,0,0
X601988.CH.EQUITY,0.0298680669823161,0,0,0,0.537656953876565,0,0,0,0,0,0,-0.117569445447087,0,0,0,0,0,0,0.247485751179588,0,0,0,3.46944695195361e-18,0,0.000543976212386947,0,0,0,0,0,0,0,-0.163921872664259,0,0,0.0302737491099177,0,0,0,0.0505059335441962,0,0,0,0,0,0.0498676281733499,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.165775005534439,0,0,0,0,0,0,0,0,0.215126073281784,0,0,0.143686518090151,0,0,0,0,0,0,0,-0.0229402207039501,0,-0.0162172578276985,-0.172214540286834,0,0.110196142722503,-1.73472347597681e-18,0,0,0.347323070902104,0,0,0,0,0,0,0,0,0.111567476583327,0,0
X5.HK.EQUITY,0,0.184428735820902,0,0.104608947563933,0,0,0,0,0,-0.0965482071963784,0.0614636952855644,0,0.0302880501279931,0,0,0,0,0,0,0,0,0,0,0.300349225620956,0,0,0.126912750149813,0,0,0,0,0,0,0,0,0,0,0.198286235547005,0,0,0,0,0,0,0.107937342779983,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.0787393898233717,0,0,0,-0.0374313288388345,0,0,0,0,0,0,-3.46944695195361e-18,0,0.196880934932071,0,0,-0.0399794551627517,0,0,0,-0.141277707264709,0,0,0,0,0.0502426535034505,0,0,0,0,-0.304158517198446,0,0,-0.156763082806648,0,0.333420960612787,0.27882304661374,-0.120708789200559,0,0,0,0,0,0.236133802619588,0,0,0
