,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X388.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY
X601398.CH.EQUITY,0,0,0.295649292618282,0.160866771915761,0,0.236713684279927,0,-0.138595902424072,0,0,0.0517344199983755,0,0.0587688117004563,0,-0.05934640698262,0,0,0.0550968679118532,0,0,0,0,0,0,0,0,0,0.14983609438938,-0.131763860101011,0,0,0,0,0,0.0193513791933941,0,0,0,0,0,0,0,0,0,0,-0.0627742655933271,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.267023513660096,0,0.0306350920520975,0.221162311020493,0,0,0,0,0,0.0258912037898905,0,0,0,0,0,0,0,0,0,0,0.0717701318678677,0,0,0,0,0,0,-0.255923969308102,0.281064752438511,0,0,0.176055021769361,0,0,0,0,0,0
X601939.CH.EQUITY,0.476955563361432,0,0,0,0.104191286070536,0.0376133805880468,0,0.0742935425327746,0,0,0,0,0,0.168405696051518,0,0,0,0,0,0.0149310418268392,0.131563461315813,0.0209509727859664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316364202067151,0,0,0,0,0,0,-0.163227821406971,0,0,-0.0266134449158204
X601288.CH.EQUITY,0.428005450214131,0.0132512323152118,0.102832712293751,0,0.0523951844227693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0397553253129826,0,0,0,0,0,0,0,0,0,0,0,0,0.0551846658831792,0,-0.0475195946435212,0,0.0648199866473479,0.103735614528676,0.0563159990242509,0,0,0.202488245679049,0,0,0,0,0,0.10840740954942
X5.HK.EQUITY,0,-0.178431861482022,0,0.355156225383575,0,0,0,0,-0.221115600614682,0,0.133620609800178,0,0,0,0,0.086041718359566,0,0.0930177891598518,0,0,0,0.549602177225504,0,0,0,-0.0758229787428376,0,0,0,0,0,-0.0217649328161537,0,0,0,-0.133972797598343,0,0,0,0,0.137535028463005,0,0,0,0,0,-0.0679166775426746,0,-0.142136352087337
X601988.CH.EQUITY,0,0,0,0.242539023028201,0,0,-0.0246449737440568,0.157066298008782,0,0.124857014566008,0.290062727780595,0,0,0,0,-0.144932159709029,0,0,0,0,0,0,0.279162016414042,0,0,0.0157177449793572,0,-0.127532302990503,0,0,0,0,-0.00667458526869223,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160210653401423,0,0
X600036.CH.EQUITY,-0.109468142526516,0.273796886201922,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.200477502150106,0.0175182626873411,0,0,0,0.0941488468036242,0,0,0.190311339230191,0,0,0,-0.0401007940149269,0,0,0,-0.0661454672119063,0,0.349331298645331,0,0,0,0,0,0,0,0.042607189009432,0.00827760711053139,0,0,0,0,0,0.0988225147812557,0.0599839555505598,0
X601628.CH.EQUITY,0,0.00667173853014287,0,0.61142794272029,0,0,0,0,0,0,0,0,0.130229682448928,0,0,0,0,-0.0515788400546078,0,0,0,0,0,0.0535719869742498,0,0.0414251885759494,0,0,0,0,0,-0.0905835083319936,0,0.107382904241186,0,0,0,0,0,0,0.0339562058707904,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0391629220897758,0,0,0,0,0,0,-0.055793992344613,0,0,0,0.0447017727166878,0.169711494070278,0,0.0580279564943991,0,0,0.238019787433757,0,0,0,0,0.358284834594025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0534268008184764,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0.151284466832778,0,0,0,0,0,0,0,0,0.32390462189418,0,0,0,0,0,0,0,0,0,0,0.0775891515074023,0,0,0,0,0,0.495446452018442,0,0.166495112548762,0,-0.036154880515714,0,0,0,0.192075483912842,0,0,-0.279463724829854,0,0,0,0,-0.0655475960404599,0
