,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X267.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X601838.CH.EQUITY,X601577.CH.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601997.CH.EQUITY,X601881.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X600048.CH.EQUITY,X000776.CH.EQUITY,X000002.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X1109.HK.EQUITY,X002958.CH.EQUITY,X688.HK.EQUITY
X601398.CH.EQUITY,0,0,0.0752947162847167,0,0,0.149205297029296,0.786474462257598,0,0,-0.0038473126575101,0,0.144191192606915,0,0,0,0,0,0,0,0,-0.040975917861724,0,-0.0945451016249592,-0.00984940472646845,0,0,-0.00461669275516225,0,0,0.149843212471826,-0.161944705294666,0,0,0,0,0,0,0,0,0,0,0,-0.0882610400282384,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.0660938117429095,0,0,0,0,0,0,0,0,0,0,0.00459505007761159,0,-0.0166710857575433,0,0,0,0,0,0,0,0.868214879575814,0,0,0,0,0,0,0,0,0,0,0,0,0.0489725042475665,0,0,0,0,0.0305578707337325,0,0,0,0,0,0,0.016082887351347,0,0,0
X601288.CH.EQUITY,0,0,0,0.509668742748551,-0.0314626607138885,0,0,0.0167034017937965,0,0.0199574864827515,0,0,0,0,0,0,0.0188239216385087,0.112458029711529,0.294522426991708,0,0,0,0,-0.112536459058455,-0.0362573467987006,0,0,0,0,0,0,0,0,0,0,0,-0.0855255208599741,0,-0.0435773742293944,0.228562992878362,-0.0117333746724019,0.0228752789136512,0,-0.0121079057102532,0,0,0,0.0236220651385182,0,0
X601988.CH.EQUITY,0,0,0.283660687846824,0,-0.00593961198869716,0,0,0,0,-0.0373262869118458,0,-0.0487814258201211,0.0342096250410485,0,0,0,0,-0.0106192206228936,0.7013781725158,0,0,0,0,0.0250727350320026,0,6.93889390390723e-18,0.0167424729943586,0,0,-0.0315123518629563,0,0,-0.0295029485651499,0,0,0,0,0,0,0,0,0,0,0,0,-0.0301877740904431,0,0.0383810034053476,0,0
X5.HK.EQUITY,-0.106862315690332,0,0,0,0,0,0,0,0,0.00656245151724374,0,0,0,0,0,0,0,0,0,0.473272846328019,0,0,0.264222437653254,0.135932522585334,-0.134431113607898,0,0,0.181369838585375,0,0,0,0,0,-0.133071879352704,0,0,0,0,0,0,0.0536214215228608,0,0.170376742873294,0,0,0,0,-0.171019174732338,0,0
X601658.CH.Equity,0,0,0,0,0,0,0.374916675886466,0.0680145900907463,0.218463695474221,0,0,0,0,0,0,0,0.214414054799835,0.180157941473794,0,0,0,0,-0.0175876275984206,0.149303163983308,0,0,0,0,0,0,0,0,0,0.161563030416354,0.000771752057777393,0,0,0,0,0,-0.248394741385499,0,-0.038221420032661,0,0,0,0,0,0,0.110293775291104
X601328.CH.EQUITY,0.886634249945729,0,0,0,0,0.2293687138253,0,0,0,0,0,0,0,-0.133604986640579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0592546525228968,0,0,0,0,0.0334954324271385,0,0,0,0,0.0607731635595203,0,0,0.0855664579940862,0,0,0
X601318.CH.EQUITY,0,0,0.0546388384678035,0,0,0,0,0,0,0,0.086216596103585,0,0,0,0,0,0.347626584184804,0.0442030755897829,0,0,0,0,0,0,0,0,0.086945745984811,0.0924283856314715,0,0,0,0,0.0865677682437035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.233893508133579,0,0.00414020250059596,0,0,0,0,0,0,0,0,0,0.2027140407448,0,0,0,0,0,0.228282278523052,0.052408641063539,0,0,0,0,0,0,0.0466806144306249,0,0,0,0,0,0.119953548533023,0,0.0622172108806308,0,0,0,0,0,0,0.0816597738838184,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,-0.0253338441167158,-0.152787525019609,0,1.15361087116137,0,0,0,0,0,0,0,0,0,0,0,0,-0.0724881796982744,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0867508344132917,-0.0830079719539804,0,0,0.209918778110811,0,0
