,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X601066.CH.EQUITY,X300059.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X601818.CH.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X600048.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X001979.CH.EQUITY
X601398.CH.EQUITY,0,0,0.204632676348669,0,0.0311979280684911,0,0,0.400759872356891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254506315221361,0,0.034913340843498,0,0,0,0,0,0,0.080712973858073,0,0.0501438109403338,0,0,0,0,0,0,0.0116156706263005,0,0,0,-0.0925007573067128,0
X601318.CH.EQUITY,0,0,0.261010566882839,0,0,0,0,0,0.0845947816515773,0,0.0932961049089915,0,0,0,0.19258980818419,0,0,0,0,0,0,0.0586266566508465,0,0,0,0,0,0.168320605731807,0,0,0,0,0,0.0537741830861022,0.0146080502919402,0,0,0,0,0.00669644758618693,0,0,0,0,0.0608052341885609,0,0.036654422008801,0,0,0
X601939.CH.EQUITY,0.465428839621636,0,0,0,-4.33680868994202e-19,0,0.00503202284092204,0.248004028398658,0.288986437702632,0,0,0,0,0,0,0,0.0069358632094722,0,0,0,0,0,0,0,0,0.0772083518562974,0,0.281477057461683,0,0,-0.0435308559493187,0,0,0,0,0.0123189502674075,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.156366592844036,0,0,0.0620364176505679,-0.104976444887578,0,-0.104629151078399,0.151510465210974,0,0,0.162150454509435,0,0,0,0.163645587328574,0,0,0,0,0,0.405380702645282,0,0.0336467024503758,0,0,0,0,0,0,0,0,0,0,0,0,-0.0748310621296201,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.100815643243123,0,0,0,0,0.457648983678835,0,-0.0597064570703953,0,0.0693831351023244,0,0,0,0,0,0,0,0,0,0,0.141724249786774,0,0,0,0.0606170996057478,0.126312525365925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0228051490781562,0,0,0.0123899160186592
X1299.HK.EQUITY,0,0,-0.0595028669255832,0,0,0,0,0,0,0.160008539445464,0,-0.0938140338089789,-0.0743574277792992,0,0,0,0,0,0,0,0,0,0.159729731078924,0,0,0,0,0,0,0,0,0,0,0,0,0.1169744137281,0,0.0523483531009855,0,0.227854085433352,0,0,0,0.250708440470039,0,0.083152351243565,0,0,0.183278486438226,0
X601628.CH.EQUITY,0.119251104566603,0,0,0,0,0,0,0,0,0,0,0,-0.0136481973041482,0,0,-0.191848596961866,0,0,0.241307295601259,0,0,-0.0172696343512725,0,-0.125888154428341,0,0,0,0,0,0,0,0,0,-0.0398485402192519,0,0,0.565958632527917,0.0243448358086007,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.070871993681165,0,0.451744931571697,0,0,0,-0.0894303049086463,0,0,0,0,0,0,0,0.277580486812932,0,0,0,0,0,0,0.0477590951949023,0,0,0.0766932338412954,0,0,0,0,0,0,0,0.00275195423955191,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0701743850059632,0,0,0,0,0,0,0,0.157214708560689,0,0,0,0,0,0,0,0,0,0,0,0.11382287097966,0,0.0624005102411103,0,0,0,0,0,0,0,0,0,0,0.152573916961029,0,0.0448494975676475,0,0,0.368727792160476,0,0,0.0423846399316185,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0,-0.311226987158957,0,0.256646994016155,0,0,-0.037982380362624,0,0,0,0,0,-0.0107709556977171,0,0,0.166623304785246,0.261274676775916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0567119598917855,0,0,0.16621522748179,0,0,0,1.73472347597681e-18,0,0,0.111905019299296,0,0,0.0372354201539963,0
X601166.CH.EQUITY,0,0,0,0.228409004611898,0,0,0,0,0,-0.019907968353118,0,0.0700773325663633,0.423152934920342,0,-0.0587399429613715,0.0458180621650818,0,0,-0.1443795674028,0,-0.106873116574439,0,-0.0550334041674571,0,0,0,0,0.200986449222144,0,0,0.00107341253659648,0.036144966940543,0,0,0,0.121577884718773,0.0851780701534601,0,0,0,0,0,0,0,0,0,0.0162350820694369,0,0,0
