,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X1299.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601838.CH.EQUITY,X601577.CH.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X2801.TT.EQUITY
X601398.CH.EQUITY,0,0.080921847718771,0.440248766048032,0.242677244505531,0,0,0,-0.247299194781175,0,0,0,0,0.0859261755495942,0,0,0,0,0,0.0502726634663955,0,0,-0.0523842974359443,0,0.316841204761925,0,0.0215374984596956,0,0,0,0,0,0,0,0,-0.134901530619438,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0973934613064732,0
X601939.CH.EQUITY,0.0824488835474135,0,0,0.122422448470681,0,0,0.122694901939558,0,0.00775816440277481,0,0,0,0,0.30221456241413,0.00579892453197675,0,0,0,0.126167855916077,0,0,0.197199333497822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028044994576772,0,0,6.93889390390723e-18,0,0,0,0,0,0
X601288.CH.EQUITY,0.3723578467878,0.156101450971506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0704418481872119,0,0.0427295433895332,0.0134123384067725,0,0,0,0.144890786891759,0,0,0,0,0,0.0932636604117277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0713743199391844
X601988.CH.EQUITY,0,0.08953027111357,0.509435452641697,0,0.0604585000810174,0,0,0,0,0.307104903052137,0,0,0,0,0,0,0,0,0,0.0941822842804451,0,0,0,0,-0.049680046233046,0,0,0.107812963964726,0.0500431559376876,0.00626018946547361,0,0,0,-0.0147668449617398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.0250396225362026,0,0,0.018105732233163,0,0,0,0,0.521212495681081,0,0,0,0,0,0,0,0,0,0,-0.143907729270727,0,0,0,0,0,0,0,0.518123768574191,0,0,0,-0.118617014442904,0.310469128343437,0,0,0,0,0.119986349015527,-0.0657615607238612,0,0,0,0.0680296366399034,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.0842007529409743,0,0,0,0.0643720504301217,0.2429986890814,0,0,0,0,0,0.154326025103288,0,0,0,0,0,0,0,0,0.14422842578572,0,0,0,0,0,0,0,0.042630414153135,0,0,0,0.0290946467746482,0,0,0,0,0,0.0465006495299275,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.134317392128944,0,0.0968920454582764,0,0,0,0,0,0,0,0,0.0825132177693521,0,0.184559154053422,0,0,0,0.368340845382776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0438255388130266,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.119583839678069,0,0,0,0,0,0,0,0.0885377595292518,0.0699215238640102,0.145944001517303,0.0579228966900585,0.107774614130001,0,0,0,0,0,0,0.0819296923670494,0,0.168535496668142,0,0,0,0,0,0,0,0,0.0378211392301583,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.427513310000941,0,0,0,0,0,0.0827310041873082,0,0.178066533472271,0,0,0,0,0,0.136066781881368,0,0,-0.0819002322345311,0,0,0,0,0.0377477385887177,0,0,0.129336186354954,0,0,0,0.0755393034470078,0,0,0,0,-1.38777878078145e-17,0,0.19963265883641,0,0,0,0,0,0,0,0.127343941384508,0,0,0,0
X601166.CH.EQUITY,0,0,0,0.12846967637505,0,0,0,0,0,0,0.339630244087615,0.0125749623757869,0,0,0,0,0.0924379486361862,0,0,0,0,0,0,0,0,0,0,0.169396077097332,0,-0.0443669588624699,0,0,0,0,0,0,0,-0.0230097956424437,0,0,0,0.249300189983499,0,0,0,0,0,0,0,-0.18172426186858
X267.HK.EQUITY,0,0,-0.0394990967741736,0,0.263102247827917,0,0,0,0,0.344230473160015,0,0,0,0.144699941175346,0,0,0,0,0,0.0979259520787565,0,0,0.176124582057143,0,0,0,0.0316959700854357,0,0,0,0,0,0,0.144814389527733,0,-2.77555756156289e-17,0,0,0,-0.045536784922496,0,-0.128645716335137,0,0,0,-0.0622768857058017,0,0,-0.242357801286631,0
X600000.CH.EQUITY,0.106046148259003,0,0,0.122394586483127,0,0,0,0,0,0,0.0488009737226521,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.112880620380614,0,0.118594143596593,0,0,0,0.055842092256927,0,0,0,0,0.222749278041115,0,0.0581615776690988,0.277408898246058,0,0,0,0,0,0,0,-1.38777878078145e-17,-0.0994509619601867,0,0,0.0520756364662984,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,-0.190546666759661,0.443194368608572,0,0,0,0.105066087678041,0,0,0,0,0,0,0,0,-0.257321797452492,0.0396138315306406,0,0,0,0,-0.02189583976983,0,0,0,0,-0.0140549458499164,0,-0.19940180099569,0,0,0.0891863032641337,0,0,0,0,0,-0.177142532741469,0,0,0,0,0.200465487096607,0.247847609824045,0,-0.00998664169833629
X600016.CH.EQUITY,0,0.149683488722631,0,0,0,0.246520697052375,0.0932183929190442,0,0,0,0.265446380627029,0,0,0,0.144389221930674,0,0,0,0,-0.25006562002163,0,0,0,0,0.300508109958022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.194468090638366,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0.317971570362865,0,0,0,0,0,0,0,0,0,0.43949363733925,0,0.0886134324737524,0.16373290503023,0,0,0,0,0,0,0,0.165017604245606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0961462057840714,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,-0.0846380402334267,-0.0619477463434889,0,0.137301746462109,0,0,0,0,0,0,0.141838546505807,0,0,0,0,0,0,0,0,0,0,0,0.210204877934704,0,0,0,0,0.107241265172635,0,0,0.0645201865001601,0,0,0,0,0,-0.0694446795230446,-0.0266118008904521,0,0,0.0875758039865465,0,0,0.341210619603129,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,-2.77555756156289e-17,0.36054622780908,0.0343542415138462,0,0,0,0.10489166110701,0,0,0,0,0,0.0969141212145661,0.0762528783007759,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153299290819109,0,0,0,0,0.131737982343248,0,0.0807204261080514,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0.14747417977429,0,0,0,0,0,0,0,0,0.019202176382609,0.0932157625358599,0.299656919218825,0,0,0,0.144698676372554,0,0,0,0.120049991702505,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.15559837300944,0.0312470091140376,0.0208757933247204,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0422582599098317,0,0
X601169.CH.EQUITY,0,0.0152757593856768,0,0,0,0,0.0630628043788112,0,0,0,0,0,0.220409735850795,0,0,0,0,0,0,0,0,0,0.18025562777681,0.0920006682656472,0,0,0,0,0,0,0,0,0,0.161812535179127,0.0626771527102487,0,0,0,0,0.0102143817830175,0,0,0.139027566135937,0,0,0.0260992096639312,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0.525473162375692,0,0,0,0,0,0.0110883498391051,0,0,0,0,0,0,0,0,0,0.152006375700348,0,0.119002975297762,0,0,0,0,0,0,0.138394461977438,0,0,0,0,0,0,0,0,0,0,0,0,0.0385698653607976,0,0,0,0,0,0,-0.0471257465696129
X1299.HK.EQUITY,-0.0407822144380713,0,0,-0.05515178753785,0,0,0,0,0,0,0,0.149932405379026,0,0,0,0,0.128303837020292,0,0,0.0578880315880129,0,0,-0.0594808983416873,0.25625255272404,0,0.0706521771497197,-1.38777878078145e-17,0,0,0,0,0.117588013226847,-0.014834309056008,-0.0248417520207344,0.317464058855766,0,0,0,0,0.049438046824804,0,0,0,0,0,0,0,0,0,0
X600919.CH.EQUITY,0,0,0,0.321285679691679,0,0,0.131622843251581,0,0,0,0,0,0,0,0,0,0.148151039087085,0,0,0,0,0,0,0.42413798031406,0,0,0,0.0119014703393391,0,0,0.151444129839211,0.0676788721269417,-0.15667803732607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0843394617758494
X601229.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.100432480867858,0.0867274338198683,0,0,0,0,0,0,0.104848322154722,0,0,0,0,0,0,0,0.301425880565741,0,0,0,0,0,0.148803745731668,0,0,0.0941673111739929,0,0,0,0,0,-0.156624449836648,0.327631297538413,0,0,0,0,0,-0.0360897125962838,0
X002142.CH.EQUITY,0.365216716092425,0,0,0,0,0.346680800051921,0,0,0.0186473743792436,0,0.0844525112548882,0,0,0,0,0,0.221849852598152,0,0,0,0,0,0,0,0,0,0,0,0,-0.184985144934505,0,0,0,0,-0.0243323804506368,0,0,0,0,0,0,0,0,0.0255423248142851,0,0,0,0,0,0
X601916.CH.Equity,-0.0626790326518151,0,-0.0195405370113582,0,-0.119830415542763,0,-0.164269860362415,0,0,0.0978327258238125,0,0,0,0.150519030553512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616070521589624,0.00200987146592847,0,0,0,0.222254231958283,0,0,0,0,0,0,0,0,0.149603784008779,0.159765661287233,0,0.0754164796764482
X2882.TT.EQUITY,0,0,0.229323130755127,0,0,0,-0.109602505193434,0,0,0,0,0,-0.0483180820753369,0,0,0,0,-0.0302449838840108,0,0,0.0418144906800728,0,0,0,0,0,0,0,0.0260965151092747,0,0.789036652982292,0,-0.0939462089417295,0,0,0,0,0,0,0.00249414676101753,0,0,0,0,0,0,0,0,0.110746472039643,0
X601601.CH.EQUITY,0,0,0,0,0,0,0,0.429122899320469,0,0.0979726891470924,0.10186791430212,0,-0.059957835391332,0,0.0753945435373896,0.0981196839330678,0.136268313084109,0,0,0,0,0,0.135780562518751,0.0243284031798411,-3.46944695195361e-18,0,0,0,0,0,0,0.0113278743841773,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.0142937809752048,0,0,0,0,0
X601009.CH.EQUITY,0,0,0,0.125852557842798,0,0,0,0,0,0.242724979575557,0,0,0,-0.156896436858995,0,0,0,0,0,0,-0.0571045882080001,0.218215063014216,0,0,0,0.183695095699264,0,0,0,0.0425797049994159,0,0.449923545048126,0,0,0,0,0,0,-0.290568884577067,0.0636635050180679,0,-6.93889390390723e-18,0,0,0,0.0304063266688587,0,0,-0.0118791017239042,0.0675192815749563
X2891.TT.EQUITY,0,0,0,0.15021508396756,0,0,0,0,0,0,0,0,0.0809596536322066,0,0,0,0,0,0,0,0.125973657025246,0,0,0,-0.0656339458603706,0.0507078826819427,0,-0.1428325706967,0,0,0,0,0,0,0,0,0,0.110327355251964,0.329096460434338,0.067103984233183,0,0,0,0.0495453055213545,0.130846284638658,0,0,-1.73472347597681e-18,0,0.0195649485461612
X11.HK.EQUITY,0.198166759755377,-0.0674755887010864,0,0.0117311032615819,0.741360474235009,0,0,0.286711936676634,0,0,-0.328930827870645,0,0,-0.0950166234369442,0,0,-0.104699369603598,0,0,0.0525776288530745,0,0,0,-0.248803577703355,-0.0471075690656375,0,0,0,0,0,0,0,0,0,0,0.373113637093046,0,0,0,0.00164373269519987,-0.0249173187952881,0,0,0,0,0,0,0,0.0840860295568602,0
