,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X300059.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X600918.CH.Equity,X000166.CH.EQUITY,X2881.TT.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X1997.HK.EQUITY
X601398.CH.EQUITY,0,0,0.28198535683877,0.035477539348512,0,0,0,0.311567763566694,0,0,0,0.0794966145159677,0,0,0.0355584117649873,0,0,0,0,0,0,0,0,0.157624723061496,0,0,0.00926869641716191,0,0,0,0,0,0,0,0,0,0,0.120712504735035,0,0,0,0,0,0,0,0,0,0,0,-0.0274786502893982
X601318.CH.EQUITY,0,0,0.297970850475456,0,0,0,0,0,0.079008844422684,0,0,0,0.00308901332842412,0,0,0.204393322495063,0,0,0,0,0.0207648441444649,0,0,0,0,0,0,0,0,0.0818485344489024,0,0,0,0,0,0.0703782735341768,0,0,0,0,0,0.0406224287830412,0,0.0863844082049586,0,0,0,0,0,0
X601939.CH.EQUITY,0.40721867688111,0.157862348595285,0,0,0,0,0,0.122965372661466,0,0,0,0,0,0,0.141653232591843,0,0.0655405250751031,0,0,-0.171596257255965,0,0,0,0,0.15253898735632,0,0,0,0,0.189194861701709,0,0,0.232392833466163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.106547067466277,0
X600036.CH.EQUITY,0,0,0,0,0,0.239890173032883,0,0,0.0594873208375866,0,0,-0.0348684984780287,0.133992770559401,0,0.0351511676923835,0,0,0.263885628207807,0,0,0,0,0.0167864983063315,0,0.423081868652163,0,0,0,0,0.020574208617632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0.0162779404785585,0.495853269387565,0,-0.0834524881784138,0,0.0934770688512572,0,0,0,0,0,0.021160564208099,0,0,0,0,0.0638703920207534,0.122942679721639,0,0,0,0,0,0.0881498414308093,0,0,0.0404558765272378,0,0,0,0,0,0,0,0,0,0,0,0,0.0481622430728164,0,0,0,0.0117711694617649
X1299.HK.EQUITY,0,0,-0.0349796990586719,0,2.16840434497101e-19,0,0,-0.0397861777139853,0,0.134939554133332,0,0,0,0,0,0,0,0,0,0,0,0,0.105907072460756,0,0,0,0,0,0,0,0,0,0.051515697591183,0,0,0,0,0.0349981165412354,0.154501270686376,0,0.251807636082939,0.117695186168597,0.0694645524360353,0,0,0,0,0,0,0.257129237561062
X601628.CH.EQUITY,0.141801996696894,0,0,0,0,0.0199540625235798,0,0,0,0,0,0,0,0,-0.221659880136606,0,0,0,-8.67361737988404e-19,0.203039373169298,-0.0711227194704124,0,0,0,0.0160651205992578,0,-0.15555008023042,0,0,0,0,-1.73472347597681e-18,0,0,0.611723131887721,-0.0127984378480848,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0.0581938241298632,0.021794644654304,0.47798304455955,0,0,0,0,0.0168379235560252,0,0,0.0802992424401024,0,0,0,0.209755604899502,0,0,0,0,0,0,0,0,0,0.0359735490404145,0.0137322856770004,0.0615002666389379,0,0,0,0,0,0,0,0.00133313425755991,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.241529503283637,0,0,0,0,0,0,0,-0.0198390951713556,0,0.0195330261966997,-0.0541579401958373,0,0,0,0,0,0,-0.189697595437531,0,0,0.12885349766552,0,0,0.0516579176574951,0.125408366075794,0,0,0,0,0,0.129135992199835,0,-0.0535201567765272,0,0,0,0,0,0,0.0976844207305633,0.175142462730769,0,0,0.105318487497955,0,0,0,0.0164688900276295
X388.HK.EQUITY,0,0,0,-0.247925154334766,0,0.171093770911185,-0.024620149461561,0,0,0,0.0755119802810136,0,0,0,0.123189546721315,-0.0285993339296989,0,0,0.115251921644608,0.52555896455944,0,-0.0283491640167582,0,0,0,0,0,0.00868573824410825,0,0,0,0,-0.0301685020511672,0,0,0,0,0,0,0.234402158306821,0,0,0,0,0,0,-0.370632903842644,0.0643357291817115,0,0.0539645576416079
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0502134444569383,0.181575519454762,0,0.147368181792901,0,0,0,0,0,0,0,0,0,0,0.020435415188081,0.19854662377802,0,0,0.364714102485763,5.42101086242752e-20,0,0,0,0.0161309058122079,0,0.0103819826560544,0,0,0,0,0,0,0,0,0.00800551796256772,0,-0.0193554543141936,0,0
