,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X2388.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X601601.CH.EQUITY,X002142.CH.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X601319.CH.EQUITY,X600926.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X2883.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2884.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601997.CH.EQUITY,X2885.TT.EQUITY
X601398.CH.EQUITY,0,0.355319974405461,0,0.0196402592333142,0,0,0,0,0,0,0,0.0838220947067874,0,0,0,0.0325494895360098,0,0,0,0,0,0,0,0.0443236035877076,0,0.0840358846142219,0,3.46944695195361e-18,0,0,0,0.00164329096181195,0,0,0,0,0,0,0,0,0,0,0,0.1268302256147,0,0,0,0,0,0
X601939.CH.EQUITY,0.239724501215277,0,0.284408709672548,0,0,0.126853197098975,0,0,0,0,0,0,0.0229767356320655,0,0,0,0,0,0.0915987585720057,0.164945519244078,0,0,-1.0842021724855e-19,0,0,0,0.179192397823239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0482984303854837,0,-0.0222434913717877,0,-0.0124696995818212,0,0
X601288.CH.EQUITY,0.724059002508985,0,0,0.226972458968498,0,0,0,0,0,0,0,0,-0.0617463781155878,0,0,-0.105940787790134,0,0,0,0,-0.0148299670178285,0,0,0.0766679376591354,0,-0.130443002465496,0,0,0,0.0770058737464722,0,0,0,0,0,0,0,0,0,0,-0.141241861018287,0,0,0,0,-0.0201042020057441,0.177479123665745,0,0,0
X601988.CH.EQUITY,0.131860557662861,0,0.396765616769909,0,0,0,0,0,0,0,0.243545781128518,-0.0428408799000471,0,0,0,0,0,0,0,-0.143724278436744,0,0,0,0,-0.142112248354751,-0.0236839629404466,0,-0.0223145483003058,0.23392587888106,0,0,0,-0.0141694274675131,0,0,0,0,0,0,0,0,0,0,0,-0.0320561914695005,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.218975555294562,0,0,0,0,0,0,0,-0.117779981796753,0,0.0730652856960608,0,0,0,0.144148512417077,0.184622902332903,0,0,0.0611589081760646,0,0,0,0,0.13203629411036,0,0,0,-0.0266900240699123,0,0.0916974113985072,0,0,0,-0.0357512688192714,0,0,0,-0.249803019138569,0,0,0,0,0,0,0
X601658.CH.Equity,0.161884564357107,0,0,0,0.0789639485270445,0,0,-0.0314555195274756,0,0.144742159819652,0,0,0,0,0,0.0624805881684262,0.022072532710921,0,0,0,0,0,4.33680868994202e-19,0.0119944977204549,0,0,0,0.293020155667325,0,0,0,-0.0299291793310276,0,0,0.0121545879341508,0,0,0,0,0,0,0,0,0,-0.0656063915315506,-0.0138869706339385,0,0,0.36321047979486,0
X601328.CH.EQUITY,0,0,0.0783750381612135,0.283720090309978,0,0,0,0,0,0,0.0202053427240887,0.187093557067189,0,0,0,0.129425912439698,0,0,0,0,0,0.121796750399573,0,0,0.00629801988447276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415322434494151,0
X601318.CH.EQUITY,0.0705419171134232,0.147742102344532,0,-1.0842021724855e-19,0,0.0476870456693686,0,0,0,0,0,0,0,0.0202023235268014,0,0,0,0,0,0,0,0,0,0,0,0,0.067390622085433,0,-0.19029118033378,0.0906499039000278,0,0,0,0,0,0.519290568597355,0,0,0,0,0,0,0,0,0.00181509365357978,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,-0.00663057991999451,0,0,0.155758542520145,0.0293292465850549,0,0,0,0.195890690740153,0.261090916282704,0,0,0,0,0,0,0,0,0,0,0.195938956649483,0.0145818018143821,0,0,0,0,0,0.0475205912466727,0,0,0,0.0255611401505475,0,0,0,0,0,0.0207072990797294,0,0,0.0381625293832372,0,0,0
X601166.CH.EQUITY,0,0,0,0,0.0683635136405971,0.243673594654756,0.0960293097555637,0,0.411784378670362,0,0,0,0,0,0,0.337943655653708,0.256034303504218,0,0,0,-0.227537759871609,0.151682414504786,0,0,0,0,0,0,0,-0.0477188648882865,-0.0312928484775914,0,0,0,-0.240877586160373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
