,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X601997.CH.EQUITY
X601398.CH.EQUITY,0,0.214718790602897,0.301500997896693,0.294893778629629,4.33680868994202e-19,0,0,0,0,0,0,0,0.158017361344466,0,0,0,0,0,0.135177214411128,-0.11193753303934,-0.0506404994496058,-0.0407799648192805,0,0.199433393189518,-0.00669875006975807,0,0.268404379580134,0,0,0,0,0,0,0,-0.267309656214048,0,0,0,-0.235062460249655,0,0,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.00379220464280008,0,0,0.399713743034849,0,0,0,0,0,0,0,0,0,0.387918956678915,0,0,0,0,0.146691338714364,-0.0204114267627225,0,-0.051775939491081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078025057232751,0,0.014131042277329,0,-0.0240205712556196,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.45625749437571,0.107192723832293,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0318945278521592,0,0,0.0551217795612929,0,0,0,0,0.0239169305944496,0,0,0,0,0.179341260125196,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00133320098021336,0,0,0,0.00184555198952083
X601988.CH.EQUITY,0.266020767034924,0.0717768618566143,0.107643344802971,0,0,0.126596702766887,0.0632371406519031,0,0,0.326182849272831,0,0,0,0,0,0,0,0,0,0.0327157689224155,0.149256113621145,0,0,0,-0.183853979984142,0,0,0.00962819071676423,0.0922045668964162,0,0,0,0,0,-0.0110928169102994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0.0354432585513012,0,0.518093908033286,0,0,0,0,0,0,0,0,0.169717718677107,0,0,0,0,0,0,0.0554484395139221,-0.0491351981908991,0.354233854068699,0,0,0,0,0.0537298649214243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174739076932554,0
X601658.CH.Equity,0,0.0480228805996163,0.0517864074143072,0.058181895225986,0,0,0,0.0619810701803535,0.268567515068196,0.0193140130093226,0,0,0,0,0.0420610867773937,0,0.0762067767545235,0,0,0,0,0,0,0.251663708866841,0,0,0,0,0.0439930146368805,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,-0.0109683777467425,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0.0846738086690626,0,0.162397572847195,-0.0172456820583809,-0.0195400440707157,0,0,0,0,0,0.338554263770902,0.0427114614481137,0.0134685880160816,0,0,0,0,0.28583585253708,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0524200550240578,0,0,0,0,0,0,0,0,0.0519527567491475,0,0,0
X601318.CH.EQUITY,0,0,0.0103162365465743,0,0,0.0496538149014928,0,0,0,0,0,0,0,0.153203527200542,0.115277804929164,0.269013334446034,0,0,0,0,0,0.0817389650499606,0,0,0.089263533667306,0,0,0,0,0.0339601907802323,0,0,0,0,0,0.105523318183715,0,0,0,0,0,0,0,0,0,0,0.0539441624405732,0,0,0
X600036.CH.EQUITY,0,0.294399631677972,0,0,0,0,0,0.391261610345476,0,0,0,0,0,0,0,0,0.14160581784083,0,0,0,0,0,0,0,0,0,0.0753171455273136,0,0,0,0.0215576958078377,0,0,0,0,0,0,0.112575640390241,0,0,0,0,0,0,0,0.226760395925781,0,0,0,0
X601166.CH.EQUITY,0.0459458423173476,0,0,0.134975133884788,0,0,0,0,0,0,0.332672000479325,0,0.0334107109940912,0,0,0,0.334539115050396,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.157424080804253,-0.0497347609988054,0,0,0.0729666160608896,0,0,0,0,0,0,0,0.127144232364214,-0.23974199241968,0,0,0,0,0,0,0,0,0
X267.HK.EQUITY,0.0792817427607354,0,0,-0.0974427046332005,0,0,-0.188755051182694,0,-0.256555641519254,1.17941279637006,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109712119115983,0,0,0,0,-0.0324605532097391,0,0,0,0.193870674585345,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.309712018743414,0.0801916632850155
X600000.CH.EQUITY,0,0,0.121811184167776,0,0.108376028434329,0,0.0164887032345516,0,0.0518418604154896,0.121404757374983,0,0,0.0616983598087623,0,0,0,0.10790624696251,0,0.0871721602679836,0,0,0,0,0,0,0.0372397545634945,0,0,0,0,0,0.227337758422488,0,0,0.107923503359328,0,0,0,0,0,0,0,0,-0.0315590950340438,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0,-0.0698531448563938,0.168219535004912,0,0,0,0,0,0,0,0,0,0,0.0417943377547365,0,-0.567451490472891,0,0.423181734617341,0,0,0,0,0,0,0,0.0379690739155008,0,0,0,0,0,0.103931444287798,0,0,0,0,0,0,0,0,0,0,0,0.109820113454359,0,0
X600016.CH.EQUITY,0,0.27085930138009,0,0,0,0.389115410381543,0.201801096869864,0,0,0,0,0,0,0,0.0777123933983154,-0.0146314581331513,0,0,0,-0.213267539111457,0,0.0732109920980396,0,-6.93889390390723e-18,0.127522325032744,-8.67361737988404e-19,-0.110555601123244,0,-0.0119386783405575,0,-0.113055670584643,0,0,0,0,0,0,0,0,0,0,-0.24708212808111,0.137586032034042,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0.355698412639124,0,0,0.00241782458615629,5.55111512312578e-17,0,-6.93889390390723e-18,0.14179799642838,0,0,0.241589985695952,0,0.231470011845563,0.191500660236789,0,0,0,0,0,0,0,0.133754532256794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.139650527129585,0,0,0,0,0,0,0,0.0358409594116782,0,0
X601628.CH.EQUITY,0.0172383771192074,0,0,0,-0.0450251545234063,0,0,0.0466379747331144,0,0,0,0,0,0,0.227347350388303,0,0,0,0,0,0,0,0,0,0,0.363427788339901,0,-0.133847199693624,0,0,0,0,0,0,0,0,0,0,0,-0.00384785925576309,0,-0.0476321039894997,0,0,0.00526670417663876,0.160564332059365,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.430263430414661,0,0,0,0,0.0247566359883451,0,0,0,0,0,0.100662134815912,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0.234770725762007,0,0,0,0,0,0.118049807040003,0.136131232996166,0,0,0,0,0,0,0
X600015.CH.EQUITY,0,0,0,0,0,0,0.240764242418532,0,0,0,0,0,0,0.121894158404693,0.215161953505261,0,0,0,0,0.0399536674954446,0,0,0,0,0,0,0,0,0.00786532131261455,0,0,0,0,0,0,0.0986674372956519,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601169.CH.EQUITY,0.0330507150130044,0.131605916200454,0,0,0,0,0.0130682392419818,0,0,0,0,0,0.13582846488294,0.134570756778458,0,0,0,0,0,0,0,0,0.116160956849091,0.0122618199824106,0,0.00339996475508088,0,0,0,0,0,0,0,0.0463899836870581,0,0.13525910143191,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168492347111613
