,X601398.CH.EQUITY,X601288.CH.EQUITY,X601939.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X267.HK.EQUITY,X601166.CH.EQUITY,X601998.CH.EQUITY,X600000.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X2891.TT.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X600030.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X601838.CH.EQUITY,X2888.TT.EQUITY,X601577.CH.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2801.TT.EQUITY,X2885.TT.EQUITY
X601398.CH.EQUITY,0,0.0914337502672613,0,0,0,0.131005161945539,0.837848839349683,0,0,-0.048484617516061,-0.0755076441194434,0,0.0665526632018421,0,0,0,0,0,0,0,0,-0.0401039109019629,0,-0.0940892569204913,0,0,0,0,0,0,0,0,0.111612226912469,0,0,0,-0.0446928824494242,-0.124004358843209,0,0,0,0,0,0,0,0,0,0,0.0678733757182362,0
X601288.CH.EQUITY,0,0,0,0.571102271855329,-0.123643453176261,0,0,0.00647710596589891,0,0,0,0,0,0,0,0.0722983099186071,0,0,0.246806754094898,0,0,0,0,0,0,0,-0.069180469301622,0.0361497629121718,0,0,0,0.0103512485269147,0,0,0,0,0,0.174003512159107,0,0,0.0682546111282106,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.0631803972814155,0,0,0,0,0,0,0,0.05082126568498,0,0,0,-8.67361737988404e-19,-0.016094531177155,0,0,0,0,0,0.0525197511646545,0,0.874555291537494,0,0,0,0,0,0,0,0,0,0.0761028354611475,0,0,0.00235695650742472,0,1.0842021724855e-19,0,0,0,0,0,0,0.0345355076653908,0,0,0,0,0,0
X601988.CH.EQUITY,0,1.73472347597681e-18,0,0,0,0,0,0,0.140289582732393,0,0,0.0307295682890738,0,0,0,0,0,0,0.757939643893385,-0.0132280652184186,-0.0507414579156765,0,0,0,0,0,0,0,0,0.00927630065030528,0,0,0,3.46944695195361e-18,-0.0511307870933272,0,0,0,0,0,0,0,0,-0.0213116980283497,0,0,0,0.129456450193839,0,0.0180980568247412
X5.HK.EQUITY,0,0,0,0,0,0.061035472452025,-0.0538148449168622,0,0,0.539168434073644,0,0,0,0,0,-0.208516046615757,0,0,0,0.0924600686446821,0,-0.105094112819296,0,0,0,0,0,0,0.228842454082584,0,0,0,0,-0.0132235370269881,0,0,-0.0609952055172708,0,0,0,0.323667580674359,0,0,0,0,0.222064056598088,0,0,-3.46944695195361e-18,0
X601658.CH.Equity,0.0957641773022492,0,0,0,0,0,0.129168206259631,0,0.503632802348159,0,0,0,0,-0.245408452661889,0,0,0.239350051588103,0,0,0,0,0,-0.200510368575012,0,0,0,0,0.0525585858029542,0,0.103046968431783,0,0.1879050508534,0,0,0,0,0,0.144189958653458,0,0.0637136949599949,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.932612630265492,0,0,0,-0.0807796209317408,0.041626375349167,0,0,0,0,0,0,0,0,-0.0732362761036636,0,0,0,-0.117102128596158,0,0,0,0,-0.0463946521446714,0,0,0.0430958888235283,0,0,0,0,0,0,0,0,0,0,0,0.0707768384498058,0,0,0,0,0,0,0.00886662376293446,0.0126126162873604,0.0409925380093878,0,0
X601318.CH.EQUITY,0,0.0512771229281306,0,0,0.00169444393242834,0,0,0,0,0,0,0.0164143223881214,0,0,0,0.100120721360607,0.456301833792508,0,0,0,0,0,0.106811924742154,0,0,0,0,0.0174561560197835,0,0.127297351210525,0,0,0,0,0.113719880066334,0,0,0.083598155381966,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0.22162816635527,0,0.388933624292455,0,0,0,0.184398814079689,0,-0.0440837030393802,0,-0.0684405324394271,0,0,0.252440555719449,0,0,0.0417847325807669,-0.140024081349734,0,0,0.253315161801076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0308664686030293,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0
X267.HK.EQUITY,0,-0.0550508014312741,0,0,0.534520430683744,0,0,0,0,0,0,0,0,0.432767439476381,0.148992396697405,0,0,0,0,-0.261373884903728,0,0,0,0.00468160683513723,0,0,0,0,0,0,0,0,-0.224277418205029,0,0,0,0.0412309009410416,0,0,0,0.060159569819951,0,0,0,0,0,0,-0.0437488074241678,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0.327730203930992,0,0,-0.103908270443718,0,0,0,0,0.449425920272371,0,0,0,0,0,0,0.00530034151955638,0,0,0.131922115215264,0,0,0,0,0.23834181774996,0,-0.0161871169376469,0,0.110227750597116,0,-0.0820002127788987,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0,0.0520682164889712,0,0,0.0289461741405485,0,0,0,0,0,0,0,0,0,0,0,0,0.0230937669443711,0,0,0,0,0,0,0.0853656301264031,0,0,-0.105329958650452,0,0,0,0,0,0,0,0,0.00952467667540801,0,0,0,0,0,0,0.488878582957013,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0716821774761194,0,0,0,0,0,0.0689850120093238,0.375885489116205,0,0,0,0,0.082096479679591,0,0,0,0,0,0,0,0,0.040513157795275,0,0,0,0,0,0,0,0.204819661696231,0,0,0,0,0,-8.67361737988404e-19,0,0.0660015124301216,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0.165320406531625,0,0.286047551383677,0.0257102483882567,0,0,0,0.0539594688638108,0.253803599205969,0,0,0,0,0,0,0,0,0.379102704046492,0,0,-0.385982918303345,0,0,0,0,0.0639289916988203,0.0577621487985334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601818.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0799432137140459,0,0.00306931057946315,0,0.00994167650741412,0,0,0,0.572440934612475,0,0,0,0,0,0.0266277498423135,0,0,0,0.0935917408755479,0,0,0,0.157105895477103,0,0,0.0471866513392517,0,0,0,0.0168479598336799,0,0,0.0414609309342675,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.224982727937875,0,0,0,0.335898401240722,0,0,0,0,0,-0.0640596170521902,0,0,0,-0.046078327296082,0,0,0,0,0,0,0,0.17203969080385,0,0,0,0,0,0,0.0691917959958217,0,0,0,0,0,0,0,0,0,0
X000001.CH.EQUITY,0,0,0,0,0,0.130862099222351,0,0.380505688245674,0.204772577888372,0,0.0496698798370314,0,0,0,0.0697863000676271,0,0,0,0,0,0,0,0,0.0847808115604247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0899075156777279,0,-8.67361737988404e-19,0,0,0,0
X600015.CH.EQUITY,0,0,0,0.0266757620489515,0,0,0,0,0,0,0,0,0,0,0,0,0.13686061971592,0,0,0,0,0,0,0,0,0,0,0.194934431359637,0,0,0,0,0.151201397350428,0.375682332953773,0,0,0,0.0252267842940307,0,0,-0.174678738293629,0,0,0,0,0,0,0.0194258175804662,0,0
X601169.CH.EQUITY,0,0.102293936407086,0,0.689282488799912,-0.0142664092733568,0,-0.13340541895993,0,0,-0.0510551527447472,0,0,0,0,0,0,0,0.0179344979401944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559120307499434,0,0.0143008921424282,0.00205746784684575,0,0,0,0,0,0,0.256275912301363,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,-0.0931545498115593,0.0729175449695884,0,0.271433863031145,0,0,0,0,0,0,0,0.288596288815949,0.0913200225297658,0,0,0,0,0,0,-0.146222139254915,0.334780950080798,-0.254000766716229,0,0,0,0,0,0.270978619793725,0,0,0,0,0
X600919.CH.EQUITY,0,0,0.0136389524106828,0,0,0,0,0,0,0,0.0895350757598156,0,0.131924837262015,0,0,0,0,0,0.0266088282637541,0,0,0,0,0,0.163872148784934,0,0,0.15460544886738,0,0,-0.0146482877036785,0,0,0,0,0,0,-0.289351541442838,0,0.0794034368070009,0,0.0473406761824724,0,0,0,0,0,0,0,0
X601229.CH.EQUITY,0,0,0.972104324893466,-0.170123776140444,-0.0433428277754566,-0.0866505240685976,0,0,0,0,0,0,0,0,0,0,0,-0.112008918567752,0,0,0,0,0,0,0,0.151080208253427,0,0,-0.00173969824328361,0,0,0,0,0,0,0.0758714759004067,0,0,-0.0185912736666488,0,0,0,0,0,0,0,0.0933620253156308,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0.220177450846758,0,0,0,0,0.144468752144708,0,0,0,0,0.0743342399080105,0,0,0.0519682518393492,0,0,0,0,0.0469630721627879,0,0.0890357660269318,0,0,0,0,0,0,0,0,-0.19227809480595,0,0,0,0,0,0,0,0,0,0.132892611391872,0,0.157387277603447,0
X002142.CH.EQUITY,0,0,0,0,-0.342008201852545,0,0,0,0.0872372374324469,0,0,0.0234487459442,0,0,0.224557037602215,0.159370934001124,0.272156493166411,0,0,0.0314545153601968,0,0,0.0272100182018794,0,0,0,0,0.229412138356771,0,0,0,0,-0.108089396429802,0,0,0,0,0,0,0,0,0,0,0.204015510492132,0,0,0,0,0,0
X601916.CH.Equity,0,0,0,0,0.33816516709158,0,-0.122614878115593,0.140856559134594,0,0,0,0,0,0.542512983804807,-0.261254544350726,0,0,0.20807639631927,0,0,0,0,0,0,0,0.266675922815354,0,0,0,0,-0.097353575162336,0,0,0,0,0,0.00449622298715891,0,0,0,0,0,0,0.00630558396886228,0,0,0,0,0.0996833971172597,0
X601601.CH.EQUITY,0,0,-0.0271415462577763,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.221731058060594,0.0778890052362371,0,0,0,0,0,0.0775654106018213,0.0910317945434889,0.159831031904159,0,-0.318442533138644,0,0,0,0,0,0,0,0.39530978628574,0.101666160053196,0.114798355199672,0,0,0,0,0,0,0.484624697022783,0,0,0,0,0,0
X2882.TT.EQUITY,0,0,0.043854225751531,0,0,0,0,0,0,0,0.124491280039803,-0.0233150382928439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136138382942209,0,0,-0.0163683071416253,0,0,0,0,0,0,-0.299533584749625,0.212760295197726,0,0,0,0.290756454434119,0,0,0,0,0.166500965051731
X601009.CH.EQUITY,0,0,0,0,0.0681470378373689,0,0,0,0,0,0,0,0,-0.0294869983097845,0,-1.73472347597681e-18,0,0.226173032646107,0,0,0.0455524345611302,0,0,0.0873758582106723,0,0,0,0,1.73472347597681e-18,0,0,0.32911122126853,0.0233919189682575,0.0379896832729001,0,0,0,-0.108186107105773,0,0.0859807172361119,0,0,0,0,0,0.0584781707987038,0,0,0,0
