,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X267.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X1299.HK.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X601838.CH.EQUITY,X2892.TT.EQUITY,X601577.CH.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X601997.CH.EQUITY
X601398.CH.EQUITY,0,0,0.0480779761691351,0,0,0,0.861087465712687,0,0.20080998715412,0,0,0,0,0,0,0.144503934196617,-0.325728082674763,-0.132527552576428,0,0,0,-0.125042887758329,0,0.0973180819189244,0,0,0.324736363422755,0,0,0.0131849809537142,0,0,0,-0.0129915350751961,0,0,0,-0.455578995882492,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-0.0435806199513526
X601939.CH.EQUITY,0.053202791521208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0606389125931572,0,0,0,0.149826278899628,0.879246596636034,-0.0673987294078434,0,-0.0232644971606955,0,0,0,0,0,0,-0.0510805713665992,0,0,0,0,0.0122020025494482,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.345667696555668,0,0,0.40251775104532,-0.104795897110616,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436454715233652,0,0,0,0,0,0,0,0.0387689353047949,-0.144387846801219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507361313960333,0,0
X601988.CH.EQUITY,0,0,0.70418065057343,0,0,0,0,0,0,0,0.0987497322353598,0,0,0,0,-0.00197534197046944,0,0,0.284265996073061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10531006450081,-0.0623824377745792,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,-0.0167784667234284,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0.141370165914703,0,0,0,0,0,0,0.188414145782077,0,0,0.114526788022007,0,0,0.0607817303620943,0.123864895543455,0,0,0,0,0,0.583208104397381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0.1624091177803,0,0,0,0,0.301703432737118,0,0.0293482137111364,0,0.0645917728585724,0,0,0,0,0,0.170573659694165,0,0,0,0,0,0,0.180991788351725,0,0,0,0,0,0.0393744413666404,0,0.03422424035921,0,0,0,0.00870049070441977,0,0,0,0.0360959509592234,0.163787858783043,-0.0275787740351956,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.897234829013364,0,0,0,0,0.031042023346356,0,0,0,0,0,0,0.0217494060838894,0,0,0,0,0,0,0,0,0,0.0571578548463173,0,0,0,0,0,0,0,0.0476967886311875,0.060559458033021,0,0.0100458187487084,0,0,0,0,0,0,0,0,0,0,0,0.11804872673619,0.0508185571419392,0,0,0.11458906405978
X601318.CH.EQUITY,0,0,0,0,0,0.0135385348469342,0,0,0,0,0,0,0,0,0,0.663746114479349,0.0400028501905745,0,0,0,0,0,0.107060754086131,0,0.158325993099624,0,0,0,0.0343651128335218,0.0125244317063957,0,0,0,0,0,0,0,0,0,0,0.0778065249258099,0,0,0,0,0.0987781097549014,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.259369207524459,0,0,0.695705506903912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.0167036319878236,0.0198620814933345,0,0,0,0,0.117768843133293,0.0444594900265579,0,0,0,0,0,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,1.03369551582514,0,0,0,0,0,0,0,0,0,0,0,0.009702618849648,-0.0336676616502816,0,0,0,0,0,0,0,0,0.0789244810017741,0,0,0,0,0,0,0,-0.0500052588643329,0,0,0,0,0,0,0,0,0.0921546848053743
