,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0.0649009887280008,0.135971335740166,0,0.0126183923300913,0.010162164293124,0,0,0,0,0,0,0,0,0,0.0638805243046031,0.158307819698804,0,0,0,0,0.104535228606544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0735562712697714,0.0488301891313475,0,0.0151995789460866,0,0,0.037331967445507,0
X601318.CH.EQUITY,0,0,0,0,0.0841224000922398,0,0,0,0.133997077323952,8.67361737988404e-19,0,0,0.0809586136269023,0,0.0750492212282859,0,0,0.0549427896992447,0,0.210101917287062,0,0.125828785073032,0,0,0,0,0,0,0,0,0.153738934412775,0,0,0,0,0,0,0.0615442613841678,0,0,0,0,0,0,0,0,0,0,0,0.0695611034259092
X601939.CH.EQUITY,0,0,0,0.0764809071182233,0,0,0,0,0,0,0.109036357731989,0,0,0,0,0,0,0,0,0,0,0,0.640820225907692,0,0.150097296830099,0,0,0,0.0821425834769498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.33415159419158,0,0.0333259427880451,0,0,0.0151694314179562,0,0.178259799927125,0,0,0.132035685167034,1.73472347597681e-18,0,0,0,0,0.0244230195028943,0,0,0,0,0,0,0,0,0,0,0.123626143017109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12790136536056,0,0
X600036.CH.EQUITY,0.0346752731278503,0.0419557075589357,0,0,0,0,0.257082377714139,0.0462401214587571,0,0,0,0,0.220220424619464,0,0,0.148319315763552,0,0,0,0,0,0,0.181707088297235,0.232995208040149,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112184426875141,0,0.0225481325165395,0.0423405006814297,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0792206062904157,0,0,6.93889390390723e-18,0,-0.0198915702751874,0.214131374346463,0,-0.120384517611215,0,0,0,0,0,0.0422455374428692,-0.000836489226600115,6.93889390390723e-18,0,0,0.686826666302734,-0.0670390988229224,0,0,0,0,0,0,0.0955691347999895,0,0,-0.0762848458931829,0,0.135985211699255,0,0
X1299.HK.EQUITY,0,0,-0.0956176859859393,0,0.114041028442055,0,0,0,0,0,0,0.192423078267417,0,0,0,0,0,0,0,0,0.138987907303954,0,0,0,0,0,0.164634938043489,0,0,0,0,0,0.0493266334907284,0,0,0,0,0,0,0.032997414185319,0.13262711521718,0,0.0862596834345708,0,0.0489709574858139,0.118257712465019,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.663424090188649,0.158449989691484,0,0,0,0,0,-0.0036637051358068,0,0,0,0,0,0,0,0,0,0.0842614867621388,0,0,0.237386296789143,0,0,0.00776195891473634,0,-0.0239158265927552,0,0.100459018436415,0,0.132656392171367,-0.0108074615616682,0,0,0,0,0,0,0,0,-0.0188719545529873,0,-0.0325045657036562,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.00958327659444092,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131011319122046,0,0,0,0,0,0.0858126501960584,0.180467107854753,0,0.0159934727716404,0,0,0,0,0,0,0,0,0,0,0.342845220497555,0,0,0,0,0,0.152711954535896,0,0,0,0
X601166.CH.EQUITY,0,0,0.0850498036315496,0,0.0419132151912808,0.0376635848948824,0,0,0,0,0.034850302103138,0,0.123162297600904,0,0,0.0439810275415705,0,0,0,0,0,0,0,0.158185804611791,0,0,0,0.391088688468455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
