,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000001.CH.EQUITY,X388.HK.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X002736.CH.EQUITY,X300059.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,-0.182879556961774,0.239946452161888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0430104075612752,0,0.0740931953271895,-0.416525686823528,0,0,0,0,0.685899033186396,0.133344564151067,0,-0.210513232893318,-0.0233495304426337,0,0.168811086578933,-0.0353096352274811,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0.141722438518176,0,0.0028222857874295,0.0253064059606567,0,0,0,0.0755441311166148,0.0394652397063287,0,0,0.169196976236332,0,0,0,0,0.0223364135502776,0,0,0,0,0,0.0940350108353243,0,0,0,0,0,0,0,0,0,0,0.489722748812884,0,-0.0720911756080709,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.230517953107724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125049928124998,0,0,0,0,0,0,0,0,0.0470429807002482,0,0,-0.00548161230014325,0,0.374469380443899,0,0,0,0,-0.0182094056137662,0,0.0732233305089307,0,0,0,0,0.0438374807079665,0
X601288.CH.EQUITY,0,0,0,0,0,0.241218979980193,0,0,0.116606530499497,0.0312521113253811,0,0,0.0953054857823268,0,0,0,0,0,0,0.137989914783338,0,0,-0.0342805760897467,0,0,0,0,0.0767674551943908,0,0,0,0,0,-0.127737475517427,0,0.049816609096888,0,0,0,0.053004626202707,0,0,0.0593105674133948,0.145361901750032,0,0,0,0,0.143442541448792
X5.HK.EQUITY,-0.126582805107735,-0.158308524031,0,0.142594273593541,0,0,0,0,0,0,0,0,0,0,0.275763760025437,0,0.260242388327749,0,0,0,0,0.0886333719969859,0,0,0.346558683415493,-0.0618824714912228,0,0,-0.120819422799938,0,0,0,0,-0.214658899630275,0,0,0,0,0,0,0.251736535723947,-0.110264794745198,0.0219058230937303,0,0,-0.0141361775508731,0,0,-0.0865025293269298
X601988.CH.EQUITY,0.196684236573407,0,0.0137988456268465,0.619030471412769,0,0,0,0,0,0,0.112538103050402,0,0.129488339102372,0,-0.140372642275311,0.0168460208958687,0.117611575377315,0,0,0,0.0298389909317794,0.0353315938065886,0,0,0,-0.0401017219726813,0,0,0.0165629779057857,0.0165167806287799,0,0,0,0,0,0,0,0.0280247630150159,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.719206243753478,0.0433479662849505,0,0,0,0,0,-0.17327731352144,0,0,0,-0.0980167679935596,0,0,0,0,0,0.121908486497533,0,0,0,0,0,0,0.019421320754647,0,0,0.0469823465986564,0,0.0888943237331109,0,0,0,0,0,0,0,0,0,0.251485994134608,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0506687305962142,0,0,0,0,0,0.162386018590144,-0.0479137725139674,0.0857291354109744,0.189442755418456,0,0,0.125661630236585,0,0,0.224487146396612,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,-0.0300790361048836,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.109973519486672,0,0.0973636519639356,0,0,0,0,0,0,0,0,0,0.299038108881406,0,0,0,0.00225806630618311,0,0,0,0,0.130892231705651,0,0,0,0,0,-0.0207376156536588,0,0,0,0,0,0,0,0,0.155789271320534,0,0.0846591726423444,0,0,0,0,0,0,0,0.0635854923438996,0
X601328.CH.EQUITY,0,0,0.0356196056224216,0.34187964103444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16209353828272,0.171721432034603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
