,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600030.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X601066.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY
X601398.CH.EQUITY,0,0.144985812513578,0,0.0778729347011361,0,0,0,-0.0597460276884163,0,0,0,0.469788414894242,0,0,0,-0.0815841607968077,0,0,0,0,0,0,0,0,0,0,0,0,0.0893767040270164,0,0,0,0,0,0,0,0,0,0.136427485694937,0,0,0,0.186049835480701,0,0,0,0,-0.00603769244106775,0,-0.0443316500293463
X601318.CH.EQUITY,0,0,0,-0.102186838093737,0,0,0,0,0.174002423669399,0,0.20538571572395,0,0.0853414579491064,-0.0827500249044444,0.0586145043548572,0,0,0,0,-0.0656730353439273,0,-0.0869786879296006,0,0,0,0,0,0,0,0,0,0,0,0,0.173598497339799,0,0,0,0,-0.195281202684557,0.356175294904246,0,0.18483960564424,0.185321842658976,0,0,0,0,0,0
X601939.CH.EQUITY,0.218835632889961,-0.00417042664494779,0,0.279201279349503,0,0.0955336029675468,0,-0.069963540565784,0,0,0,0,0,0,0.0960549803069307,0,0,-0.0226362082010366,0,0,0,0.060885689509935,0,0,0,-0.0481110784168911,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.470590108311197,0,-0.0226576681806081,0,0.0236277101645877,0,0,0,0,0,0
X601288.CH.EQUITY,0.386181157952845,0,0.187049309184976,0,0,0.213421714067193,0,0,0.0547712978623854,0,0,0,0,0,-0.0182278818014537,-0.0609991359311185,0.04481259564573,0,0,0,0,0,0,-0.0629511260491971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101362006506499,0,-8.67361737988404e-19,0,0,0,0,0,0,0.220256480316844,0.0128625853210333
X5.HK.EQUITY,0,-0.125070177820509,0.0278750481319285,0.288958212630722,0,0,0,-0.252363315522993,0,0,0,0,0.147039814670264,0,0,0,0,0,0,0,0.543988773537574,0,0,0,0,0.305359576766017,0,-0.0110964503507756,0,0,0,0,0,0.0225588616481463,0,0,0,0,0,0,0,0,0,0,0,0,0.198615733062035,0,-0.0723502775184545,0
X601988.CH.EQUITY,0.182151542830121,0,0.241212651406909,0.0329034843042297,0,0,0,0,0.0728134568958632,0,0.125247664637364,0,0,-0.263040932643912,0,0,0,0,0,0,0,0,0,0.0558422784614258,0.217879678731161,0,0,0.0710087630913753,0,-0.0513254473720608,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0984994692643987,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0211031845575271,-0.0286923018802815,0,0.202381483897763,0,-0.0186037052800872,0.0184578406553657,0,0.392423476027987,0,0.221496751413323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127123652082793,0,0,0,0,0.0797200801056768,0,0,0,0,0.156685456535702,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,-0.0438993508357738,0.102013599772048,0,0,0,0.142059710188002,0,0,0,-0.132453752240323,6.93889390390723e-18,0,0,0.296900157099935,0,0.232121218597513,0,0,0.0821932012934923,0,0,0,0.149559567501089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0545102142080901,0.0664075372255635,0,0,-0.00794294886917398
X601628.CH.EQUITY,0.231885685311197,0.214699694488639,0,0,-1.73472347597681e-18,0,0,0,0,0.0456536829337033,0.0193763516101868,0,0,0,0,0.0435379417709488,0,0,0,0.0375038562599521,0,0,0,0,0,0,0,0.0598350133204539,0.0800940627250217,-0.057258993219655,0,0,0,0,0,0,0,0,-0.363831233987728,0,0,0.00891977051270223,0.228271631688289,0,-0.103869898641725,0,0.121933892078222,0,0,0
X601658.CH.Equity,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0439887298458676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0372800529612344,0,0,0,0.468226332014286,0,0,0,0,0,0,0,0,0.214722726372772,0,0.0146652118694554,0,0,0,0,0,0,0,0,0,0,0.0437827215872667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191101063947116,0,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0.0882085751773591,0,0,0,0,0.0268203361120978,0,0.361726082565869,0,0,0,0,0,0,0,0,0.155653479039639,0.117122284240444,-0.0961958507369203,0,0.147061659222198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0788176220850572,0,0.0859195357181842,0,0,0,0
