,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X2388.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY
X601398.CH.EQUITY,0,0,0.301083789531585,0,0,0,0,0.407617941537137,0,0,0,0.00241169655714522,0,0,0,0,0,0,0,0,0,0,0,0,0.120167861086196,0.0650990584699198,0,0.0535552420156474,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0834788525345078,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.329710601358213,0,0,0.167850651145077,0,0,0.0159101024741333,0,0,0,0,0,0,0.139182450825774,0,0,0,0.0177236715027453,0,0,0,0,0,0,0,0,0,0.161115660494535,0,2.71050543121376e-20,0,0,0,0.0924434297204134,0,0,0,0,0,0,0,0,0.00682371489881956,0,0.0322077561317451,0,0,0
X601939.CH.EQUITY,0.414717291395678,0.0794024638591233,0,0,0,0,0.0655103858177847,0,0,0,0,0,0,0,0,0,0.161946381357847,0,0,0,0,-0.14409416426066,0,0,0.0280764893864018,0,0,0,0,0.171099140524474,0,0,0.262993732145718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164147418415977
X601288.CH.EQUITY,0,0,0,0,0,0,0,0.553594551818482,0,-0.0847192920506842,0,0.0476480333182264,0,0,0,0,0,0,0,0.00591384869005354,0,0.0668382630199046,0.0816241154843611,0,0.0973922811073712,0,0,0,0,0.116424205764064,0,0,0.0505541069164138,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0585896049096916,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.149469892690031,0,0.0805084958647657,0,0,0,-0.120748626138042,0.17368216522874,0,0.0794043969141158,0,0,0,0,0,0,0,0,0,0.063576700994479,0.177102175360812,0,0,0,0,0.0208542426819147,0,0,0,0,0,0,0,0.0294421193237592,0,0,0,0.10070659925844,0,0,0,0,0,-0.0450057441385715,0.423347101167102
X1299.HK.EQUITY,0,0,-0.07698331119332,0,0,0,0,0,0,0.176848108144439,0,0,0,0,0,0,0,0,0,0,0.209196224213246,0,0.157916123052803,0,0.0328835280079692,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.181960249301336,0,0.0282128221266951,0,0,0.127648064804133,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.178066157984971,0,0,0,0,0.00167135326723143,0,0,0,0,0,0,0,0,-0.253859755184974,0,0,0,0,-0.0825354111665681,0,0.199497589075228,0,0,0,-0.150497976792308,0,0,0,0,8.67361737988404e-19,0,0,0,0.614342191091291,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0148249204805059,0
X601988.CH.EQUITY,0.175282585104236,0,0.0584722294914282,0.526169016531491,0.00261577574551142,0,0,0,0,0.0987149332174035,0,0,0.158838444792162,0,0,-0.00658124215462345,0,0,0,0,0,0,0.127377388492667,0,0,0,0,0,0.0048741714376568,0,0.0729358274765624,0,0,0,0,0,0.0660194196508322,0,0.0101147022168704,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.278676790019487,0,0,0,0,0,0,0,-0.00502155390908419,0,0.0428730472222703,-0.0981719719309518,0,0,0,0,0,0,0,0,-0.266297299237246,0.144280272645641,0,0,0.16964834316664,0.101901507487288,0,0,0,0,0,0.15011475230414,0,-0.0448173272703514,0,0,0,0,0,0,0.102382426087291,0.13680035733358,0,0,0,0,0,0,-0.062780734322462
X388.HK.EQUITY,0,0,0,0,-0.287531681986163,0.20080986671054,-0.0587851118500537,0,0,0,0,0,0.0790976740704288,0,0.0783113812800372,0,0,0,0.0469908434925601,0,-0.029042219660518,0.546604009162811,0,0,0,0,0,0.0514853535984571,0,0,-1.73472347597681e-18,0,-0.117267943509339,0,0,0,0,0,0.146614064323334,0.0924628151350355,0,0,0,0,0,-0.25343212314405,0,0.0618212068924308,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0546039466797314,0.158786766052522,0,0.123362052114584,0,0,0,0,0,0,0,0,0,0,0.185323098318003,0.0272244528711145,5.42101086242752e-20,0,0.394354082362908,0,0,0,0,0.0100940110347904,0,0.00150308017413597,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.422482923554339,-0.019045936194967,-0.0130054544593936,0,0,0,0,0.210680123285889,0,0.116211600169719,0,0,0,0.433031309620612,0,0,0,0,0.318910441500729,0,0,0,0,0,0,0,0,0,-0.301272767852165,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0039986056307664,0,0,-0.0303510519899921,-0.344413424556679
X000001.CH.EQUITY,0,0.139891362193578,0,0,0.0546650197156885,0,0,0.200487834058768,0,0.0375935889140306,0.45875511632116,0,0,0,-0.00744471787169185,0,0,0,0,0,0,0,0.148761453660527,0,0,0.310850897949564,0,0,-0.0266201667673304,0,0,0,-0.301896536023574,0,0,0,0,-0.0732520668108431,0,0,0,0,0,0,-0.065382475397685,0,-0.037978009580773,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,-0.0584244727906852,0,0,0,0,0.0052712293531345,0,0,0.170224453036562,0,0,0.181859972696704,0,0,0,0,0,0,0,0,0,0.0896999386351958,0,0.288315623784472,0.0870596575910166,0,0,0.0682234822183182,0,-0.0309277588859866,0,0,0,0.284320273766867,0,0.0158268907971633,0,0,0,0
X000002.CH.EQUITY,0,8.67361737988404e-19,0,0,0,0,-0.0493469193428889,0,0,-0.0761496287346666,0,0.147780676073273,0,0,0,0,0,0,0,0,0,0,0.0219747775661432,-0.00859672332678792,0.299079066799796,0,0,0.308409359615466,0.0529922843420517,0,0,-0.122629526181177,0.0336486437589501,0,0,0,0,0,0,0,0,0,0,0.220776708188807,0,0,0.046853972067437,0,0,0
X601601.CH.EQUITY,0,0.543694254942904,0.0413140533831184,0,0,0,0,0.131439860304119,0,0,0,0,0.188873318035075,0,0,0,0,0,0,0.183445153439542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185124248267792,0,-0.095536431476757,0,-0.0624638791814088,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0816323008831329,0,0,0,0,0.0498861330560864,0,0,0,0.189276751909877,0,0,0,0,0,0.183948932114864,0,0,0,0,0.018714116439355,0.155782360505879,0.0979421673045872,0,0,0,0,0,0,0,0,0,0,0.0695987250266235,0,0.110913441903281,0,0,0,0,0,0.0619960830071483,0,0.0152491784899997,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0.115226152560525,0,0,0,0,0,0,0,0,0,0,0,0.518167200659542,0,0,0,0,0,0,0,0.0819952446822099,0,0,0.00912125138380562,0,0,0,0,0,0,0,0,0,0,0.00961596322705429,0,0,0,0,0,0,0,0,0,0,0
X601066.CH.EQUITY,0,0,0.0758302999772786,0,-0.15449425309853,0,0.0670736141913039,0,0,0,0,0,0,0.680998427242376,0,-0.0652609753752099,-0.163835650757744,0,0,0,0,0,-0.0736400594527025,0,0.283657554922126,0,0,-0.0152361701742433,0,0,0,0,0,0.00862548500944176,0,0,0,0,0.220870630359452,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0
X601319.CH.EQUITY,0,0.0775325685773046,0.209566556177361,0,0,0,0,0,0,0,0,0,0,0.256637391350276,0,0,0,0.0557177090585222,0,0,0,0,0,0,0.0158490922008315,0,0,0.015141844043297,0,0,0,0,0,0,0.141247285272021,0.0150425555632372,0,0,0,0,0,0,0,0.0227622326106333,0,0,0,0,0,0.00812974225020125
X16.HK.EQUITY,0,0,0,0,0,0,0.05239147152658,0,0,0,0,0,0,0,0,-0.00931941092014881,0,0,0,0,0,0,0,0.0182635918428771,0,0,0,0,0,0,0.026964287895569,0,0,0.0277015890968465,0,0,0,0,0,0.0304354621195814,0.172602575371137,0.355337829008184,0.493711286465672,0,-0.0639500195750223,0,-0.166992754677628,-0.455995928797176,0.0268456647467497,0
X300059.CH.EQUITY,0,0,0,0,-0.0617147926138675,0,0,0,0,0.0760447263072466,0,0.0591362087343326,0,0.00898162090555998,0,0.101861083659778,0,0,0.250541196280751,0,0,0,-0.0798230440017901,0,0,0,0,0,-0.0354777439017442,0,0.0490648444074726,0,0,0,0,0,0,0,0,0,0,0,0,0.418315065328412,0.0611662802290081,0,-0.0352238342995733,0.219886282972405,0,0
X11.HK.EQUITY,0,0.00290122848144593,-0.107799243014893,0,0,0,0,0.0979333136163327,0.624822561075071,0.123825960556047,0,0,0.0431537504916889,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215763574464429,0,0.000875853578245657,0,0,0,0.136790124122296,0,0,0,0,0.16649555947361,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0.0664242839854138,0,0,0,0.00286847414795363,0,0,0,0,0,0,0,0,0,0.25848400609028,0,0,0,0,0,-0.159272820572935,0,0,0,0,0.0203187066376326,0.143259453354154,0,0,0,0,0.531010000094545,0,0,0,0,0,0,0,0,0,-0.44298050556494,0,0,0,0,0.134240753228797,0.321424585978819
X601998.CH.EQUITY,-3.46944695195361e-18,0,0,0.294674572630719,0,0.226156114554057,0,0.122041580645023,0,0,-0.163715416687729,0,0,0,0.158908109942183,0,0,0.133689722758199,0.034595998923027,0,0,0,0,0,0,0,0,0,0,0.384321858915329,0,0,0,0,0,0,0,0,0,0,0,-0.01735242840188,0.0331707631981674,0,0,0,0.0269337927135938,0,-0.137209296304446,0
