,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X11.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X600999.CH.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X000166.CH.EQUITY,X2882.TT.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X001979.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.0441100670996535,0.376803698710738,0,0,0,0,0,0,0,0,0,0,0.0446072352941064,0,-3.46944695195361e-18,0,0,0,0,0.0365003919253183,0,0.0816530963453707,0,0,0,0,0,0.0683134315357867,0,0,0,0,0,0,0.0910976952907006,0,0,0,0,0.0377740258264248,0,0,0.00055189959859319,0.0338222366692452,0,0,-1.73472347597681e-18
X601318.CH.EQUITY,0,0,0,0.0132859350212786,0,0.0543836555327059,0,0,0.134254435176729,0,0,0,0.0636272057010172,0,0.0712158780282654,0,0,0.127218224634669,0,0.173214484726109,0,0.0745885332818044,0,0,0,0,0,0,0.0292107917534131,0,0.063472216402937,0.167840547789551,0,0,0,0,0,0.103345048487368,0,0,0,0,0,0,0,0,0,0,0.0488309931707242,0
X601939.CH.EQUITY,0,0,0,0,0.117495339994147,0,-0.0601388017694624,0,0,0,0,0.118127358177967,0,0,0.00658027865062936,-1.73472347597681e-18,0,0,0.0605179951753129,0,0.0171354821646643,-0.0487825883021132,0.632185175181776,0.00526822011895096,0,0.135130002339303,0,0,0.0725034317557215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0273148542618922,0,0,0,0,0.242225971543588,0.0238540767460756,0,0,0,0,0.260350508608739,0,0,0.175347296228055,0,0,0,0,0,0,0.170746169383903,0,0.259334575928415,0,0,0,0,0.032984160234053,0,0,0,0,0,0,0,0,0,0.0908232285001121,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.181498582217823,0.0461916345214732,0.118166050868768,0,0,0.0337471878165835,0,0.334260818026681,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.124714608809638,0,0,0,0,0,0,0,-0.0265183807559202,0,0,0,0,0,0,0,0,0,0,0,0.10855902445537,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.171895465844988,0,0,0.0615674271310538,0,0,0.165948893140135,0,0,-0.130751139462088,0,0,0,0,0,0,0,0,0.604256376817593,0.0808968081020393,-0.0488347263422293,0,0,0,0,0,0,0.0933079037895029,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,-0.193589761537503,0.0704718148204802,0,0,0,0,0,0,0.199995319856463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0995168691704856,0,0,0,0,0,0.102385125686345,1.73472347597681e-18,0,0,0,0,0,0.0857900422131892,0.0963907700743204,0,0.125530810617217,0.274586778011167,0.0865740549255137,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.202478308833609,0.700236172420526,0,0,0,0,0,0,0,0.0299007207468557,0,0,0,0.0342336191012925,0.0460246908804436,0,0,0.0645512136094793,0,0,0,0.0927215004456766,0,0,0,0,0,-0.12729516966136,0.0945839029860027,0.0266048398142281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.0736344631136375,0,0,0,0,0.0437263425257989,0,0,-0.0920095622575303,0,0,0,0,0,0.170428001761496,0,0,0,0.0933910463616071,0,0,0.181712784105419,0,0.0126252246464506,0,0,0,0,0,0,0,0,0.0127553390792363,0,0.309423755705478,0,0,0,0.211964315756798,0,0,0,0,0.116535540906927,0
X601166.CH.EQUITY,0,0,0.0482386785490004,0.0708146016795002,0,0,-0.00779259855898131,0,0,0,0,0.0617488982253814,0.142192149624963,0,0,0.0794583076272346,0,0,0,0,0,0,0,0,0.158997672011743,0,0,0.388631799517391,0,0,0,0,0,0.0329917520224271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
