,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X2886.TT.EQUITY
X601398.CH.EQUITY,0,0.23286378377723,0,0.129567556746417,0,0,0,0,0.252013570690323,0.0618504240639543,0,0.132419638811854,0,0,0,0,0,0,0.0959781889419257,0,0,0,-0.0775876830904154,0,0,0,0,0,0,0,0.00233093049691691,0,0,0,0,0.0731089670214193,0,0,0,0,0,0,0,0,0,0.0180450643847249,0.0265632855794442,0,0,0
X601939.CH.EQUITY,0.457669734050164,0,0,0.0182183757728279,0,0,-0.0318909052410936,0,0,0,0.192622286689393,0,0.22672233448185,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00852388475786629,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0.0481442064181158,0,0,0,0,0,0,0,0.25844907149789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204051232043489,0,0,0,0,0,0,0,0.0620227935644613,-6.93889390390723e-18,0.0429541085380557,0,0,0.206542388454345,0,0,0
X601288.CH.EQUITY,0.472524211702768,0.031729920961694,0,0,0.171273001636182,0,0,0,0,0,0,0,0.0722357101353657,0,0,0,0,0,0,0,0.0672563964783904,0.0535894663052368,0,0,0,0,0,0,0,0,0.0365919284403754,0,0,0,0,0,0,0,0,0,0,0.0465715693087525,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.0808206536056558,0,0.255408750111464,0,0,0,-0.0520231909664843,0,0.0147525476014214,0,0,-1.38777878078145e-17,0.0996362578696652,0,0,0.149739598666144,0,0.196159316569008,0,0,0,0,0,0,0.32501039806616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.143932764496525,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0217004927686636,0,0,0,0,0,0,0,0,0.415787387798557,0,0,0,0,0,0,0,0,0,0,0.0541268768839023,0.125025997639801,0,0,0,0,0,0,0,0,0,0,0,0,0.0850053623497114,0,0,0.0599456293014874,0,0,0,0,0,0,0,0,0,0.26975884155883
X1299.HK.EQUITY,0,0,0,0,0,0.113917535178264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0535725376463684,0,0,0.200474036796035,0,0.0540238558997268,0,0,0.193865248362339,0,0,0,0,0,0,0,0,0.00135893816383665,0,0,0,0.190132764641602,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379944925483815,0,0,0,-0.531853495180514,0,0,0,0.826790044792792,0.115069584482226,-0.829822608074764,0,0,0.635664185254273,0,0,0,0,0,0,0,0,0.000757471276875667,0,0,0,0.242879186278097,0,0,0,0,0,0,0.0340572223733052,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.319323856658429,0,0,0,0,0,0,0.212598354125469,0,0,0,0,0,0,0.174580869484662,0,0,0,0.0463687467609386,0,0,0,0,0,0.0454949438691632,0,0,0,0,0.0169007732316752,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.568364713997039,0,0,0,0.00410080774608918,0,0,0,0,0,0,-0.374040121485271,0,0,0,0,0,0,0,0.104628403305036,0.0349287007509622,0,0,0,-0.00929473102088928,0,0.94787473610484,0,0,0,0,0,0,0,0,0,0,-0.113114106110391,0,0,0,0,3.46944695195361e-18,0,0,0,-0.130297191999383
X601328.CH.EQUITY,0,0,0,0.245364627150112,0,0,0,0,0,-0.0752312664645847,0,0,0.248342929252736,0,0,0,0.036882289625498,0,0,0.175309506491907,0,0,0,0,0,0,0,0,0.0213466932375478,0,0.212851604514683,0,0,0.109033453886637,0,0.021404116911138,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601166.CH.EQUITY,0.0426243942473324,0.0362616650780006,0,0,0.00608797491523773,0.254466097704977,0,0,0.0602952271448389,0.0130217490216235,0.0913611556333866,0,0,0.043887910805226,0,0,0,0,0.0245221887515648,0,0,0,0,0,0,0,0,0,0,0,0.189543932597022,0,0,0,0,0,0,0.0358117615740168,0,0.035719795130343,0,0,0,0,0,0.120305943460832,0.0701222382480637,0,0,0.0475830469528108
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.32095287782752,0,0,0,0,0,0,0,0,0.223382914708364,0,0,0,0,0.026059138720999,0.192885900046338,0,0,0,0,0,0,0.0068208589891168,0,0,0,0,0,0.0558349312969454,0,0,0.0494965706298817,0,0,0.0829395524109757,0.0464049505147298,0,0,0,0
X000002.CH.EQUITY,0,0,0.182457849706411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0262636468665406,0,0,0.00115142355836538,0,0.492876588959236,0,0,0.207073814571864,0,0,0.167686325961614,0,0.0019320966823723,0,0,0,0,0,0,-0.065962515075249,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.214259853901858,0,0,0.00778867148160493,0.469160099994775,0,0,0,0,0,0,0,0,0.0145258634071444,0,0,0.0312580114269556,0,0,0,0,0.0342576689197503,0,0,0,0,0,0,0,0,0.00493781776150855,0,0,0,0,0,0,0,0,0,0,0.00172243587958286,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,-0.0296919860224251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103979564695835,0,0,0,0,0.0102323092090979,0,0.000926339176336329,0,0.208042049698289,0.247000076647564,0,0,0,0,0,0,0,0,0,0.0166029976896619,0.340284125430146,0,0,0,0.12180966716267,0
X16.HK.EQUITY,0,0,0,0,0.0805885084010094,0,0,0,0,0,0,0,0,0,0.514587985315209,0,0,0,0,0.19030846229899,0,0,0,0,0,0,0,0,0,0.070715016755018,0,-6.93889390390723e-18,0,0,0.198535984882704,0,-0.144896690636679,0.0841784649040951,0,0,0,0,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0,0,0,0.0456455198259583,0,0,0.0952207048425774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23483088472117,0,0,0.363441036003898,0,0,0,0,0,0,0,0,0,0,-0.0496330576396241,0,0,0,0,0,0.142613094293606,0,0,0
X000001.CH.EQUITY,0,0,0.426157185807298,0,0.0562538963992978,0,0,0,0,0.0606167748697458,0,0,-1.73472347597681e-18,0.0392208883671301,0,0,0,0,0,0,0,0,-0.0224170386958554,0.00877857867026235,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.168041999172301,0,0,0,0,0,0.244064708395418,0,0,0
