,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601336.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X600918.CH.Equity,X601229.CH.EQUITY,X2881.TT.EQUITY,X000776.CH.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY
X601398.CH.EQUITY,0,0,0.296221383241928,0,0.00556232174631928,0,0,0.444301778014399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115305486118779,0,0,0,0.0651439228638739,0,0,0.0179478126831499,0,0,0,0,0,0,0,0.0769389850697348,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.116251561943414,0,0.16491542064764,0,0,0,0.134269098064655,0,0,0,0.115668881149077,0,0.055042437246191,0,0,0.0404877056278706,0,0,0.140321869080288,0,0,0,0,0,0,0,0.160132987701552,0,0,0,0,0,0,0.0284301877286456,0,0,0,0,0,0.077473038605517,-0.0264455138410856,0,0.0747404162160092,0,0.0258184832544691,0,0,0
X601939.CH.EQUITY,0.419729108715679,0.373430348212367,0,0,0,0,0,0.280697443192979,0,0,0,0,0,0,0,0.0562613394157495,0,0,0,0,0,-0.158538859163781,0.0377526790002026,0,0,0,0,0,0.0606366992434681,0,0,0,0.0567532020577282,0,0,0,0,0,-0.294492085433532,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19
X601288.CH.EQUITY,0,0,0,0,0,0,0.00471746332247174,0.563461933025204,0,-0.0856270154870242,0,0.0462097167361806,0,0,0,0,0,0,0,0,0,0.0769735901276319,0.0892732189644779,0.0797745897276385,0,0,0,0,0.111419817392098,0,0,0,0.0540055341484129,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598605119425696,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0.196504144495443,0,0.0366257775393988,0.00724396809949281,0,0,-0.149309773481993,0.169609143891448,0,0,0.146974218535258,0,0,0,0,0,0,0.15690985051599,0,0,0,0.213141377316261,0,0,0,0,0,0,0,0,0,0,0,0,0.0112186558441843,0,0,0,0,0,0,-0.094661436493209,0,0,0.347706972988278
X1299.HK.EQUITY,0,0,-0.271988226794372,0,0,0,0,0,0,0.169588520156006,0,0,0,0,0.112144873189609,0,0,0,0,0,0,0,0.0129611481753274,0.0708692452641546,0,0,0,0,0,0,0,0,0.230081763237291,0,0,1.73472347597681e-18,0,0,0.191024336062523,0,0.0350046447862609,0.0926863846305424,0.306157560380993,0,0,0,0,0.228028030493906,0,0
X601628.CH.EQUITY,0.0876393717530199,0,0,0,1.35525271560688e-20,-4.33680868994202e-19,0,0,0,0,0,0,-0.0634327927013127,0,0,-0.189966806945554,0,0,0,-0.0120101733536306,0,0.172555241555946,0,0,0.0476065077965825,0,-0.101937477665325,0,0,-0.00651487336894935,0,0,0,0.569980507866669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.174092648639937,0,0.0941062499021578,0.349787184191348,0,0,0,0,0,0,0,0,0.273873231462995,0,0,0,0.0529044460228953,0,0,0,0,0,0,0.0357958879288995,0,0,-8.67361737988404e-19,0,0,0,0.143053471956888,0,0,0,0,0,0.0133384670838476,0,0,0,0,0,0.0158546631408501,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.289354186300022,0,0,0,0,0,0,0,0,0,0,0,0,-0.0674845322082969,0,0,0,0,0,0,0,0,0.354518963362563,0,0.0918188357770784,0,0.132490693938615,-0.0178671609328291,0,-0.051417697011149,0,0.0759251524608878,0,0,0,0,0,0,-0.0731699349348667,0.221318863868173,0,0.090594674333913,0,0,0,0.109448248708378,0,0,-0.0695690657845675
X388.HK.EQUITY,0,0,0,0,-0.281241284076446,0.272627374872482,0,0,0,0,0,0,0,0,0,0.0177798824191518,0,0,0,-0.105497752049755,0,0.430058310434039,0,0,0,0.0134618947497614,0,0.00853141720011459,0,0,0,0,-0.191072903026881,0,0,0,0,0,0.126373357361265,0.0941297608987502,0,0,0,0,0,0,0,0.0695814879906273,0,0
X601166.CH.EQUITY,0,0,0,0,0.00802786362911797,0,0,0,0,0,0,0.0566004274777019,0.151943980221414,0,0,0.130391927088738,0,0,0,0,0,0,0,0,0,0.0258061526769586,0.183177592882878,0,0.389768589289976,0,0,0,0,0.0111999198495265,0,0,0.000568481702875469,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.255799828334975,-0.123191342839773,-0.0278761993979621,0,0.159613405881237,0,0,0.300351457216966,0,0.0647176140583946,0,0,0.0434381638218928,0.465302792366233,0,0,0,0,0.317113331006624,0,0,0,0,0,0,0,0,0,-0.325437107106477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.266673620588889
X000001.CH.EQUITY,0,0.102945364963649,0,0,0.150796576607179,0,0,0.249535095765058,0,0.0420091607956147,0.311213819857625,0,0,0,0,0,0,0,0,0,0,0,0,0.196091288378469,0,0,0.170573915417731,0,0,0,-0.0887967235765459,0,-0.308470421978724,0,0,0,0,-0.0519970142305183,0,0,0,0,0,0,0,0,-0.0151503950606163,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0.000980656180856886,0,0,0,0.0411189195776757,-0.0277920737094922,0,0,0,0,0,0,0,0.257125842860458,0,0,0,0,0,0,0,0,0,0,0,0,0.0288582413082078,0,0.0361171540739316,0.0385798412707314,0.263173449671624,0.168782847959307,0.00879790048984872,0,0,0,0,0,0.202522050660706,0,0.0519431404223637,0,5.42101086242752e-20,0.0583313336701536,0
X601601.CH.EQUITY,0,0.361811896270853,0,0,0,0,0.113532376056375,0.0539330916680397,0.045730871067702,0,0,0,0.132977575737712,0,0,0,0,-6.93889390390723e-18,0,0,0.325600195764524,0,0,0,0,0,0.0450289713660752,0,0,0,0,0,0,0,0,0,-0.117033685964522,0,0,0,0,0.19378770473957,0,0,0,0.00421513372562237,0,0,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.0584952453486508,0,0.122834217073794,0,0,0,0,0,0,0,0,0,0,0.346546204602946,0,-0.125566487191442,0,0,0.451216853624944,0,0,0.0739687052881696,0,0,0,0,0,0,0,0,0,0,0,0,0.0581007078439725,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0486397970021076,0,0,0,0,0.0847865470282679,0,0,0,0.171064236957396,0,0,0,0,0,0.236954755472255,0,0,0,0,0.0679403424381608,0,0.151627108152338,0,0,0,0,0,0,0.0476890403880911,0,0,0,0.046714310268643,0,0.133779424966338,0,0,0,0,0,0.0127050010975594,0,0,0,0,0,0
