,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600999.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600918.CH.Equity
X601398.CH.EQUITY,0,0,0,0,0,0,0,0,0.221139680298726,0,0,0,0,0,0,0,-0.0132839783862576,0,0,0.152531623263603,0,0,0,0.181726020833942,0,0.337811844788457,0,0,0,0.0218300398394478,0,0,0,0,0,0,0,-0.169045684351738,0,0,0,0,0,0,0,0,0,0.166743069851821,-0.051633262449894,2.71050543121376e-20
X601939.CH.EQUITY,0.145747483280049,0,0,0.396170484024981,0,0,0,0,0,0,0,0,0,0.115948271329083,-0.04073188254764,0,0,0,0,0,0.00688641543826598,0,0,0,-0.101846828074793,0.314549560434971,0,0,0,0,-0.130252371222455,0,0,0,0,0,0,0,-0.0190781549725218,0,-0.0424403526504565,0,0,0,0,0,0,0.172458352240436,0,0
X601318.CH.EQUITY,0.0445829441917785,0,0,0,0.213303189464876,0.0432760466947544,0,0,0,0,0,0,0.170590773144595,0,0,0,0,0,0,0.137551871433497,0,0,0,0.141291061817983,8.67361737988404e-19,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0335939614799432,0,0,0,0,0.0662573128265318,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.261670440774507,0.0777998347982242,0,0.226099507564749,0,0,0,0,0,0.370513044214208,0,0.174853091239909,0.0438023039378031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0176338808418373,3.46944695195361e-18,0,0,0,0,0,-0.0426912884250981,0,0,0,0,-2.16840434497101e-19,0,-0.123690259776744,0,-0.0600306326255962
X601988.CH.EQUITY,0,0.122458397635548,0,0.370372582718229,0,0,0.00368053887171539,0,0,0.277417937212652,0,0,0,0,0,0.106241010478099,0,0.102355818858799,0,0,0,0,0,0,0.178336500598272,0,0.0863873395744605,0,0,0,0,0,0,0,0,0,0,0,-0.587596216734769,0,0,0,0,0,0.0748534955083235,0,0,0,0,0
X600036.CH.EQUITY,0,0.175171014765083,0,0,0,0,0,0,0.0971782000094811,0,0,0,0.0353736480661139,0,0,0,0,0.175252338133253,-0.0017682031412058,0,0,0,0,0.181206164151114,0,0,0,0,0,0,0,0,0.37001290120163,0,0,0,0,0,0,0,0,0,0.0429903985401625,0.00833281838609377,0,0.0893765979985895,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131097448261174,0,0,0.373020989319932,8.67361737988404e-19,-3.46944695195361e-18,0,0,0,0.00749409220919766,0,0,0,0,0,0,0,0.0441561952304549,0,0,0,0,-2.16840434497101e-19,0,0,0,0.291457275168127,0,0,0.0289319712121197,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.104584495896772,0,0,-0.0110928829628606,0,0,0,-0.356866284359103,0.563570849260943,0,0,0,0,0.640181357930469,0,0.105666774494631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245346772954286,0.0126136678183734,0
X601628.CH.EQUITY,0,0,0.148645286413337,0,0,0.0892437207897222,0,0,0,0,0,-0.239715643738498,0,0,0,0,0.134666387928052,0,0,0,0,0.189208858133948,0,0.0457760312476842,0,0,0,0,0.0750029616027709,0,0,0,0,-0.0834382578648294,0.171034981750664,0,0,0,0,0,0,0.0542203176790574,0,0,0,0,0,0.244266446213224,0,0.0127704742417028
X601658.CH.Equity,0,0.145498572425098,0,0,0.0151769554809132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.39424227176727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187777194668272,0,0,0.111774310802407,0,0,-6.93889390390723e-18,0,0,0,0.00877386958670436,0,0,0,0
X601328.CH.EQUITY,0.356493133137899,0,0,0.243624860200332,0,0,0,0,0,0,0,0,0,0,0,0.0897071400082241,0,0,0,0,0,0,0,0,0,0.0498830275995972,0,0,0,0.225044897960825,0,0.0586073140787265,0,0,0.0432289126426826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.306784866546887,0,0,0,0.104012267685609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0938561973972174,0,0,0.0245102420010496,0,0,0,0,0,0,0,-1.0842021724855e-19,0.0231757803218265,0,0,0,0,0,0
X601166.CH.EQUITY,6.93889390390723e-18,0,0.0557701041101522,0,0,0.344227541023838,0,0,0,0.00877453224073133,0.0660554856615128,0,0,0,0.0564990816864795,0,0,0.016154034495313,0,0,0.0533305184912172,0,0,0,0,0,0,0,0,0.263906865430649,0,0,0,0,0,0.0465407282603793,0,0,0,0,0,0,0,0,0,0,0,0.119802315259401,0,0
X600000.CH.EQUITY,0,-6.93889390390723e-18,0,0.120494939619665,0.134919828109627,0,0,0,0,0,0,0.0093167151589631,0.342842784162413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146347771504265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0793317179907632,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374376899994179,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.328740639645928,0.0314974858336904,0,0,0.415500098031454,0,0.0109428242429251,0.0395659206375002,0,0.0671867917615552,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0457227147935694,0,0,0.0590770424899276,0,0,0.0573885177669598,0,0,0,0.0317356496545749,0,0,0.31423390275712,0,0,0,0,0,0,0,0,0.118428653019724,0.230929623708995,0,0.021356025518541,0.103163579833839,0.0639771386868813,0.0120574111622072,0,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0,0,0,0.344430529680673,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16772832789895,0,0,0,0.00999018164343271,0,0,0,0.0506935106909479,0,0.0187499719077001,0,-0.0412100301624987,0,0,0.306538574353946,0,0,0,0.154592538706745,0.0661107797769687,-0.122247335384163,0.023189619807561,0,0,0,0,0,0,-0.00660304822919452
X000001.CH.EQUITY,0,0,0.139281528383355,0,0,0,0,0,0,0,0,0,0,0,0.000520459636336918,0,0,0,0,0,0,0,-0.034151060080494,0,0.0833556274735232,0,0.0991312273437761,0,0,0,0.110010893972182,0,0.359261258408875,0,0,0,0.12876987289678,0,0,0,0.0587092824773275,0,0,0,0,0,0,0,0.205490701703705,0
X688.HK.EQUITY,0,0.187360532602053,0,0.0444121841754831,0,0,0,0,0,0,0,0,0,0.0374689039749161,0.0540150782658096,0,0,0,0,0,0,0,0,0,0,0,0.0489383000365805,0.477717905709465,0,0,0,0,0,0,0,0.0854175494758556,0.088106207486492,0,0,0,0,0,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0.0404750678645561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124373572865691,0.080726227420024,0,0.212325178195368,0,0,0,0,0,0,0.124299588101414,0.0766538922028239,0,0.0976104944890128,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0672408298117192,0
X600016.CH.EQUITY,3.46944695195361e-18,0.00616061571459705,0,0.045617242834699,0,0,0,0,0,0,0.330089526642031,0.0169368990903191,0.211111029860579,0,0,0,0.165383631771355,-2.77555756156289e-17,0,0,0,0,0,0,0,0,0,0,0,0,0.0579556300155074,0,0,0,0,0,0,0,0,0,0.0558027284340182,0,0,0,0,0.0111077084665137,0,0,0,0
X2388.HK.EQUITY,0,0,0,0,0,0,0.295935809397676,0,0.0836111682081229,0,0,0,0,0,0,0,0.0396867134876372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0367393424865843,0,0,0,0.149109655057159,0,0,0,0.260978534461626,0,0,0,0,0.0939916802690269,0,0,0.0321168951966239,0,0
X11.HK.EQUITY,0,0,0,0,0,0.0796341210652348,0,0.288529439196935,0.229032308795896,0,0,-0.0177618851055895,0,0,0,0,0.0879778024794024,0,0,0,0,0.216323468636595,0,0,0.0388791607133942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00989860614048169,0.0321825701371705,0,0,0,0,0,0,0
X601601.CH.EQUITY,0,0,0.739818948184623,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199656889715671,0,0.0604807265154045,0,0,0,0.0961014479779108,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253701200958625,0,0,0,-0.286694194203488,0,-0.0539604946502276,0,0,0,0,0,0,-0.106955400192217
