,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X600036.CH.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X000002.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X600048.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X601336.CH.EQUITY,X600837.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X17.HK.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0.124857200236627,0,0,0,0,0,0,0,0.0914843204326331,0,0,0,0,0,0,0,0,0.277853731614941,0,0,0,0,0.326436205187599,0,0,0,0,0,0,0,0,0,0,0,0.147935831401374,0,-0.170574021152515,0.448869525847746,0,0,0,0,0,0,-0.0592838443554895,0,-0.0553039956313742
X601318.CH.EQUITY,0,0,0,0,0,0,0.0219343663091964,0,0.171753468431318,0,0,0,0,0,0,0,0.0312584790998883,0,0.0695775308877363,0,0.0521739640992627,0,0,0,0,0.144564192337823,0,0.0612534604227967,0,0,0,0,0,0,0,0.207520427980809,0,0,0,0.147719949777408,0.0764494874417553,0,0,0,0.112082024133191,-0.0469693128730554,0,0,0
X601939.CH.EQUITY,0.240980702624668,0,0,0,0,-1.38777878078145e-17,0,0,0,0.000699599171329533,0,0,0,0,0,0,0,0,0,0,0,0,0.0645210586228735,0,0,0,-0.184763075646382,0,0,0,0,0,0,0,0,0,0,0,-0.0474241275338362,0,0.505827159792141,0,0,0.132335260070393,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,-0.169129490217725,0,-0.00959843962416294,0,0,0,0.432438679298419,0,0,0,0.359281147255999,-0.118732670769048,0,0,0,-0.152715962971255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016945029888701,0,0,0.0463939543196332,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0.135546905295763,0.403615551381727,0,0,0,0,0,0,0,0.182253595326966,0,0,1.38777878078145e-17,3.46944695195361e-18,0,0,0,0.0608220643473232,0,0,0,0.0351189545668414,-0.133449752332197,0,0,0,0,0,0,0,0,0,0.0692504545147474,0,0.158504839170838,0,0,0,0,0,-0.171526158290273,0,0,0.118253026551393
X601988.CH.EQUITY,0,0,0,0,0.241378720350836,0,0.0211038797486737,0,0.0115862377854676,0,0.13167935504147,0,0,0,0.14109051266146,0,0,0.0190285521767284,0,0,0,0,0,0,0,0,0,0,0,0,-0.233693264957352,0,0.229016842522153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00901711784550849
X1299.HK.EQUITY,0,0,0,0,0.284791121141835,0,0,0,0,0,0,0,0,0,0,0,0,0.129037487117027,0,0,0.0602441596793009,0,0,0,0,0.0682518982352971,0,0.12063497865259,0,0.0946067434987444,0,0,0,0,0,0,0,0.311313952084928,0,0,0,0,0,-0.202530847821924,0,0,0,0,0
X600036.CH.EQUITY,0,0.266598025173054,0,0,0,0,-0.00681468237524328,0,0,0.395462272814257,0,0,0,0,0,0.0701883741675696,0,0,0,0.295319049883078,0,0,0,0,0,0,0,0,0.154491044539825,0,0,0,0,-0.124290700917946,0,0,-0.181984249130212,-0.0577054854678178,0,-0.0441187758774523,0,0,0,0.21835281475899,0,-0.0281554731499139,0,0,0
X601628.CH.EQUITY,0,0.181414858771571,0.0166011976547827,0.0831044512789919,0,0,0,0,0,0,0,0,0,0,0,0,0.212998193644576,0,0,0,0,0,0,0,0.0389195646847712,0,0,0,0,0,0,0,0,0,0.229306187400509,0.0192352925623409,0,0,0,0,0,0.0970762940012218,0,0.0930516463309144,0.112904177768903,0,0,0,0
X601328.CH.EQUITY,0,0,0.0676211235747669,0,0,0,0,0.758054563638036,0,0,0,0,0,0,0,0,0,0,0,0.0991165599560275,0,0,0,0.0170664321834394,0,0,0,0,0,0,0,0,0,0.0285056690936439,0,0,0,0,0,0,0,0,0,0.00914086923946176,0,-0.158236549282491,0,-0.0409959506169378,0
