,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X601988.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X600030.CH.EQUITY,X601166.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X000001.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X600016.CH.EQUITY,X1109.HK.EQUITY,X601998.CH.EQUITY,X300059.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X600048.CH.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X600999.CH.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X002736.CH.EQUITY,X000166.CH.EQUITY,X1113.HK.EQUITY,X001979.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X601229.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0,0.384540479140696,0,0.178920391390563,0.0144287629634343,0,0,-0.0351554444937474,0,0,0,0,0,0,0,0.0113975701328606,0,0,-0.048169178216327,0,-0.0196814425866198,0,0,0,0,0,0.0249719612673552,0,0,0.0614836394095812,0,0,0,0,0.0141679727400695,0,0,0,0,0,0,0,0.291250198122373,-0.0111470088927085,0,0,0,0
X601318.CH.EQUITY,0,0,3.46944695195361e-18,0,0,0,0,0,0,-0.0307040809057479,0,0,0,0,0,0,0.0775433748428752,0,0,0.212525867404636,0,0,0,0,0.0486129402445456,0,0,0,0,0,0.118099596741788,0,0,0.0602582134011794,0,0.347769868307518,0,0.0682171073259776,0,0,0,0,0,0,0,0,0,0,0,0.0627177797915163
X601939.CH.EQUITY,0,0.000129188000914976,0,0.755654696963703,0,0,0,0,0,0,0.0739568286880665,0,0,-0.0325968390347423,0,0,0.138591407725503,0,0,0.0885327089941173,0,0.00922792699211539,0,0,0,0,0,0,0.045785720694617,0,0,0,0,0,0,0.0132311015139581,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0.801539328635673,0,-0.0090987605749768,0,0,-0.056433159255685,0,0,0.094478136241322,0,0,0,0,0.0459960042492508,0,0,0,0,0.00825834005108511,0,0,0.265717385059224,0,0.0505513400134037,0,0.00197890728743631,3.46944695195361e-18,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.158026984481838,0,0,-0.178036361693081,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.223831050286642,0,0.225148713317473,0,0,0,0,0,0,0.162195922517268,0,0,0.0461110668164376,0,0,-1.38777878078145e-17,0,0,0,-0.031309825225492,-0.154648571981464,0,0,0,0,0.164053181784631,0.354098937594314,0,0,0,0,0,0,0,0,0,0,0,0.101282783216775,0,0
X600036.CH.EQUITY,0.0734815723307661,0,0.0325518537879683,0.309078639144365,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,6.93889390390723e-18,0.164406037194165,3.08487255565385e-05,0,0,0,0,0,0,0.200438994598531,0,0,0,0,0,0,0,0,0,0,0,0.0710833571342228,0,0,0,0,0,0,0.0618680966800325,0,0,0,0,0.00489799672620555
X601988.CH.EQUITY,0,0,0,0,-3.46944695195361e-18,0.0886751010448593,0,0,0,-0.113896964588199,0,0,0.014221850733614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0282183684879456,0,0,0,0,0,0,0,-0.0366119634326879,0,0,0,0,-0.0466881526015188,0,0.981120389390961,0
X1299.HK.EQUITY,0,0.0443703851562568,0,0,0,0,0,0,0,0.158849897075276,0,0,0,0.177740323300901,0,0,0,0,0,0,0,0,0.324950144156597,0,0,0.0615787949343247,0,0,0,-0.0791597617875875,0.0537737403118385,0,0,0,0,0,0.0575322274240466,0.034315826505006,0,0,0,0,0.170632589985311,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,-0.233549780381407,0,0,0,0,0,-0.139557996105283,0,0.0276498954429109,0,0,0,0,0,0.349605585623876,0,0.0393897321931037,0.00679126173180501,0,0,0,0,-0.0229901686331979,0,0,0.259724392904337,0,0,0.100119022590362,0,0,0.111885844235846,0.230819128017652,0.0277430286177589,0,0,0,0.311796034794005
X388.HK.EQUITY,0,0,0,0,0.396390124567372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00786995123009829,0,1.73472347597681e-18,0,0.156916551941928,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.34106468758182,0,-0.231671803617674,0,-0.11446501325579,0,0,0,0.284050989754994,0,0,0,-0.0243347768708835
