,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X823.HK.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY
X601398.CH.EQUITY,0,0.135066537801203,0,0.0165931841711773,0,0,0,0,0,0,0.275756515900675,0.244727558863559,0,0,0,-0.0878543083426278,0,0,0,0,0,0,0.0202233712838628,0,0,0,0,0,0,0,0,0.0222721919398554,0,0.26113213599388,0,0,0,0,0.0409252669990882,0,0,0.0551697195434014,0,0,0,0.0199002297558202,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0.261780472192431,0,0,0.139940885148839,0,0,0,0.0412645032678885,0,0,-0.0311536693065694,-0.130488350261378,0,0,0,0,0,0,0,0,0,0,0,0.187139951957982,0,0,0,0,0,0,-0.312392510181157,0,0.309611827868724,0.0558452477026945,0.267612123900993,0,0,0,0.0217093795517623,0.0823306754957247,0
X601939.CH.EQUITY,0.492559224790523,0,0,6.93889390390723e-18,0,0.182863512691782,0,0,0,0,0,0,0,0.0691627825183195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.372934411778096,-0.113399661133972,0,0,0.0443390288066513,0,0,-0.0482307912390979,0,0,0
X601288.CH.EQUITY,0.612816713057252,0.0831494969590303,0.114564116746096,0,0.0467571090489933,0.0198892587777993,0,0,3.46944695195361e-18,0,0,0,0,0,0.00618209510252017,0,0,0,0,0,0,0,-0.0388404644340006,0,0,0,0,0,0,0,0,0,0.117989876630985,0,0.0353703276701522,0,0,0.0529781831222546,0.180782371540131,0,0,0.0314326191623964,0,0,0,0,0,0,0
X5.HK.EQUITY,0.0141140574573529,-0.0440033532665847,0.11548348263218,0.0382670886470948,0,0.069867307612526,0,-0.131276517495496,0,0,0.0515299248685945,0.284556468792919,0,0,0,0,0,0.709262909307783,0,0,0,0,0,0,0,0,-0.167124750139597,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0933667228196779,0,0,0
X601988.CH.EQUITY,0.133288017900032,-1.73472347597681e-18,0.20384989527755,0.0663910039802427,0,0,0,0,0.0773860937280168,0.105205522938629,0.103741503099685,0,-0.277171497312081,0,0,0,0,0,-0.0165229213587103,0,0,0.211804238916933,0,0,0,0,0.163270543635986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100974286296854,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0396299763998865,0,0,0,0,0,0.043362938653768,0,0,0,0,0,0.247619733782151,0,0.148018875265057,0,0,0,0,0,0,0,0.165838752030044,0,0,0,0,0,0.00915335927166372,0,0.136984347267856,0,0,0,0.0383185284139462,0.089851510514266,0,0,0,0.0167004225786432,0,0,0,0,0,0.0278515547753499,0,0
X1299.HK.EQUITY,0,0,0,0,0,8.67361737988404e-19,0.183429780761165,0,0,0.0346679407696793,0,-0.0996761527977834,0,-0.0498586791847541,0,0,0.272196015337911,0.262997122660847,0,0,0,0,0.121474162909806,0,0,0,0.137264935013614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178519726222123
X601628.CH.EQUITY,0.366322778574471,0.294269073113782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103318903810151,0.0370372514729399,0,0,0,0,0,0,0,0,0,-0.0574067828407116,0,0,0,0.0527253445299381,-0.156437062150981,0,0,0,0,0,0,0,0,0,0,-0.0503756993058685,0.175005452990028,0,-0.184928464030164,0.0370199263016452
X601166.CH.EQUITY,0.204369420745888,0,0,0,0,0.0107534541294395,0.433415134282038,0,0,0,0,0,0,0,0,0.429286421024227,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0.0339881408324841,3.46944695195361e-18,0,0,0,6.93889390390723e-18,0.00241598724397213,0,0,0,0,0,0,0,0.058289785034519,0,0,0,0,0,0,0,0
