,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X002142.CH.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X2881.TT.EQUITY,X601319.CH.EQUITY,X600926.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X2883.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2884.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X601997.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY,X000002.CH.EQUITY,X2801.TT.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY
X601398.CH.EQUITY,0,0.524577639754262,0,0.0489497618446419,0.00930652522830985,0,0.0965635042533566,0,0,0,0,0,0,0.00485720558342623,0,0,0,0,0,0.248187124678542,0.081117668081032,0,0,0.0324264940329165,0,0,0.00970192425833886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18
X601939.CH.EQUITY,0.299103065100377,0,0.116097713361486,0,0,0,0.116909846677049,0,0,0,0.360354397911019,0,0,0,-0.0124455723853159,0,0,0,0,0,0.0601675932142445,0,0.071208634694372,0,0,0,0,0,0,0.0749742817789953,0,0,0,0,0,0,0,0,0.00393505506488341,-0.126361807292199,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.203377093661839,0.178772142137615,0,0.146849910190981,0,0.197952088334269,0,0.0121673624094542,0,0,0,0,0,-0.041097443648595,0,0,3.46944695195361e-18,0,0.239648857353046,0,-0.0262569887895563,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,-0.134110885474285,0,0,-0.0761176325229265,0.253169707063276,0,0,0,0,0,0,-0.0447919278518691,0
X601988.CH.EQUITY,0.309148353183886,0,0.49261815889288,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,-0.0438374270813751,0,0.0968077673462805,-0.0963547821774421,0,0,-0.251184423063321,0,0,0,-0.157905115748352,0.10545675046186,0,0,0,0,0.118421462823259,0,0,0,0,0,0,0,0,0,0,0,0,-0.0433611877669467,0,0,0
X601658.CH.Equity,0.0559525950222462,0,0,0.117994983093657,0,0,0,0,0,0,0,0,0,0.1453098335683,0,0,0,0,0,0.268147335312521,0,0,0,0,-0.0192142967368173,0.0636695246526188,0,0.0295156064772658,0,0,0,0,0,0,0,0,0,0,0,0,-0.239174104646221,-0.0908505898400095,0,0.434994169743676,0.140707122697938,0,0,0,0,-0.021679887899975
X601328.CH.EQUITY,0,0,0.0350124865231528,0.198699616625093,0,0,0,0,0,0.0716441449975987,0,0,0,0,0,0,0.294316183265936,0.0414170322313457,0,0,0,0,0,0,0,-0.0198769764346145,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0252610410057319,0,0,0.0613282572183614,0,0,0,0,0
X601318.CH.EQUITY,0,0.0369721506284486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170240510502045,0,0.0367275347321339,0.0311434993703018,0,0,0.0435512170611601,0,0,0,0,0.261164339934427,0,0,0,0,0,0,0,0,0.18735521656846,0,0,0.0803232173678605,0,0,0.125106784310267,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0.209426434134818,0.142105387430423,3.46944695195361e-18,0,0,0.229948719808733,0,0,0,0.0156624319741364,0,0,0.0785344356196581,0,0,0.0396763572578521,3.46944695195361e-18,0,0.00140156030897507,0,0,0.0341598605817968,0,0,0,0,0,0,0,0,0,0,0,0.0337024093991419,0,0.252171326598834,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,-0.0515553865650548,0,0.283707615463347,0,0,0.244654263781026,0,0,0,0,0,0,0.353409663073101,0,0,-0.0955904867545129,0,0,0,0.0737076877043572,0,0,0,0,0,0.146439354231172,0,0,0,0,0,0,0,0,0,0,0.0766945937415206,0,0,0,-0.0698542632553661,0,0,0,0,0.0478660965994088,0,0.135699754365143
X600000.CH.EQUITY,0,0,0,0,0,-0.0862351307025235,0.0432143333216033,0.110916671421931,0,0,0,0.0161964122988654,0,8.67361737988404e-19,0.264033147749229,0,0.209061612279912,0,0,0,0,0,0.0452941169892568,0,0,0,0.193216296159068,0,0,0,0,0,0,0.114417693081776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0,0,0.192130297083705,0,0,0,0,0,0,0,0,0,0.0910598027664968,0,0.142653406636434,0.335589486372772,0,0.1089634792083,0,0,0,0,0,0.0502156962884806,0,0,0,0.0957599504140279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600016.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.132286840232481,0.134337517609967,0,0,0,0.120905732671292,0.00136822068918729,0,0,0,0.106604283299016,0,0,0,0,0,0,0,0,0.454916485239951,0,0,0,0,0.212221722050144,0,0,-0.0155917821561806,0,0,0,0,0,0,0,0,0,0.123604053553685,0,0,0
X601818.CH.EQUITY,0,0,0,0.0765807625493501,0.00965662793112985,0,0,0,0,0.0557649994159144,0.142723863031085,0,0,0.165024793646041,0,0,0.0708029343101983,0.118906267080021,0,0.0842604426542424,0,0,0,0,0,0,0,-0.0539825920812635,0,0.00609671321279923,0,0,0,0,0,0,0,0,0,0,0,0,0,0.319754272602093,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,-0.0405815578595791,0,-0.00851557998181129,0,0,0,0,0,0.293727740716012,0,0,0,0,0,0,-0.0481334952512558,0,0,0,0,0,0,0,0.153146313238815,0,0,0,0,0.445553180904943,0,0,0,0,-0.0589203252662833,0,0,0,0,0,0.0220703056374367,0,0,0,0,0,0,0.250771667011519,0.00328038962876809
X000001.CH.EQUITY,0,-0.00805682264551303,0,0,0,0,0,0.297310438962199,0.257088630090699,0.288216522127646,0,0,0,0,0,0,0,0.0460692294520296,0,0,-0.103754835817301,0,0,0,0,0,0,0.0406310708431554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0730357640832808,0.13648502031999,0,-0.168968604285053,0.0530726501809185,0
X600015.CH.EQUITY,0,0,0,0,0.00464800354930865,0,0,0,0,0.181910507059783,0.165035342164805,0,0,0,0.105374620574591,0,0.178322489576565,0.0781827977895442,0.242979314817917,0,0,0,0,0,0,0,0,-0.160979276361478,0,0,0,0,0,0,0,0,0,0.0636092169207996,0,0,0,0,0.077587633558392,0,0,0,0,0,0,0
X601169.CH.EQUITY,0,0,0,1.73472347597681e-18,0,0.0888209636453317,0.0645747773219162,0,0,0.269265602638345,0.0258613837887599,0.0427886088927011,0,0.0697021714787875,0,0.0278146618647448,0,0,0,0.225726984999839,0,0,0,0,0,0,0,0,0.266240368710328,0,0,0,0,0,0.173914683142437,0,0,0,0,0,0,0,0.0632419774971616,0,0,0,0,0.00562062580027756,0,0
X601229.CH.EQUITY,0,0,0,0,0,0,0,0.0792270893636998,0.179052891455714,0,0,0,0,0,0.00503090284866662,0.306125487469555,0,0,0.235111439360249,0,0,0,0,0.0776007037643015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
