,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X688.HK.EQUITY,X388.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY
X601398.CH.EQUITY,0,0.0281963927901459,0,0.02866916849023,0,0,0,0,0,0,0,0.390688387653352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0280324593659968,0,0,0,0.202121872635923,0,0,0,0.115030084366492,0,0,0,-0.0160594796722674,0,0,-0.0173430827184841
X601318.CH.EQUITY,0,0,0,-0.0835723486555286,0,0.22045957591211,0,0,0.139779500648637,0,0.154806520270773,0,0,-0.0702343130982529,0.0321576090972147,0.115771372085338,0,0,-0.00548040810828371,0,0,0,-0.0954256073906528,0,0,0,0,0,0,0,0,0,0,0,0.145038940095381,0,0,0,0,0.363783350316856,-0.204906663730652,0,0.30740800751613,0,0.127894922716995,0,0,0,0,0
X601939.CH.EQUITY,0.328069667475995,0,0,0.257896957782332,0,0.134006335930058,0,0,0,0,0,0,0,0,0.12239798092806,0,0,0,0,0,0,0,0.0772792889152025,0,0,-0.065306806160541,0,0,0,0,0,-0.0251929386739336,0,0,0,0,0,0,-0.100001927235511,0,0.369779223999537,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.162799400694564,0,0.291407475353722,0,0.148515757153159,0.331254753648253,0,0,0,-0.102335117584961,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0.127602190286255,-0.0250370289362679,0,0,-0.211364829865943,0,0,0,-0.0386972351900297,0,0,0,0,0,0,0,0,0,0,0,0,0.124849757261477,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0.0624632825603963,0,0.0356893016942347,0.223027571492364,0,0.108892820159761,0,-0.388835546661213,0,0,0,0,0.0814649705793225,0,0,0,0,0,0,0,0,0.396936735181808,0,0,0,0.468366897335406,0,0,0,-0.00011219625429165,0,0,0.110548727252693,0,0,0,0,0,0,0,0,0,0,-0.0764731728753928,0,0,0,0.156443671100427,-0.0569577045504629,0
X601988.CH.EQUITY,0.224965416634112,0.0840907329356171,0.325967993264292,0,0,0,0,0,0.114297557809857,0,3.46944695195361e-18,0.144844263725262,0,-0.222111908663708,0,0,0,0,-0.109404068376296,0,0,0,0,0.140931553355278,0.0800651664779715,0,0.134643787929072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320617699023064,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0193296408698942,-0.011635625713731,0,0.0960601800222597,0,-0.0252878877341158,0.0284186738119874,0,0.318234599719104,0,0.26541904779289,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,-0.0531368534096797,0.0697929856934888,0,0,0.0757444324620895,0,0,0.091033181666289,0,0,0,0.114090246904571,0,0,0,0,0,0,0.0634405417642839,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0434200760215024,0,0,-0.0134310367521752,0,0.017795819639354,0,0,0,0.336615113925579,0,0.109732735612739,0,0,0,0,0.152234550890205,0,0,0,0,0,0,0,0,0,0,0,0.0204844285780904,0,0,0,0.125228217539341,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.125407694889318,0.260082168256195,0,0,0.0704125728217807,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388727973246384,0,0,-0.148269183664111,0,0,0,0,0.226950458605503,0,0,0.0395832344532994,-0.25447109706547,0,0,0,0,0,0,0,-0.0402769228400308,0,0,0,0.0150531216226582,0,0,0,0,0.08344996369593,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.00110294518860723,0,0,0,0,0,0,0.0195772261674367,0,-0.136236100766706,-0.0589271444584548,0,0,0,0,0,0,0,0.245425375081277,0,0,0,0,0,0.0941884666410603,0,0,0,-1.73472347597681e-18,0,0.386757256954893,0,0,-0.159326751752474,0,0,0,0,0,0,0,-0.0559009101500122,0,-0.248578708073036
