,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X2388.HK.EQUITY,X601169.CH.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X2882.TT.EQUITY,X002142.CH.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X11.HK.EQUITY,X2881.TT.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2883.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2884.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0,-0.27279905564999,0,0,0,0,0,-0.202406866682245,-0.0899059553412761,0,0,0,-0.202131128478932,-0.225698339790153,0,0.173664974366114,0,0.211990729094763,0.971079910352195,0,0,0,0,0,0,0,0.0233784323454798,0,0.0415546484299157,0,0,0,0,0,0,0,0,0,0,0.0531902037531381,0,0,0,0,-1.73472347597681e-18,0,0
X601939.CH.EQUITY,0,0,0,0,0,0,0,0,0,-0.15489966446642,0,0.2566288600578,0,0,0,0.456607353395737,0,0.00395458138820168,0,0.0322731994689901,0.151686218852524,-1.38777878078145e-17,0,0.162583418068236,-0.0418478404002837,0,-0.172949591534988,0,0,0,0,0,0,0,0,-0.361647551912395,0,0,0,0,0,0,0,0.0901578326497141,0,0,-0.0455461768867665,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0.239382471920386,0,0,0,0,0,0,0.119361098431841,0,0,0,0.275021093013084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0.093909948122429,-0.103678336400967,0,0,0,0,0,0,0,0,-0.108786180257623,0,-0.0374181349360904,0,0.388489683651707,0,0,0,0,0.0761364004463626,0,-0.0512432959021302,0,0.1541943143349,0,0,0,-0.0222083178079636,0,0,-0.213066206888815,0,0,0,0,0,0,0,0,-0.168715881051996,0,0,0,0,0,0
X5.HK.EQUITY,0,0.0379457059542885,0,0,0,0,-0.192251109971937,0.212235198319221,0,0,0,0,0,0,0,0.0508409492442837,0,0,0,0,0.171103134358659,0,0.198547940157392,0,0,0,0,0,0.425953960163284,0,0,-0.160826411032248,0,0.0122451526640741,0,0,0,0.0872991131067356,-0.0426220622640353,0.0250114375433139,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0.0681217784538695,0,0,0,0,0,0,0,0,0.392032403638081,0,0,0,0,0,0,0,-0.0160514654880137,0.0529971903308544,0,0,0,0,0,0,0.343344451521466,0.05650378468357,-0.0314618246096571,0.0539973736663793,0,0,0,0,0,0,-0.110600359644315,0.0561196944041224,0,-0.0663252859855853,0,0,-0.083854394488942,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0,0.0492016001062465,-0.14069051518654,0,0,0,0.191951021461928,0.0461363864481944,0,8.67361737988404e-19,0,0.15848594216084,0,0,0,0,0,0,-0.0228945701179534,0,-0.104406466763775,0,0,0,0,0.105943754233187,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0.105842707574893,0,0,3.46944695195361e-18,0.125901249135753,0,0
X601318.CH.EQUITY,0,0,0,0,0.00677541584031712,0,0,0,0.259177542907157,0,0,0,0,0,0.172028356400622,0,0,0,0,0,0.0623420099773476,0,0.203645406832234,0,0,0,0.307243057652094,0,-0.295835005133942,0.0164974526593278,0,0,0.14157754621208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0701241753700495,0,0,0
X600036.CH.EQUITY,0.00712809086757921,0,0,0,0,0,0.102331318697096,0.0413507455288214,0,0,0,0,0,0,0.0329594789640636,0,0.318244209074403,0,0,0,0,0,0,0.23104293506043,0,0.109784807973499,0,0,0,0,0,0.169650660690734,0.149309102702301,0,0,0.0961135851386184,0,0,0,0,0,0,0.010653503877399,0,0,0.0884498403150698,0,0,0,0
X601166.CH.EQUITY,0,0,0,0,0,0,0,0,0.0957049773533401,0,0,0.290981784404884,0.213503655826076,0,0,0,0.411722004540519,0,0,0.108077845070464,0,0.156973356909698,0,0,0,0.0181251985739802,0,0.0728190900789388,0,0,0,0,0,0,0,0,0.0538417437836615,0,0,0,0,0,0.0435395880033346,0,0,0,0.0290075238354585,0,-0.136558287465,0
X267.HK.EQUITY,0,0,0,0,0,0,0,0.0955177194249364,0,0,0,0,0,0,0,0,0.03472459752724,0,0.335498251505449,0,0,0,0,-0.258803000540197,0,0,0,0,0.0900745830661392,0,0,0,0,0,0.0299371118746737,0,0,0.151107633348972,-0.0886850754177964,0.333965623122938,0,0,0,0,0,0,0,0.124721819392501,0,0
X600000.CH.EQUITY,-0.21455970919398,0.0379897424657217,0,0,-0.206271745751598,0.424542046582708,0,0,0,0,0,0,0,0.242954551021217,0.370359517634955,0,0,0,0,0,0,0.295392044829895,0,0,0,-0.111777582467019,0.00790916415705985,0,0,0,0,0,0,0,0,0,-0.0248040073989661,0,0,0,0,0,0,0,0,0,0,0.240339257260421,0,0
X601998.CH.EQUITY,0,0,0,0,-0.0758064828012049,0.052122029687955,0,0.201826740501411,0,0,0,0.32216995639465,0,0,0.122031033378914,0,0,0,0.144756757229197,0.201636352333806,0,0,0,-0.142168720268185,0,-0.00706390596108276,0,0,0,0,0,0,0,0,0,0,0.0287454180386496,0,0,0,-0.0514975814321253,0,0.053543827704799,0,0,0.0139493952264803,0,0,0,0
X600016.CH.EQUITY,-0.0814741022669081,0,0,0,0,-0.23526851884757,0,0,0,0,0,0.208137773295782,0,0,0.128150760750382,0,0,0,0.307880232746791,0,0,0,0.167719438311739,0,0,0,0,0.256258852145278,0,-0.130146857233058,0,-0.234155725609054,0,0,0,0.123994573349849,0,0,0,0,0,0.181010310837094,0.064483223048207,0,0,0.291712557792337,0.0508961876450516,0,-0.285567923408592,0
X601818.CH.EQUITY,0,0.16644245765068,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0.461266441222381,0,0,0,0,-0.023621538558318,0.049968237712013,-0.0360077849037339,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.0214851106184438,0.113130967777281,0,0,0,-0.0401136776369391,0,0,0,0,0,0,0,0,0,0.0766833653888846,0,0,0,0
X601628.CH.EQUITY,0,0.085040302637666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.177244603308883,0,0.0412081578614718,0,0,0,0,0,0,0,0.117058828535156,-0.0588739566674356,0,0,0,0,0.0664046808966422,0,0.00949698155467431,0,0,0,0,0,0,0,0,0,0,0,-0.0286230303653498,0.110054325759898,0,0.324805604983427
X000001.CH.EQUITY,0,0,-0.113471700993164,0,0,0,0,0,0.170823243651426,0,0.102978413683395,0,0.147463447228359,0,0,0,0,0,0,0,0,0,0,-0.0582157164678784,0,0.485047105754861,0.143676550628186,0.0334473002655958,0,0,0,0,0,0,0,0.0172499502961616,0,0,0,-0.00703137430333472,0,0,0,0,0,0,0,0,0,0.0943368907469586
X600015.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.0484349528438428,0,0,0,0.0340491180329458,0.217095200267554,0,0,0,0,0.188468776956234,0,0.27931433378809,0,0,0,0,0,0.00965437600138682,0,0,0,0,0,0.0121140858184048,0,0,-0.129283724607554,0,-0.157667932897517,0,0,0,0,0.00960773957424926,0,0,0,0,0.479451948856418,0
