,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601628.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X388.HK.EQUITY,X600030.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X000002.CH.EQUITY,X601319.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X11.HK.EQUITY,X1109.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X600048.CH.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X600999.CH.EQUITY,X001979.CH.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X000166.CH.EQUITY,X601336.CH.EQUITY,X600918.CH.Equity,X12.HK.EQUITY,X2882.TT.EQUITY,X002736.CH.EQUITY,X601229.CH.EQUITY,X601788.CH.EQUITY,X000776.CH.EQUITY,X601881.CH.EQUITY,X823.HK.EQUITY
X601398.CH.EQUITY,0,0,0.149749201507358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0846288363852268,0,0.377015207116745,0,0.0981357807764795,0,-0.106717292262588,0,0,0.0387742385005778,0,0,0.176336996445769,0,-0.221187969862141,0,0,0,0,0,0,0,0,0,0,-0.180926780696382,0,0,0
X601318.CH.EQUITY,0,0,0,0,0.0878794047122649,0.0265784144668698,0.0602588461836325,0,0,0,0,0,0,0,0,0,0,0,0,0.287181115231784,0,0,0,0,0,0,0,0,0,0,0.15272488016995,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.309405369716501,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0,0,0,0.870674178390737,0,0,0.013001389743644,0.0655259113998168,0.0563057682455051,0,0,0,0,0,0,0,0,0.0353411890691709,0,0,0,0,0.0251135017666004,0.0430269880845421,0,0,-0.0336199301078452,0,-0.0970604060334534,0,0.0837626688441056,0,0,0,0,0,0,0,-0.066528321007293,0,0,0.0628316470669751,0,-0.0559743492756548,0,0,0,0,0.00409372985676279,0
X601288.CH.EQUITY,0,0,0.824322854502934,0,0,-0.0939478245651976,0,0,0,0,0.00237570553093536,-0.00833290807214846,0,0.196770419326002,0,0,0,0.139825557178,-0.0528844873861273,0,0,0,0,0,0,-0.0204437217450447,0,0,0.0405401663612669,0,0,0,0,-0.00577985684466751,0,-0.0261198437933919,-0.0854025725922246,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0,0,0,0,0,0,0.678689877728825,0.00539879833673867,0,0.245509052946103,0,0,0.0863527929125498,0,0,0.0305786345370159,0,0,0,0,0.0517068799223319,0,0,0,0,0,0,0,0,0,0,0,0,-0.163611334610282,0,0,0,0,0,0,0,0,0.0537899663727144,0,0,0,0
X601628.CH.EQUITY,0,0.0188603855337834,0,0,0,0,0.282147308556626,0,0,0,-0.0682281960675261,0.0830584228965061,0,0,0,0,0,0,0,0,0,0,0.061787055906124,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156233039806823,0.100554669408577,0.095735005494724,-0.0377815111051068,0,0,0.0842949967165843,0,0.100111792461389,0.0658816218867002
X600036.CH.EQUITY,0,0,0.288943292968015,0.157114243596681,0,0,0,0.121696896096751,0.0829928400819017,0,-0.0742398130486425,0,0,0,0.0566466855970408,0,0,0,0,0.00677758430165971,0,0,0,0,0,0,0,-0.0158262432895742,0,0,0,0,0,0.304145710424631,0,0,0,0,0,0,0,-0.0557752931444263,0,0,0,0.0272223467187062,0,0,0,0.0863569545458236
X1299.HK.EQUITY,0,0,0,0,0,0.198463452770841,0,0,0,0,0,0,0,0,0,-0.00605305229774694,0.0489247663931199,0,0,0,0.182222017710847,0,0,-0.0599734783439987,1.73472347597681e-18,0,0,0,0.129114391924315,0,0,0,0,0,0,0,0,0,0,0,0,0.162205398405387,0.144716929187228,0,0,-0.0265391022975937,0,0,0,0.47145430806432
X5.HK.EQUITY,0,0,0,0,0,-0.22313019006028,0.0629430621713549,0,0,0,0,0,-0.116690401642242,0,0,0,0.228545881994066,0,0,0,0,0,0,0,0.230900025749019,0,0,0,0.119313215937057,0,0.0315103071238917,0.00903596707579737,0,0,0,0,0.252658461055719,0,0,0,0,0,0,0.239804047959694,0,0,0,0,0,0.191670872187596
X601658.CH.Equity,0,0,0,0.231623593003921,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20794840716146,0.190616298499149,0,-0.0956918145299421,-0.00500100047018872,0,0,0,-0.11798320625651,0,0,0,0,0,0,0,0,0,0,0,0,-0.0837421215051485,0,-8.67361737988404e-19,0,0.373551845919983,0,0,0,0,0,0,0
