,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X267.HK.EQUITY,X388.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X688.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X823.HK.EQUITY,X12.HK.EQUITY,X601066.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X002142.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X300059.CH.EQUITY,X002736.CH.EQUITY
X601398.CH.EQUITY,0,0,0,-0.212956843057372,0,0,-0.00664100173559097,0,0,0,0,0.566726861322238,0,0,0,0,0,0,0,0,0,0,0,-0.127360237589456,0,0,0,0,0,0,0,0,0,0,-0.285259491047021,0,0,0,0,0.681475902964321,0,-0.139644397874457,0,0,0,-0.0535719885587372,0,0,0
X601318.CH.EQUITY,0,0,0,0.00594293322517051,0,0,0.163607213149346,0,0,0.0250007508051865,0,0,0,0,0,0,0.0615340200669324,0.122892491896409,0,0,0,0,0,0,0.038462652673629,0,0,0,0,0.0528769634106883,0,0,0,0,0,0,0,0.0108516793803162,0.601434656066691,0,0.015273433621962,-0.0794511955726643,0,0,0,0,0,-0.0482955959177519,0
X601939.CH.EQUITY,0.282200175284978,0,0,0,0,0,0,0,0.0521484987964735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039557718510221,0,0,0,0,0.116485104878379,0,0.020664535735181,0,0,0,-0.0833995017996397,0,0,0.383846923765305,0,0,-0.0206874981641068,0,0.110915184265722,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0.314829699848617,0,-3.46944695195361e-18,0.187388321249332,0.0469332813840428,0,0.019045355070801,0,0,0,0,0,0,0.138155029144558,0,0,0,0,0,-0.0672444280367058,0,0,0.0784712418657048,0,0,0,0,0,0,-0.135098167494249,0,0,0,0.0403305910279584,0,0.0215923721109873,0,0.208255458876366,0,6.93889390390723e-18,0,0,0.142236101633979,0
X5.HK.EQUITY,-0.147247587402839,-0.184691909118159,0,0,0,0,0,0,0,0,0.0619903448061105,0,0,0,-0.0540187402958149,0,0.18903174930487,0.0377091307994045,0,0,0.391978694040245,0,0,0.282406498197187,0,0,0,0,0,-0.00974733178375338,0,0,0,0,-0.10225472524888,0,-0.122989600681946,0,0,0,0.306195347921218,-0.0864841934800242,0,0,0,-0.0625322750690755,0,0,0
X601988.CH.EQUITY,0.233449236386221,0,0,0.576314184429123,0,0,0,0,0,0,0.106508926612277,0.113355949075075,0,0,0,0.0313326622930948,-0.0605810605080637,0,0,0,0,0,0.0106539077475193,0.0546694467952139,0,0,0.0248489505137965,0,0,0,0,0,0,0,0,0,0,0.0167869268910809,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.411240132910867,0,0,0,0,0,0,-0.0385474804594752,0.358799124820768,0,0,0.323511882507476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351203364164751,0,0.205899917714047,0,0,0,0,-0.179280802847032,0,0,-0.296670022433644,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0.186476298883707,0,0,0,0,0,0,0,0,-0.0926769910442127,0,0,0,0,0.262800519609461,0,-0.15780138310287,0.0723615427605161,0.0626396365387831,0,0,-0.0273981220670425,-0.00993026134966424,0.561975258489989,0,-0.0986455227291941,0,0,0,0,0,0,0,0,0,0,0,0,-0.0883016044614138,0,0,0,0,-0.13974659488191,0,0,0,0
X601628.CH.EQUITY,0,0.0578158001305586,0,0,0,0,0,0,0,0,0,0,0,0.339400513619977,0,0,0,0.0783337815355813,0.0605893332802943,0,0,0,0,0,0.0496572929818183,0,0,0,0,-0.0647106983238324,0,0,0,0,0,0,0.056074385970951,0,0.19489955129255,0,0,0,0,0,0,0,0,0,0.142469279224043
X601328.CH.EQUITY,0,0.286815384843621,0.113933498536425,0.381329664271908,0,0,0.194155003828449,0,0,0,0,0,0,0,0,0,0,0,0.0634931244968024,0.0350936323701666,0,0,0,0,0,0,0.24969348117643,0,0,0,-0.00926532238129947,0,-0.323556045371551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.33029772110418
