,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X601066.CH.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY
X601398.CH.EQUITY,0,0.144141845993363,0,0.0166091745913442,0,0,0,0,0,0,0.283179539815775,0.24402544401138,0,0,0,-0.0941407052860734,0,0,0,0,0,0,0.0185854266885707,0,0,0,0,0,0,0,0,0.262949021727757,0,0.0250008132152009,0,0,0,0,0.0403653702535196,0,0,0.0600141809841267,0,0,0,0.0207631454533864,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.0496822370570879,0,0,0.225343012099858,0,0,0.152464506463794,0,0,0,0.0577737790270001,0,0,0,-0.111901593914392,0,0,0.00296487663531029,0,0,0,0,0,0,0,0,0,0,0.174682873081958,0,0,0,0,-0.289392447392531,0,0.30697957661167,0.0345594513961925,0.181056262456848,0,0,0,0,0.0847595458194926,0
X601939.CH.EQUITY,0.482643326896273,0,0,0,0,0.179162251178652,0,0,0,0,0,0,0,0.0697678582211818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365856863850976,-0.111102380805525,0,0,0.0437145519410917,0,0,-0.0470680148180048,0,0,0
X601288.CH.EQUITY,0.589562741121467,0,0.102997462948317,0,0.081526121892349,0.121768512656819,0,0,0.0171265616072251,0,0,0,0,-0.072290953556159,0.0308541592498338,-0.00871076650544556,0,0,0,0,0,0,-0.0546507696723007,0,0,0,0.0208382806835436,0,0,0,0,0,0.0545057181017277,0,0.0525858021001248,0,0,0,0.187551742941395,0,0,0.0184669403935373,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.237991003558213,0.012930459036244,0,0.123182757913556,0,-0.072953143219964,0,0,0,0.277235785441677,0,0,0,0,0,0.637612811445125,0,0,0,-0.131759054782309,0,0.0105871323894133,0,0,-0.19897949390684,0,0,0,0,0,0,0,0.0277004758431742,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0.141027714292905,0,0,0
X601988.CH.EQUITY,0.0709147263111638,0,0.171620919954704,0.118428301788714,0,0,0,0,0.121979924295283,0.113298792834316,0.13342824196083,0,-0.292141215693077,0,0,0,0,0,-0.0525545950359515,0,0.265827439642964,0,0.0204311977157923,0,0,0,0.0972613899489599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0309039618181205,0,0,0,0
X600036.CH.EQUITY,0,0.227667694453963,0,0,0,0,0,0,0,0,0,0.0827246835778668,0,0.191951413163489,0,0.116981044812014,0,0,0,0,0,0,0,0.137041983065043,0,0,0,0,0,0,0,0,0,0.179978573933461,0.0188713686278095,0,0,0,0,0.0488102261362557,5.2058933423037e-05,0,0,0,0,0,0.0556059502433302,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0614277937550344,0,0,0.0320380396186565,0,0,0,-0.00693569361378643,0,0,0.153950541426064,0.229485750562248,0,0,0,0,0.181400351645226,0,0,0,0.182365835962525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1677907144112
X601628.CH.EQUITY,0.439785965194359,0.191779910286309,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,-0.0143833555393446,0.0443179721638146,0.0809253141427431,0,0,0,0,0,0,0,0,-0.01928891766295,0,0,-0.172449537038616,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126008176929873,0,-0.105788020956689,0
X601166.CH.EQUITY,0.176910860964439,0,0,0,0,0.0759745008117265,0.284649900547676,0,0,0,0,0,0,0.0791065149835083,0,0.477862026784252,0,0,0,0,0,0,0,0,0.0781160958663163,0,0.045248334915131,0.0253512411172019,0,0,0,0,0.00133191256295614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
