,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601328.CH.EQUITY,X601166.CH.EQUITY,X601319.CH.EQUITY,X600000.CH.EQUITY,X16.HK.EQUITY,X11.HK.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X601601.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X601998.CH.EQUITY,X000001.CH.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X1113.HK.EQUITY,X601818.CH.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600048.CH.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601066.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601169.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X17.HK.EQUITY,X002736.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY
X601398.CH.EQUITY,0,0,0.476678150968864,0,0,0,0,0,0,0,0.297711528647218,0,0,0,0.159764327859436,0,0,0.0441059550734929,0,0,0,0,0,0,0,0,0,0,0,0,0.0434236319693874,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0831044609283764,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0.132514802498047,0.254875281056262,0,0,0,0,0,0,0,0,0.288984955392613,0,0.0811119426947435,0.0435354393682141,0,0,0,0,0.0971756392690069,0,0,0,0,0,-0.0111475157592737,0,0,0,0.0603058506300549,0,0,0,0.0234267428091298,0,0,0.0157841136311599,0,0,0,0,0.0303908012958519,0.00282020630181066
X601939.CH.EQUITY,0,0,0,0.709800697199781,0.0319931886559502,0.0528890735841121,0,0,0,0.243646306739234,0,0,0,0,0,0,0,0,0,0,0.0476656265726392,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,-0.0223723500870136,0,0,0.0226195744183751,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0,0,0,0,0,0,-0.316714103459507,0,0,0.844078607873594,0,0,0,0,0,0,0,-0.037855373722716,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101297869433988,0,0,0.0295432145626276,0.127126936809589,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0
X5.HK.EQUITY,0,0,3.46944695195361e-18,0,0,0.149986920762321,0,0.300968736648441,0,0,0,0,0.0432291011953226,0,0,0,0,0,0,0.0206328819064781,0,0,0,0,0,0.0145718364079212,0,-0.13997065730098,0,0,0,0,0,0,0,0,0.109303710702023,0,0,0.282316603978198,0,0,0,0,0,0,-0.057342941542144,0,0.058484252955392
X601988.CH.EQUITY,0,0,0.0525534763495145,0,0.20611867408833,0,0,0.111957514737748,0,0.0777699894788528,0.183090850455564,0,0,0,0,0.179304459168885,0.0455318688498125,0,0,0,-0.0958859871840447,0,0,0,0.104968732680273,0,0,0,0,0,0,-0.187196194425997,0,0,0,0,0,0,0,0,0.0624880435164879,0,0,0,0,0,0,0,-0.0201887592609311
X600036.CH.EQUITY,0,0.0982310014315085,0,0,0,0,0,0,0,0.425743112452934,0,0,0,0,0,0,0.00715980488974456,0.153445595662046,0,-0.122992014296051,0,0,0,0,0.16734574522193,0,0,0,0,0,0.218245843327531,0,0,0,0,0,0,-0.0151526344328347,-0.0257019985260791,-0.193267809329894,0.14879406873745,0,0,0,0.135548868580545,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0.230556448377245,0,0,0,0,0,0,0,0.0386343103877283,0,0,0,0.218007999378797,0,0,0,0,0,0,0,0,0.0573163997598362,0,0.122792187708219,-0.223262599938661,0,0.0654865393613799,0,0.0389237149694694,0,0,0,0.371652235770312,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0.125731289349232,0,0.00170371676572578,-0.0907599404233589,0,0,0,0,0,0,0.0232648826004983,0,0,0,0,0,0.19364475616425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407546181531844,0,0,0,0,0,0.20383189503421,0.0662192552654403,0,0.0781439123493078,0,0,0,0
X601328.CH.EQUITY,0,0,0.153476884175915,0,0,0,0.383096577603041,0,0,0,0,0,0.464957300021583,0,0,0,0.0411392019964038,0,0,0,0.0891459418633962,0,0.204008839517269,0,0,0,0,0,0,0,-0.011114978406276,0,-0.0731000987379449,0,0,0,0,-0.0831511231803666,0,0,-0.0720543271015474,0,0,0,0,-0.120622796219956,0,0,2.16840434497101e-19
