,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X002142.CH.EQUITY,X601916.CH.Equity,X601601.CH.EQUITY,X2882.TT.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X600926.CH.EQUITY,X2881.TT.EQUITY,X601319.CH.EQUITY,X600030.CH.EQUITY,X601077.CH.Equity,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X601838.CH.EQUITY,X2892.TT.EQUITY,X601577.CH.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X2884.TT.EQUITY,X2883.TT.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X601997.CH.EQUITY,X601881.CH.EQUITY,X2801.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X000776.CH.EQUITY
X601398.CH.EQUITY,0,0.247448734140317,0.494073083556354,0,0,0,0,0,0,0,0.217044890606352,0,0,0,-0.0906118235896002,0,0.242963336713747,-0.0443138438119059,0,0.19652405875977,0,0.057636912894123,0.0794310308238072,0,0,-0.0859766073008108,0,0,-0.438155459872733,0,0.0186583796088939,0,0,0,0,-0.107482254578976,0,0,0,0,0,0,0,0,0,0,-0.146777363797654,0,0,0
X601939.CH.EQUITY,0.0109882136298028,0,0,0.228296736515994,0,0.201945572194284,0,0,0,0,0,0.51488317989239,0,0,-0.0483927410601943,0,0.1361540370293,0.08681983605204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0468037260291073,0,0,0,0,0,0,0,0,0,0.0640710897829406,0,0,0
X601288.CH.EQUITY,0.516165496402326,0.0525799122196755,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.036826722674217,0,0,0,0,0.0450560928745428,0,0,0.171970355519344,0,0,0.0348883708419194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0312740412475933,0,0,0
X601988.CH.EQUITY,0,0.259001513734256,0.205679412849576,0,0.326127306749275,0.126951491175595,0,0,0.158727359430317,0,0,-0.0691376585291651,0,0,-0.0527982180410916,0,0,0.0844161837719273,0,0,-0.274751551968475,0,0,0.0552910841077154,0.0042261047777883,0,0.152353287402642,0,-0.106623660089308,0,0,0,-0.0115387005128643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0.036852341882162,0,0.0932022714952228,0,0,0,0.261385734526895,0,0,0,0,0,0,0,0,0,0.058599100108262,0,0,0,0,0,0,0,0,0,0,0,0,0.0762124371585918,0,0.0570489699866945,0,0,0.000436233765330987,0,0,0.0191828548066723,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,0.0422160777573214,0.0274111643487393,0,0,0,0,0,0.475291474460546,0.0759863188379324,0,0,0,0,0,0.352065415736811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102821674761737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.0873565475552424,0,0.039457587984941,0,0,0,0,0,0,0,0,0.357311750988802,0.0129673689628534,0,0,0,0,0,0.145158494108938,0,0,0,0.00713505941792617,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,-6.93889390390723e-18,0,0.124145257998293,0,0,0,0,0,0,0.239592774978988
X600036.CH.EQUITY,0,0.439358908838341,0,0,0,0,0.200408060397695,0,0.242296882565719,0,0,0,0,0,0.225944163877566,0,-0.181987130583647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00949043729343866,0.0934102413696395,0,0,0,0,0,0,0,0,0,0,0,0.184098380601704
X601166.CH.EQUITY,0,0,0.0378796497141046,0.125117225712675,0,0,0,0,0,0,0,0,0,0,0.407266386031019,0,0,0,0,0,0,0,0,0.36008691389649,0,0,-0.128899963812676,0.207667181739505,0,-0.127124080110525,0.186302718600862,0,0,0.115250397800222,0,0,-0.0472866448361387,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0.301357505027682,0.173872087169679,0,0,0,0,0,0,0.0235646573241029,0.000932427800881378,0,0,0.157553825802729,0.170521402902826,0,0,0,0.113549636946477,0,0.0888887276813713,0,0,0,0,0,0,0,-0.0665843649624297,0,0,0,0,0,0,0,0,0,-0.0287425297420526,0,0,0,0,0,0
X601998.CH.EQUITY,0,0.000747756652318804,-0.0973335689397477,0,-0.187640692493886,0.450254484403001,0,0,0,0.146196520830497,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0866387113620777,0,0,0,-0.360174490200432,0,-0.186651553113376,0,0,-0.0159312366283585,0,0,0,0.00949403450110398,0,0,0,0,0.130439493680004,0.579931043771803,0,0,0,0,0,0,0
X600016.CH.EQUITY,0.161045213954682,0.25140406881876,0,0,0,0.0432394943890883,-0.25620324138986,0,0,0,0,0,0,0,0,0,0,0.171375921369226,0,0,0.261478037098425,0.236939215788708,0,0,0,0,-0.203179010984778,0,0,0,0,0,-0.16978776378768,0,0,0,0,0,0,0,0.0839689568593472,0,0,0,0,0,-0.142467198428822,0,0,0
X601818.CH.EQUITY,0,0,-0.0679194711393599,0.266462768592742,0,0,0,-0.125591390436459,0.161930109366788,0,0.111204606570822,0,0,0,0.17379634601029,0,0,0,-0.154051693689206,-0.289999072304136,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0.804855486923917,0,0,0,-0.0313300835000662,0.0865734949371236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0.0073551632085048,0.197971521132335,0,0,0,0,0,0.217427453931672,0,0,0,0,0,0,0,0,0.127676994585544,0,-0.141472665215857,0,0,0,0.13505618986945,0,0,0,0,0,-0.0299923864449475,0,0,0.00686572652372829,-0.0845569079833,-0.0703352133187349,0,0.0611431662480885,0,0,0.156092016454794,0,0,0,0,0.0679869507814074,0
X000001.CH.EQUITY,0,0,-0.0517772473465116,0,0,0,0,0,0.504579853563987,0,0,-0.153050928961672,0,0,0,0,0,0.10852478960122,0,0.017611768418396,0,0,0,0,0,0.00472216245377891,0,0,0,0,0.181669654780148,0,0,-0.0162331041942879,0,-6.93889390390723e-18,0.047528618297024,0,0.00881811722067413,0,0,0,0,0,0,0,0.0497659169336845,0,0.22406611322147,0
X600015.CH.EQUITY,0,0,0,0,0,0.222754502874432,0,0,0,0.153584838975172,0.00696319185601764,0,0,0,0,0,0,0.024622700141261,0,0,0,0,0,0,0,0,0,0,0,0,0.156265552312295,0,0,0,0,0.171594909389604,0.00346562912160878,0,0,0,0,0,0,0,0,0,0,0,0,0
