,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X000001.CH.EQUITY,X601319.CH.EQUITY,X600016.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X601211.CH.EQUITY,X300059.CH.EQUITY,X12.HK.EQUITY,X2882.TT.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600837.CH.EQUITY,X2881.TT.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X1997.HK.EQUITY,X600015.CH.EQUITY
X601398.CH.EQUITY,0,0.516545514744411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0194259024273452,0,0,0,0,0,0,0,0,0,0.440160765310819,0,0,0.133112320105636,0,0,0,0,0,-0.14247722641292,0,0,0,0,0,0,0,0.0907802641516907,0,0,0,0.0145635962940751,-0.10704325134492,0
X601939.CH.EQUITY,0.0809646953192125,0,0,0.351471367123625,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.172847915146481,-0.100768562583595,0,0,0,0,0,0,0,0,0,-0.0378840991733264,0.309858132843021,0,0,0,-2.77555756156289e-17,-0.0735293985167741,0,0,0,0,0,0,0,-0.0458818901258948,0,0,-0.029369936206258,0,0,0,-0.0747604079798637,0,0.109363168383549,0,0.124951135457158
X601318.CH.EQUITY,0,0,0,0,0.210763032473334,0.101777747966829,0,0,0.0494301441704433,0,0,0,0,0,0,0,0,0,0,0.0805106046201919,0,0,0,0.236759931434704,0,0,0.0358923747605534,0,0,0,0,0,0,0,0.0807643064584984,0,0,0,0,0.0479135544687695,0,0,0,0,0,0,0,0,0,0.10685731510158
X601288.CH.EQUITY,0,0.654548091969269,0,0,0,0,0,0,0,0,0,0,0.10218629585883,0,0,0,0,0,0,0,0.148486449804127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0238537712427554,0,0,0.0268401686539019,0,0,0,0,-3.46944695195361e-18
X601988.CH.EQUITY,0,0.148046671238773,0,0.362692106630121,0,0,0,0,0,0.253914000520365,0,0,0,0,0,0.220057893725203,0,0,0.0636035576105348,0,0,0,0,0,0.166438932208227,0,0,0.0799937419233605,0,0,0,0,0,0,0,0,0,0,-0.57997940800681,0,0,0.0489575051150523,0,0,0,0,0,0.0134056224517179,0,0
X600036.CH.EQUITY,0,0.176865151170518,0,0,0,0,0,0,0.0325045360447385,0,0,0,0.0413886482636442,0,0,0,0,0,0.110958543664506,0,0,0,0,0.242927225522893,0,0,0,0,0,0,0,0,0,0.363024243278476,0,0,0,0,0,0,0.0763637914701688,0,0,0,0,0,0.0927597481283674,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0.0655272059564075,0,0,0.0677030689973167,0,0,0.382217657317384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233618124116073,0,0,0,0,0.281926139429914,0,0,0.0316822290697126,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0583807056289948,0,0,0,-0.191579898116535,0,0,-0.474253774897458,0.747697598886378,0,0,0.0791374079637533,0.510604836689535,0,0,0.0582813091397582,0,0,0,0,0,0,0,0.086509522522476,0,0,0,0,0,0,0,0,0,0.189617171558803,0.113932607681645,0
X601628.CH.EQUITY,0,0,0,0,0,0.15272321092365,0,0,0,0,0,-0.14031461655072,0,0,0,0,0,0,0,0,0,0.308414486998914,0,0.109034710999233,0,0.0353973912778537,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.108955639983141,0,0,0,0,0,0.0531350842650268,0.25522748141425,0,0
X601658.CH.Equity,0,0.148324382800905,0,0,0.00986272249539821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388295875092741,0,0,0,0,0.0131927737704116,0,0,0,0,0,0,0,0,0,0,0,0.18860692498187,0,0.113024456234489,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0
