,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X1299.HK.EQUITY,X600919.CH.EQUITY,X601229.CH.EQUITY,X601916.CH.Equity,X002142.CH.EQUITY,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X2881.TT.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X601838.CH.EQUITY,X2883.TT.EQUITY,X2884.TT.EQUITY,X600837.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0.299490609357682,0,0,0,0.108657028389274,0,0,0,0,0,0,0.0110837477123216,0,0.32312042944824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0584834195458588,0,0,0,0.0768591738085764,0,0,0,0.0616144851952508,0,0,0,0,0,0,0,0,0
X601939.CH.EQUITY,0.15628949721991,0,0.219119918241582,0,0,0,0,0,0,0.279910640289623,0,0,0,3.46944695195361e-18,0,0,0.00142416274119415,0,0,0,0,0,0,0,0.09204904412334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0,0.0408609027195699,0,0.165777621126788,0,0,0.11867187477973,0,0,0.179985132893095,0,0.0825973546746757,0,0.0939097801682102,0,0,0,0,0.211011598522841,0,0,-0.0190889549132007,0,0,0,-3.46944695195361e-18,0,-0.0344151709616581,0,0,0,0,0,0,0,0,0,0.0523654515683106,0,0,0,0,0,0,0,0,0,0,0,0.0503143933521216
X601988.CH.EQUITY,0,0.388046916457058,0.302687452479046,0,0,0,0,0,0.0147964879134815,0,0,0,0,0,0.117494354777376,0,0,0,0,0,0,0,0,0,0.162933466624664,0,0,0.00115241266094101,0.0284683819300323,0.0735059622950533,0,0,0,0,0.138318643125338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0337495495963459,0,0,0,0,0,0,0,0,0.123488054812514,0.07521516046426,0,-3.46944695195361e-18,0,0,0.162680865604687,0,0,0,0,0,0,0,0,0,0,0.0954033680191754,0,0.0222503915725095,0.0130949559061273,0.018352101018124,0,0,0,0,0,-4.33680868994202e-19,0,0.20668821108562,0
X601658.CH.Equity,0,0.024964494398279,0,0,0,0,0,0,0,0,0,0.114993297986609,0,0.188005165884195,0,0,0,0,0,0.425760626983491,0,0.0537166170279333,0,0,0,0,0,0.164491698795441,0.0280544818178887,-0.0385302264512066,0,0,0,0,0,0,0,0,0,0,0,0,2.77555756156289e-17,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.0871766151149466,0.13543930543968,0,0,0,0,0,0,0.0707582852606865,0,0,0.0824040931819834,0,0,0,0,0,0.152675222732199,0,0,0,0,0.00495915241867675,0,0,0,0,0.103313783176703,0,0,0,0,0,0.09775392659866,-0.00874058438177673,0.0388096188690759,0,0,0,0,0,0,0.136771131524724,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.00546707122583034,0,0.0329268724104649,0,0,0,0.0554336873149396,0.130501304703206,0,0,0,0.210528369082527,0,0,0,0,0,0,0,0,0,0.132093090502805,0,0,0.0822650413678947,0,0,0,0,0,0,0,0,0,0.046734967421689,0.0214395358912291,0,0,0
X600036.CH.EQUITY,0,0,0,0.0322266745558893,0.0240884744363202,0,0,0,0,0,0,0.187889336245933,0,0,0,0,0.214291653130208,0,0,0,0.12773545984636,0,0,0,0.165676971906346,0,0,0,0,-0.232505081379509,0,0.213598038978138,0,0,0,0,0,0,0,0,0,0,0,0,0.035468005749527,0,0.21104404321386,0,0,0
X601166.CH.EQUITY,0,0.144396358939479,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0639890759523986,0,0.0366151454905722,0.0604994132053364,0,0,0,0,0.11007124205377,0.00364050400229632,0,0,0.0175282898068491,0.04294156521666,0,0,0,0.0408772886710037,0,0,0,0,0,0,0,0,0,0.0516662472316093,0.0677221979955964,0,0,0,0,0,0,0
X267.HK.EQUITY,0,0.318117692166782,0,0,0.108827693035506,0,0,0.498377169750259,0,0,0,0,0,0,0,0,0,0,0,0.178174779689574,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0.0342049993562791,0,-0.374173625592761,0,-0.105918478234183,0,0.0450103157951848,0.0102119780805082,0,0,0,0,0,0,-0.0600728254279945,0,0,0,0,-0.454291748937569
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0.178651363000086,0,0,0,0,0.503611715103401,0,0,0,0,0,0,0.0435266059529196,0,0,0,0.056333854290665,0,0,0,0,0,0.120759316142608,0,0.0422537749067133,0,0,0,0,0,0,0,0,0,0,0,0.0272963657882688,0.174881594484632,0,0,0.0811355795241952,0
X601998.CH.EQUITY,0,0.0439957162715213,0.0139347515003224,0,0,0.0325247776243204,0,0,0.0469472199965836,0,0,0,0,0,0,0,0,0,0.465962714422456,0,0,0,0.114570285338655,0,0,0,0,0.0330900899729534,0,0,0,0.0232590109216099,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.111456174304069,0
X600016.CH.EQUITY,0,0,0,0.256722532197716,0,0,0,0,0,0,0,0,0.0416188309119849,0,0.294430717835143,0,0,0.0695892241625159,0.0730525520467372,0,0,0,0,0,0,0,0,0.0498303021726028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239767511115683,0,0,0,0
