,X601398.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601166.CH.EQUITY,X267.HK.EQUITY,X600000.CH.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X601628.CH.EQUITY,X000001.CH.EQUITY,X600015.CH.EQUITY,X601169.CH.EQUITY,X2388.HK.EQUITY,X1299.HK.EQUITY,X601229.CH.EQUITY,X600919.CH.EQUITY,X601916.CH.Equity,X002142.CH.EQUITY,X2882.TT.EQUITY,X601601.CH.EQUITY,X601009.CH.EQUITY,X2891.TT.EQUITY,X2881.TT.EQUITY,X11.HK.EQUITY,X600926.CH.EQUITY,X601319.CH.EQUITY,X601077.CH.Equity,X600030.CH.EQUITY,X601336.CH.EQUITY,X5880.TT.EQUITY,X2886.TT.EQUITY,X2892.TT.EQUITY,X2888.TT.EQUITY,X2880.TT.EQUITY,X601577.CH.EQUITY,X2883.TT.EQUITY,X2884.TT.EQUITY,X601838.CH.EQUITY,X600837.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X2885.TT.EQUITY,X600999.CH.EQUITY
X601398.CH.EQUITY,0,0.0289709506146421,0,0.122838934542018,0,0,0.0633439250981597,0,0,0.0986417684423408,0.0820447604105024,0,0,0.050464855188118,0,0,0.0539884781360377,0,0,0,0,0.455548948746207,0.0080389603589204,0,0,0,0,0,0.0607748377638206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112235031363318,0,0,0,0,-0.0169020267300174
X601939.CH.EQUITY,0,0,0.160915372907682,0,0.0858813059451265,0.163046401585136,0,0,0.306514808039281,0.0639253277806041,0.0897474643063297,0,0,0,0,0.125319888793371,0,0,0,0.0926828756993635,0,0,0,0,0.0962121608232319,0,0,0,0,0,0,0,0,-0.0963476155767182,0,0,0,-0.110307081269422,0,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.102744235820495,0,0,0.031382350138792,0,0,0,0,0,0,0,0,0,0.513308988355818,0.0591483391853579,0,0,0,0.15268503190505,0,0,0,0,0,0,0,0,0,0,0.00308495677157051,0.0719128037913544,0.0429079608522902,-0.161317089028684,-0.107392547505826,0.14176136496447,0,0,0,0,0.0650420982841176,0,0,0,0,0,0,0.0366175557436662,0,0,0
X601988.CH.EQUITY,0,0.266941715342214,0.489117722943225,0,0,0.0333644836517218,0,0,0,0,0,-0.00169421013315118,0,0.267903382419592,0,0,0,0,0,0,0,-0.0613082791065766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173531520698626,0,-0.0189912270450733,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19
X5.HK.EQUITY,-0.0481991172762293,0,0,0,0,0,-0.0744200281013698,0,0,0,0,0,0,0,0.0339677808277929,0,0,0,0,0.576462991718391,0,0,0,0,0.0924305202557976,0,0,0.149856990235884,-1.73472347597681e-18,0,0,0,0,0,-0.0867520298287672,0,0,0,0.14746397291132,0.17415122152553,0,0.149653330462871,0.0145876184656932,0,0,0,0,0,0,0
X601658.CH.Equity,0.00244211354584197,0.231214230831081,0,0,0,0,0,0.0140336425815861,0,0,0.0646183800059182,0,0,0,0.356418383439061,0,0,0,0,0.0264340189917632,0,0,0,0.0304020557467188,0,0,0,0,0,-0.0877079778358338,0,0,0,0,0.0989121521635199,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,-0.12461084287789,0,0,0,0
X601328.CH.EQUITY,0.153725240692733,0,0.0476242451088556,0,0,0,0,0,0,0.0883026854497976,0.105431102530538,0.214335058204637,0,0,0.321195751060213,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00430873924918134,0,0,0,0,0,-0.03307007343696,0,0,-0.0275979489044931,0,0,0,0,0,0
X601318.CH.EQUITY,0.00638695088363256,0.0519951746375044,0,-0.0332790335423711,0,0,0,0,0,0,0,0.0111117393716586,0.0635560566264537,0,0,0.0963176296398802,0,0,0,0.011393337648292,0,0,0,0.173499458609349,0,0,0.542996117576572,0,0,-0.0969121742338983,0,0,0,0,0,0,0,-0.0599046553442419,0,0,0,0.0353681856405872,0,0,0,-0.0807487311855908,0,0,0,0
X600036.CH.EQUITY,0,0.226708836598906,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.517518653330663,-0.130481512188148,0,0,0,0,0,0,0.292072390723592,0,0,0,0,-0.00648303717283753,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234647308035847,0,0,0.0733187059116991,0,0,0
X601166.CH.EQUITY,0,0.00469318275177537,0,0,0,0,0.217074653846363,0,0,0,0.00370306123094656,0,0.154654795981983,0,0,0,0.388689292148435,0,0,0,0,0.0948526888327152,0,0,0,0,0.076217283348559,0.0380034292862018,0,0,0,0,0,0,0,0,-0.0146408078050903,0,0,0,0,0,0,0,0,-0.0440027780331785,0,0,0,0
X267.HK.EQUITY,0.507343299433037,0.114825479355218,0,0.188577976019825,-0.114111256356796,0,0,0,0,0.225785081429669,0,0,0,0,0,0,0,0,0,0,-0.064250990179122,0,0,-0.239071816574968,0,0,-0.376804374970414,0,-0.0716786749529931,0,-0.0178329711072622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,-0.0528204225309075,-0.173303317707776,0,0.516173646919733,0,0,0,0.14766748254146,0,0.317407830052078,0,0.0418634744636022,0.0503590094779681,0,0,0,0,-0.260912830052569,0,0,0,-0.24994833432671,0,0,0,0.182346503365447,-0.318929318190948,0.417964692405626,0,0,0,0,0.0309433338628116,0,-0.107021127094259,0,0,-0.0187842491095514,0,0,0,0,0,0,0
X601998.CH.EQUITY,0,0.0603801378582973,0,0,0,0.118850601160375,0,0,0,0,0.00803450958271449,0,0,0,0,0,0,0,0.186683635350082,0,8.67361737988404e-19,0.189436419878666,0,0.0565660143144224,0,0,0,0,0,0,0,0,0,0,-0.0293832743462386,0.0529999338634664,0,-0.00112886308625793,0,0,0,0,0,0,0,0,0,0.111455653362783,0.246083899865197,0
X600016.CH.EQUITY,0,0,0.227329414743752,0,0,0,0,0,0,0,0,0,0.0962040558638246,0,0.444031633553958,0,0,0.125835168064361,0,0,0.0205670393089059,4.33680868994202e-19,0,0,0.0604116504960846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0685507955090984,-1.0842021724855e-19,0,0,0,0,0,-0.0811713474480158,0
