,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X16.HK.EQUITY,X601601.CH.EQUITY,X388.HK.EQUITY,X11.HK.EQUITY,X267.HK.EQUITY,X688.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X600048.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X002142.CH.EQUITY,X601066.CH.EQUITY,X001979.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X2891.TT.EQUITY,X601916.CH.Equity
X601398.CH.EQUITY,0,0.143953351291853,0,0.016620197452848,0,0,0,0,0,0,0.283000292580761,0.244523910668903,0,0,0,-0.0962248408476286,0,0,0.0179016671024421,0,0,0,0,0,0,0,0,0,0,0,0,0.265297730711548,0.0253130295402742,0,0,0,0,0,0.0408340701549697,0,0,0.0614828038380471,0,0,0,0.0203359693890906,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.103096558595586,0,0,0.261920552151352,0,0,0.372948030809111,0,0,0,0.128649407845367,0,0,0.0383102021704696,-0.0158472064047263,0,0,0,0,0,0,0,0,0,0,0,0,0.0764515356508683,0,0,0,0,0,-0.259359193181008,0,0.0233597321924961,0,0.104863288602521,0,0,0,0,0.0514542950936306,0
X601939.CH.EQUITY,0.473981156076175,0,0,0,0,0.18421794635476,0,0,0,0,0,0,0,0.061230673289656,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.370526053418844,-0.115393169813761,0,0,0.0490430319979183,0,0,-0.0446061027009117,0,0,0
X601288.CH.EQUITY,0.565648940283557,0,0.130024643681261,0,0.125559205006585,0.0697594853402036,0,0,0.0238426070833603,0,0,0,0,-0.0529710589029106,0,-0.0294373731004531,0,0,-0.0387316748911345,0,0,0,0,0,0,0,0.058346464815981,0,0,0,0,0,0,0,0,0.0513662871695571,0,0.0269292287702422,0.211020302330922,0,0,0,0,0,0,0.0201157529428376,0,0,0
X5.HK.EQUITY,0,-6.93889390390723e-18,0.217204017860243,0.072915426850763,0,0,0,-0.108355235484388,0,0,0.0999982397436359,0.229473810350367,0,0,0,0,0,0.624999529645594,0,0,0,0,-0.148302435493872,0.041044039358521,0,0,-0.159234053566455,0,0,0,0,0,0,0,0,0.0335462059191097,0,0,0,0,0,0,0,0,0,0.171689740507782,0,-0.0316191602251113,0
X601988.CH.EQUITY,0.0913577583365517,0,0.134242464017311,0.145877302326296,0,0,0,0,0.144029787478719,0.107987496329731,0.163051038704691,0,-0.325010950650699,0,0,0,0,0,0.000788484287170173,0,0,0.213873316718445,0,0,0,0,0.069861161114524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0247437470987854,0,0,0,0.0180024044897072
X600036.CH.EQUITY,0,0.274961397146545,0,0,0,0,0,0,0,0,0,0.0880020177122981,0,0.180648843010644,0,0.106680833738692,0,0,0,0.00290655295465876,0,0,0,0.0818139148484415,0,0,0,0,0,0,0,0,0.166425417996723,0,0,0,0,0,0,0.0878374203098982,0,0,0,0,0,0,0.0635870703279117,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.129128788823652,0,0,0,0,-0.0165982778805799,0,-0.0323972486109017,0,0,0.225683445410982,0.259458773480573,0.197252959067717,0,0,0,0,0,0,0,0.095797134524694,0,0,0.0238097849297796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.439426921064001,0.250904461071345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.151556211270862,0,0.051602718912692,0,0,0,0,0,0,0,0,0,-0.0673484676996145,0,-0.0698488803464131,0,0.0344401160243416,0,0,0,0,0,0,0,0,0,0,0,0.128508173090152,0,-0.175947361520332,0
X601166.CH.EQUITY,0.128708686504858,0,0,0,0,0.0988796171223129,0.313615496700394,0,0,0,0,0,0,0.0940975597524644,0,0.424604888451165,0,0,0,0,0,0,0,0,0.142526264869848,0,0,0.0118628463129453,0,0,0,0,-6.93889390390723e-18,0.0065189130223754,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0.0460962426686709,0,0,0,0.0720343311415901,0.0053706298261333,0,0,0,0.0202826598507701,0,0.276944827734611,0,0,0,0,0,0,-0.145758545643429,0.0551364584426292,0.185081451848217,0.0567903197511624,0,0,0.0885311630062383,0,0,0,0,0,0,0,0.00370984070589958,0,0,0,0,0,0,0,0.0907452595693713,0,0.238197478880272,0,0,0,0,0,0
X600000.CH.EQUITY,0,0.0255405978837675,0,0,0,0,0.21936141741509,0,0,0,0.423299068950268,0,0,0.0673011947891582,0,-0.0957587056152999,-0.000844698889532233,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.19171337299575,-0.0207167899836658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0432115774660266,0.196304606992994,0.0116949893335613
X000002.CH.EQUITY,0,0,0,0,0,-0.0694204312244273,0,0,0,0,0,0,0,0,0,0,0.244306504813891,0,0,0,0.0311954636658349,0,0.0355112064751546,0,0,0.016870833227398,0.0545046541029159,0,0,0.361600034729493,0,0,0,0.279013106005218,0,0,0,0,0,0,0,0.00462887929506902,0,0,0.064884374641235,0,0,0.0872516864428754,0
X000001.CH.EQUITY,0,0,0,0,0,-0.0955232400592077,0,0.101166656050516,0,0.156411131001849,0,0,0,0,0,0,0,0.172820138164242,0,0,0,0,0,0,0,0.0416707393741568,0,0,0,0,0,-0.235781263187667,0.252112174884729,0,0.181098519754108,-0.158917798401787,0,0.0954645110587396,0.188543879891968,0,-0.0825648256724044,0,0,0,0,0,0.124277950263262,0.186054895247529,-0.0136678210371679
