,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X000002.CH.EQUITY,X600000.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X11.HK.EQUITY,X601601.CH.EQUITY,X688.HK.EQUITY,X601319.CH.EQUITY,X2388.HK.EQUITY,X600030.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X601066.CH.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X823.HK.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X1997.HK.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X600999.CH.EQUITY,X600015.CH.EQUITY,X000166.CH.EQUITY,X2891.TT.EQUITY,X2886.TT.EQUITY
X601398.CH.EQUITY,0,0.359591000631343,0,0.374077624036477,0,0,0,0,0.00846144448775785,0.0221797167431696,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.0913026721130438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158380353537766,0,0,0.0631800092628141,0
X601318.CH.EQUITY,0.128553582204723,0,0,0,0,0,0,0,0.19771404390013,0,0,0,0,0,0,0,0.263839789670513,0.0396234940340047,0,0,0,0,0,0,0,0,0,0,0,0,-0.0625313657426143,0.145731645919754,0,0,0.112987155437363,0,0,0,0,0,0,0,0,0,0.0818861223255692,0.0604242277822256,0,0,0.0778342942043112,0
X601939.CH.EQUITY,0.138502460527831,0,0,0.273638650900168,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.434594840668172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0119412577068905,0,0,0,0.0504265036733751,0,0,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.30339090606269,0,0.0965527270555594,0,0,0.355127836870213,0,0,0,0,0,8.67361737988404e-19,0,0,0.0288851366583192,0,0,0,0,0,0,-8.67361737988404e-19,-0.000981238210135476,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0514410346362538,0,0,0.0606029083264249,0,0,0,0.10283676937315,0.00988602448357146
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455562993453236,0,0,0,0,0,0,0,0,0,0.0762547234086753,0.0446937879542574,0,0,0.687763676404449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0.376403316994462,0,0.000217148570001688,0,0,0,0,0,0,0,0,0.0965600344532191,0,0,0,0,0,0.0254692430331394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161131490106591,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.297644776172045,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.388216135000923,0,0,0,0,0.225776257749455,0,0,0,0,0,0,0,0,0,0,0,0.0525651503102187,0,0,0.070626529730678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0996915466093579
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.0767074439768818,0,0,0.339532811202507,0,0,0.197424129288995,0,0.125021391753108,0,0,0,0,0,0,0,0,0.195080964877688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.237188542224918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0787668490094677,0,0,0,0.0334327108779365,0,0,0,0,0.134029359103655,0.277002977976233,0,0,0,0,0.0571847052404902,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400940587733239,0
X601658.CH.Equity,0,0,0,0,0,0,-0.117793739151039,0,0,0,-0.354320509780162,0,0.216975690095909,0,-0.219576618184743,-0.469398194355852,0,0,0,0,0,0,0,0.823720223223453,0,0,0,0,0,0,0.123687136635984,0,0,0,0.0375712383192082,-0.00522678688519008,0,0,0,0,-0.92048169710034,0,0,0,0,0,1.31106264407921,0,0,0
X601328.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0.640217950461867,0,0,0,0,0,0,0,0.0363697583493667,0,0,0,0.0361664316269488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235386279956554,0,0,0,0,0,0.0282117029018816,0,0
X601166.CH.EQUITY,0,0,0,0,0.0433413699560033,0,0.239798226723352,0,0,0,0,0,0,0,0,0,0.222046863656456,0,0,0,0,0,0,0,0.0722573145080598,0,0,0,0,0.246362204411,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0392255634849513,0,0,0.127118558322853,0,0,0
X000002.CH.EQUITY,0.151236121115438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00228504787555326,0,0.049679688551166,0,0,0,0,0,0,0,0,0,0,0.026169279138204,0.501073739049012,0.0136631755755504,0,0,0,0,0,0,0.222743795320762,0,0,0,0,0,0,-0.153410532596077,0,0,0,0
X600000.CH.EQUITY,0,0,0,0,0,0,0,0,0.0286666191214878,0,0.418899384937092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373611871255547,0,0,0,0.0975996738038719,0.0854898493731281,0.0298694827780734
X388.HK.EQUITY,0,0,0,0,0.0106414464377849,0,0,0.0937588739923073,0,0,0,0,0,0,0,0.141163963373694,0,0,0,0,0,0.310572461855216,0.0763469615000105,0,0,0,0.0356237043256275,0,0.0255726578700382,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.0479664030344696,0,0,0,0,0
