,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X000002.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X002142.CH.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600999.CH.EQUITY,X688.HK.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X267.HK.EQUITY,X1113.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X000166.CH.EQUITY,X601229.CH.EQUITY,X600918.CH.Equity,X000776.CH.EQUITY,X2881.TT.EQUITY,X001979.CH.EQUITY,X601169.CH.EQUITY
X601398.CH.EQUITY,0,0,0.28790292161111,0.0220215294632418,0.0337012053346937,0,0,0.435600296212921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101671124344754,0,0.0426251570346871,0,0,0,0,0,0,0,0,0,0,0.079491362049681,0,0,0,0,0,0,0,0,0,0,0,0
X601318.CH.EQUITY,0,0,0.0978797822076778,0.0699113665836649,0,0.17175940047294,0,0,0.164916021313337,0,0,0,0.0921583771988575,0,0.109632834139815,0,0,-6.93889390390723e-18,0,0,0.267147867685928,0,0,0,0,-0.0107061440464935,0,0,0.124579254539868,0,0.113992909013238,0,0.0196596018299742,0,0,0,0,0,0,0,0,0.031640806206175,-0.149536946012065,0,0,0,0,0.0638055816313354,0,0
X601939.CH.EQUITY,0.430915482481512,0.308868067988916,0,0,0,0,0.0295396696046617,0.237406510226073,0,0,0,0,0,0,0,0.0975379179048184,0,0,0,0,0,-0.212738291633169,0,0,0,0,0,0,0,0,0,0,0.0892024256250518,0,0,0,0,0,0,0,-0.191012962195558,0,0,0,0,0,0,0,0,0.14509337951598
X600036.CH.EQUITY,0,0,0,0,0,0.189332942989938,0.0286985456084597,0.142638996967418,0,0,0,-0.114100310641058,0.155739997513378,0,0,0.0499121652054041,0,0,0,0.0441135614559883,0,0,0,0,0.0566166401444413,0,0.082185447776207,0,0.109811066621244,0.0162609193291502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.376080966231237
X601288.CH.EQUITY,0,0,0.0631410743586117,0,0,0,0.0237070797040117,0.475565111008447,0,0,-0.055279403186174,0.0695658197450729,0,0,0.0726672858594747,0,0,0,0,0,0,0,0.0697653059210168,0,0.00767904586591448,0,0,0,0.0923033681739894,0,0,0,0.0213875401844508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0281779469789093,0.107302693520162,0
X1299.HK.EQUITY,0,0,-0.20901538565636,0,0,0,0,0,0,0,0.107278641757688,0,0,0,0,0,0,0,0,0.0198746627459491,0,0,0.112481334653904,0,0,0,0,0,0,0,0,0,0.172881572426726,0,0,0,0,0,0.0955037150167963,0,0.162370678279068,0.0669385318998423,0.296632457450127,0,0,0,0.295779257003459,0,0,0
X601628.CH.EQUITY,0.105253459416685,0,0,0,0,0,0,0,0,0,0,0,-0.0717179598765056,0,0,-0.250222901515809,0,0,0,0,-0.0571123574632292,0.246476934916014,0,0,0,0.0562457762493577,-0.110120173415648,0,0,0,0,0,0,0,0.624889439778065,-0.000359344279302997,0,0,0,0,0.027573202266872,0,-0.0359780075553936,0,0.137228628305938,-0.0747655239030467,0,0,0,0
X601988.CH.EQUITY,0.0495431150995543,0,0.0906788061435211,0,0.358099078562554,0,0,0,0,0,0,0,0.213212437819011,0,0,0,0.141696766059929,0,0.019885657526843,0,0,0,0.0116871802450267,0,0.0251766517410812,0,0,0,0,0,0.122655764485618,0,0,0,0,0,0,0,0,0,0,0,0.00843286904316998,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0.123361789091686,0,0,0,0,0,0,0,0,0,0,0.00282557799260371,-0.0944756186143772,0,0,0,0,0,0,0.233924089575091,0,0.190222498330192,0.140207933830927,0,0,0,0,0,0,8.67361737988404e-19,0,0.0600251384215194,0,0,0,0,0,0.197781223165787,-0.063235896167011,0.0620781718782746,0,0.257942504320481,0,0,0,0,0,0,0
X601166.CH.EQUITY,0,0,0.0480299596811463,0.0604858239742408,0,0,0,0,0,0,0,0.0722314496834524,0.145928914937836,0,0,0.0806262756773549,0,0,0,0,0,0,0,0,0,0,0.159023631152359,0,0.384977909455229,0,0,0,0,0,0.0289265803911483,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0
