,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X601066.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X267.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X601336.CH.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X000166.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X601169.CH.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY
X601398.CH.EQUITY,0,0.482627396406017,0.154781828239479,-8.67361737988404e-19,0,0,0,0,0.0913809214741447,-0.0924583016352276,0.109903118165858,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,-0.0565918243083086,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0942664006175878,0,0,0,0,0,0,0,0.0365169534770378,0,0,0.0195145716185662,0
X601939.CH.EQUITY,0.307421707733633,0,0,0.294182698563303,0,0,0,0,-0.103359657306158,0,0,0,0,0.246654455560638,-0.108308105294969,0,0,0,0,0,0,0,0,0,0.149193981893818,-0.0042862745791237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0755298443898105,0,0,0,0.14180467900367,0
X601318.CH.EQUITY,0,0,0,0,0.214937257617206,0,0,0,0,0,0,0,0,0,0.0306320295441872,0,0,0,0,0,0,0.18563015233329,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.260105584053946,0,0,0,0,0.220642153396673,0,0,0,0,0,0,0.105108921114502
X601288.CH.EQUITY,0.350492342893306,0,0,0,0.244859261466434,0,0,0,0,0,0,0,0,0.144353544911997,0,0,0,0,0,0.0720694878927293,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123313783317998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00245481991632746
X601988.CH.EQUITY,0,0,0.0583533706507916,0.562271601697824,0,0,0,0,0,0.233345143532467,0,0,0,0,0,0.298890305040159,0,0.0476338648066758,0,0,0.0190664819640719,0,0,0,0,0,0.0682046447762114,0,0,0,0,0,0,0,0,0,-0.556527124987252,0,0,0,0,0,0,0,0,0,-0.0973975743480823,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0.0081431697343337,0,0,0,0.388292458653524,0,0,0,0,0,0.0876751759540191,0,8.67361737988404e-19,0,0,0,0.00733564703975734,0,0,0,0,0,0.11813030564726,0.0614191865654678,0,0.0696959260811907,0,0,0,0,0,0,0,0.149848755439473,0,0,0,0,0.0717142517473398,0,0.0245146210879013,0,0
X1299.HK.EQUITY,0.0910994375089181,0,0,0,0,0,0,0,0.191390877475472,0,0,0,0,0.0784310412591306,0,0,0,0,0,0,0,0,0.00879140126249164,0,0,0,0,0.260354165382883,0,0,0,0.0385065340153933,0,0,0,0.126868476681141,0,0,0,0,0,0,0.0104662764109793,0,0.0237241456244976,0.0840876573733159,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,-0.121427901830378,0,0,-0.108993000793359,0,0,0,0,-0.0692023741545477,0.2449062604318,0,0,0,0,0.659370553526054,0,0,0,0,0,0,0,0,0,0.327396552262121,0,0,0,0,0,-0.159862812305224,0,0,0,0,0
X601628.CH.EQUITY,0.0900197575290389,0,0.13932414682544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438731783415836,0.156328719055289,0,0,0,0,0,0.0616973260678197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588084083669719,0,0,0,0,0.286738961776831,0,0
X601658.CH.Equity,0,0,0,0.18005312042498,0.0807291676619387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.295845197793033,0,0,0,0,0,0,0,0,0,0,0.147396229209891,0,0,0,0,0,0,0,0,0,0.32095872398061,0
