,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X600036.CH.EQUITY,X601288.CH.EQUITY,X601628.CH.EQUITY,X1299.HK.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X601601.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X601319.CH.EQUITY,X16.HK.EQUITY,X2388.HK.EQUITY,X300059.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X002142.CH.EQUITY,X600016.CH.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X688.HK.EQUITY,X600999.CH.EQUITY,X601688.CH.EQUITY,X601336.CH.EQUITY,X601211.CH.EQUITY,X267.HK.EQUITY,X600837.CH.EQUITY,X1113.HK.EQUITY,X12.HK.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X000166.CH.EQUITY,X823.HK.EQUITY,X000776.CH.EQUITY,X601229.CH.EQUITY,X001979.CH.EQUITY,X600918.CH.Equity,X2881.TT.EQUITY,X601169.CH.EQUITY
X601398.CH.EQUITY,0,0,0.112240382332815,0.00269673248650946,0.306394791695543,0,0.0545040426900265,0,0,0,0,0,0,0,0,0,0.00445869156676174,0.221582342645965,0,0,0,-0.0708836137783004,0,0,0,0,0,0,0,0,0,0.0396242593187932,0,0,0.123386838392205,0,0,0,0,0,0,0.131957709927765,0,0.0624119013711212,0,0,0,0.00293003233342037,0,0.184898061999214
X601318.CH.EQUITY,0,0,0,0.142669433226843,0,0,0,0,0.134630731589735,0,0,0.0230056797509275,0.0895475816749337,0,0,0.0270013710470747,1.73472347597681e-18,0.082584834776099,0,0.260755680225029,0,0,0.012099331856481,0,0,0,0,0,0,0,0.211511297268948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0841400213000717,0
X601939.CH.EQUITY,0,0,0,0,0.228626690284818,0,-0.0463967746049477,0,0,0,-0.0294312075659579,0.143888175057164,0,0.0637733626571066,0,0,0,0,0.178391494105177,0,0.0245098797418923,0,-0.144746870407035,0,0.450909240722286,0,0.151238357493645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.194009043742133,0,0,0,0,0.137157887815871,0.0921935422666757,0,0,0,0,0.192130666744351,0.0969470370194535,0,0,0,0,0,0,0,0,0,0,0,0.259590872052428,0,0,0,0.0608054780344217,0,0,0,0,0,0,0,0,0,0.0295138267134189,0.00512732000052659,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.129808866100963,0.166464347498004,0.199522150689063,0,0,0.0968208781498859,0,0.139155508521491,0,0,0,0,0,-0.0514377128358578,0,0.0950545915938891,0,0,0,0,0,0,0,0,0,0,0,0.105751346777891,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118855179221463,0,0,0,0,0.0723426054302199,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.135974631236036,0,0,-0.0395964281945397,0,0.0565032309223182,0,0,0,0.129753762710054,0,0,-0.108940823858554,0,0,0,0.0112373626254539,-0.0200310881836744,0,0,0,0.735943895201775,-0.0720748303097283,0,0,0,0,0,0.0949876967112084,0,0,0,0,0.155243438495401,0,0,0
X1299.HK.EQUITY,0,0,-0.079212865335298,0,0,0,0,-0.0453513283865628,0,0,0.140583897927665,0,0,0,0,0,0,0,0,0,0,0,0.0500161724157044,0.10849370707048,0,0,0,-0.243821475908342,0,0,0,0.0189962684105352,0,0,0,0,0,0,0,0.265603740957577,0,0.236705977416559,0.11645961462689,0.225241767590334,0.0272995815386111,0,0,0,0,0
X601988.CH.EQUITY,0.0854523046583285,0,0,0.452591423033861,0.134659062834324,0,0,0,0,0,0,0,0,0,0,0,0,0.146241902395628,0,0,0,0,0,0.144092473467795,0.146946276777506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0.0321595045545367,0,0,0.0103164519322261,0.0188908672073535,0,0,0,0,0,0,0,0.207638193409656,0,0.0996185848417032,0,0.128287335576336,0,0,0,0,0.0296202024336741,0,0,0,0,0,0,0,0.0128249773157153,0,0.243959294141572,0,-0.0669435289701771,0,0,0.191387781506591,0,0,0,0,0.083043429330151,0
X601166.CH.EQUITY,0,0,0.0502882400435976,0.0572533067962686,0,0.0276168228086662,0,0,0,0,0,0.0193910861705621,0.106097519992962,0.0682117547966091,0,0,0,0,0,0,0,0,0,0,0,0.16380563458279,0,0.368976936831025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00490662485642116,0,0
