,X601398.CH.EQUITY,X601318.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X5.HK.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601166.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X388.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X267.HK.EQUITY,X2388.HK.EQUITY,X2007.HK.EQUITY,X1109.HK.EQUITY,X601818.CH.EQUITY,X601066.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X12.HK.EQUITY,X002142.CH.EQUITY,X001979.CH.EQUITY,X601211.CH.EQUITY,X600837.CH.EQUITY,X823.HK.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X2882.TT.EQUITY,X1997.HK.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X600015.CH.EQUITY,X600999.CH.EQUITY,X2881.TT.EQUITY,X300059.CH.EQUITY,X000776.CH.EQUITY
X601398.CH.EQUITY,0,0.10324574751163,0,0.0916747362339513,0,0,0,-0.0368383433685555,0,0,0,0.393195464597936,0,0,0,-0.0974559397601013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380436318646147,0,0,0,0.113781648045018,0,0,0,0.151609454214002,0,0,0,0,0.0684514385047146,0,0
X601318.CH.EQUITY,0,0,0,0,0,0.101024813738628,0,0,0.167834114928906,0,0.0601192323753776,0,0,-0.0549047127582279,0.0136872245558075,0.21621355239696,0,0,0,-0.101810314665467,0,0,-0.0648925733479189,0,0,0,0,0,0,0,0,0,0,0,0.14819528224454,0,0,0,0,0.363543112656848,-0.276914073387554,0,0.304465896595245,0,0.208147080455447,0,0,0,0,0
X601939.CH.EQUITY,0.32803017117707,0,0,0.257958399201349,0,0.134061581221792,0,0,0,0,0,0,0,0,0.119047275022654,0,0,0,0,0,0,0,0.0773398872563612,0,0,-0.0652487657301929,0,0,0,0,0,-0.0251079979144269,0,0,0,0,0,0,-0.0996082810291495,0,0.367152794055245,0,0,0,0,0,0,0,0,0
X601288.CH.EQUITY,0.231117592426819,0,0.255955628834009,0,0.14315132766216,0.32682889075106,0,0,0,-0.155179730906668,0,0,0,0,-0.0416038458946939,0,0,0,0.109341278757023,0,-0.00930061966885096,0,0,0,-0.181086731689087,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0341090444402719,0,0.117212469919444,0,0,0,0,0,0,0,0,0
X5.HK.EQUITY,0,0,0.039388215787424,0.229635291539092,0,0.16644861608261,0,-0.311002291938087,0,0,0,0,0.0808625204424902,0,0,0,0,0,-0.04334292721049,0,0,0.420036512065708,0,0,0,0.416990418010497,0,0,0,0,0,0,0.0624937415835132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160700136370234,-0.11155496903725,0
X601988.CH.EQUITY,0.22710681178233,0.088865248723122,0.28112930393574,0,0,0,0,0,0.153659268212368,0,0,0.219378901845461,0,-0.168607960863898,0,0,0,0,0,-0.0978568223936036,0,0,0,0,0.113937497265777,0,0.121114711657841,0,0,0,0,0,0,0.0609817627265244,0,0,0,0,0,0.0187308940604388,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0.0579162736918647,-0.0804849672293607,0,0.14187073835762,0,-0.0423606071205025,0.0272310260551012,0,0.352543853559519,0,0.226223517954344,0,0,0,0,0,0,0.0547197366871664,0,0,0,0,0,0,0,0,-0.00737744743529475,0.039589998406762,0,0,0.0535686842342118,0,0,0.0713216733590064,0,0,0,0.121304122767828,0,0,0,0,0,0,0.0597563228618699,0
X1299.HK.EQUITY,0,0,0,0,0,0,0.0412655911928911,0,0,0,0,0,0,-0.0813407040327392,0,0.174676925383198,0,0,0.301339680122824,0,0,0.154089352350021,0,0,0,0,0.124260035971444,0,0,0,0,0,0.00482726684759109,0,0,0,0,0,0.112755604653122,0,0,0,0,0,0,0,0,0,0,0
X601628.CH.EQUITY,0.125973546911239,0.261432854462586,0,0,0.0706735377686639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399118387813332,0,-0.147832299224927,0,0,0,0,0.23301068340012,0,0,0.0396322749897715,-0.258300676853423,0,0,0,0,0,0,0,-0.040302798919737,0,0,0,0.0151392664764591,0,0,0,0,0.0821232593326913,0,0
X601658.CH.Equity,0,0,0,0,0,0,-0.0654654288423395,0,0,0,0,0,0,0.0615204442437989,0,-0.0143397226451616,-0.135719936680868,0,0,0.0139980449762306,0,0,0,0.279022653435275,0,0,0,0,0,0,0.0275965522489528,0,0,0,0,0,0.497131547681146,0,0,-0.266005541100332,0,0,0,0,0,0.0465037676553706,0,-0.0410927107800959,0,-0.280843467821914
X601166.CH.EQUITY,0,0,0,0,0,0,0.427123228382688,0,0,0,0,0,0,0,0.0739996657018969,0,0,0,0,0,-0.00308583861317156,0,0,0,0.125991223978157,0,0,0,0.304831484423266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601328.CH.EQUITY,0,0,-8.67361737988404e-19,0,0,0.000268746527691308,0,0,0,0,0,0,0.508046341761571,0,0,0,0,0,0,0,0,0,0.198884825253816,0,0,0,0,0,0.0633738072857174,0,0,0,0,0.0639227517179097,0,0,0,0,0,0,0.0999584437304348,0,0,0,0.0676707802184064,0,0,0,0,0
X600000.CH.EQUITY,0,0.0324324719260085,0,0.0101530568198704,0,0,0.230408407220552,-0.133308204426198,0,0,0,0.181854937745374,0,0,0.0954252461809747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182673597862439,0.17009471640079,0.126526130443984,0.0683702313094999,0,0
X000002.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0507681817683914,0.0880689953772755,0,0,0,0,0,0,0.0286844629811755,0,-0.101282382264924,0.468848733072779,0.0501954518585058,0,0,0,0.110924167053795,0.00233174299406513,0,0,0,-1.07796477673797e-05,0,0,0,0,0,0,0,0,0.173331894825648
X000001.CH.EQUITY,0,0.00926847271101973,0.0640654780404992,0,0,0,0.136637514976648,0,0,0,0.171649496319975,0,0,0,0,0,0,0,0.274467210753227,4.33680868994202e-19,0,0.0216795026817943,0,0,0,0,0,0.152318050295576,0,0,0,0,0,-0.117179893662361,0,0.0857779938077512,0,0.0289603071421155,-0.214142213137978,0,0,0,0,0,0,0,0.1877646474368,0,0,0
X601601.CH.EQUITY,0,0,0,-0.0718160872745439,0,0,0,0.361184946223938,0.227344168424796,-0.0279053466851728,0.216562151781948,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0326127180960974,0,0,0,0.023825060162571,0,0,0,0,0.00731813039088127,0,0.0245580761326413,0.21437331238455,0,0,0,0.169726574055392,0,0,0,0,0,0,0,0,0
X16.HK.EQUITY,0,0,0,0.305674939064711,0,0,-0.000503730730023023,0,0,-0.0952490034077526,0,0,0,0,0,0,0,0,0,0.0707459870935027,0,0,0,0,0,0.426965796525944,0,0,0,0,0,0.11948585934434,0,0.237029021351436,-0.11361382454607,-0.0353888011508305,0,0,0.0931581158199863,0,0,0.0423444011130044,0,0,0,0,0,0,0,0
X601319.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155733600446863,0,0,0,0,0,0,-0.0851208295488698,0,0,0,0,0,0,0,0,0,0,0.0777396357468327,0,-0.101753422383699,0.170103838859501,0,0,0,0.444293209457153,0,0,-0.0305374328243139,0.0611643237324146,0,0,0,0,0,0
X388.HK.EQUITY,0,0,0.0791786277818751,0.24252588338616,0,0,0,0.230664118224241,0,0,0,0,0,0,0,0.065366829455223,0,0,0,0.0540235596282055,0,0.0396429923730933,0,0,0.0356691715217202,0,0.210969533404256,0,0,-0.0157223486038842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X688.HK.EQUITY,0,0,0,0.405512392313967,0,-0.417057952392701,0,0,0.0560183926927201,0,0,0,0,0.2491623912335,0,0,0.131969390231367,0,0,0,0,0,0,0,0,0,0.397519135618204,0.148510667226896,0,0,0,0,0,0,0,0,0,0,-0.222272981260652,0,0,0.253732266275906,0,0,-0.0449637555506904,0,0,0,0,0
X600030.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091410724242031,0,0,0,0,0,0,0,0,0,0.0438641572799494,0.0334955816280895,0,0,0,0.118132951530588,0,0,0.0437538699263504,0,0.0281358528446325,0,0,0,0,0.114619858340709,0,0.0326334485212621,0.267897263824147
