,X601398.CH.EQUITY,X601318.CH.EQUITY,X600036.CH.EQUITY,X601939.CH.EQUITY,X601288.CH.EQUITY,X1299.HK.EQUITY,X601628.CH.EQUITY,X601988.CH.EQUITY,X5.HK.EQUITY,X388.HK.EQUITY,X601166.CH.EQUITY,X601658.CH.Equity,X000001.CH.EQUITY,X600030.CH.EQUITY,X000002.CH.EQUITY,X601601.CH.EQUITY,X300059.CH.EQUITY,X601328.CH.EQUITY,X600000.CH.EQUITY,X601066.CH.EQUITY,X16.HK.EQUITY,X601319.CH.EQUITY,X002142.CH.EQUITY,X11.HK.EQUITY,X601998.CH.EQUITY,X600016.CH.EQUITY,X600999.CH.EQUITY,X2388.HK.EQUITY,X601818.CH.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X688.HK.EQUITY,X267.HK.EQUITY,X601688.CH.EQUITY,X600837.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X601336.CH.EQUITY,X002736.CH.EQUITY,X2882.TT.EQUITY,X1113.HK.EQUITY,X823.HK.EQUITY,X601229.CH.EQUITY,X000776.CH.EQUITY,X000166.CH.EQUITY,X2881.TT.EQUITY,X1997.HK.EQUITY,X600918.CH.Equity,X601169.CH.EQUITY
X601398.CH.EQUITY,0,0,0,0.216790408854047,0.0229759525612618,0,0,0.40114914890017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197232358999205,0,0.0560606600829257,0,0,0.0445096999270742,0,0,0.0640932375059785,0.0251539602477037,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0838703998523914,0.0497467224025278,0
X601318.CH.EQUITY,0,0,0,0,0,0.0518176710559677,0,0,0.234020485313161,0,0,0,0.263189747203577,0,0,0.0479434912431025,0.026417845488417,0,0,0.193886483476636,0,0.0230093014645107,0,0,0,0,0.0413094059832448,0,0,0,0,0.093468488967921,0,0,0,0,0.200693023937146,0.0146366921159607,0,0,0,0,0,-0.0529311908294492,0,0,0,0,0,0
X600036.CH.EQUITY,0,0.0287518015392391,0,0,0,0.15677325677473,0,0,0,0,0,0,0.0813432776988759,0,0.0276576161586757,0,0,0,0,0,0,0,0,0,0.0512213706364303,0.297256320677785,0,0,0.0679454076118516,0,0,0,0,0,0,0,0,-0.145545759945002,0,0,0.0728889091728439,0,-0.0560103833660194,0,0,0,0,0,0,0.152410297134359
X601939.CH.EQUITY,0.623270256505812,0.0188864994061509,0,0,0,0,0,0,0.104845379249828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184375533513941,0,0,0,0,0,0,0,0,0.14848254200768,0,0,0,0,0,0,0,0,0,0,0,0.129075861811689
X601288.CH.EQUITY,0,0,0,0.0755966647417972,0,0,0,0.39343033815274,0,0,0.0782700072811688,0,0.0109644613004765,0,0,0,0,0,0.0961004089403287,0,0,0,0.0194935706962131,0,0.180161896410535,0,0,0,0.0218107040338294,0,0,0,0.176708893033329,0,0,-0.0140234388972077,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X1299.HK.EQUITY,0,0,0,0,0,0,0,0,0.0654253358821723,0.229681069754077,0,0,0,0,0,0.0821606452732281,0,0,0,-0.195680453642377,0.136221756836803,0,0,0,0,0,0,0.0252899715664568,0,0,0.168111022675043,0,0.00953400574952496,0,0,0,0,0.121255214129686,0,0,0.158474027992683,4.33680868994202e-19,0,0,0,0,0,0.18642309610291,0,0
X601628.CH.EQUITY,0,0,-0.141296844731956,0,0,0,0,0,0,0.0958607234655857,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0.0492788238186418,0.0977896573945188,0,0,0,-0.0421982737384222,0,-0.0823695609979341,0,0,0.368278443654649,0,0,-0.000527718780289725,0.3667052681137,0,0,0,0,0.0456852440458223,0,0,0,0,0,0
X601988.CH.EQUITY,0.14535529050343,0,0,0,0.415474261771179,0,0,0,-0.0151472145287881,0,0,0.0417182271514413,-0.0936640660639079,0,0,0,0,0.167897810728835,0,0.0585647981685438,0,0,0,0,0.094893391000158,0,0,0,0,0,0,0,-0.187900083933675,0,0,0,0,0,0,0,0.0388361027176796,0,0,0,0,0,0,0,0.0786158129005671,0
X5.HK.EQUITY,0,0.18195497912464,0,0.0187334049616849,0,0,0,0,0,-0.149495257608081,0.0609253064847981,0.090540169793824,0,0,0,0,0,0,0,0,0,0,0,0.312376088443272,0,0,0,0.133067829367104,0,0,0,0,0.112117009093479,0.0124027212515372,0,0,0,0.20306105040207,0,0,0,0,0.140735403893429,0,0,0,0.0810984554380922,0,0,0
X388.HK.EQUITY,0,0,0,-0.171756727103493,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,-0.0350941720396229,0,0.188777209849231,0,0,-0.100090634660058,0,0,0,-0.146620786672743,0,0,0.0186353042430365,0,0,0,0,0,-0.0555147146120065,-0.261364952282175,0,-0.180590835184894,0,0,0.442458922971846,0.173119147001705,0.349725592207693,-0.209002764801531,0,0,0.196619379567936,0,0,0,0,0
