,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X388.HK.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X600030.CH.EQUITY,X16.HK.EQUITY,X000001.CH.EQUITY,X688.HK.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X601601.CH.EQUITY,X2388.HK.EQUITY,X11.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X1109.HK.EQUITY,X267.HK.EQUITY,X2007.HK.EQUITY,X601818.CH.EQUITY,X600048.CH.EQUITY,X1113.HK.EQUITY,X002142.CH.EQUITY,X601688.CH.EQUITY,X601211.CH.EQUITY,X12.HK.EQUITY,X823.HK.EQUITY,X001979.CH.EQUITY,X2882.TT.EQUITY,X600837.CH.EQUITY,X300059.CH.EQUITY,X601336.CH.EQUITY,X601229.CH.EQUITY,X600999.CH.EQUITY,X000166.CH.EQUITY,X601169.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X600015.CH.EQUITY,X000776.CH.EQUITY
X601398.CH.EQUITY,0,0.462011132732866,0.199674133119951,0,0,0,0,0,2.16840434497101e-19,-0.0935518282091996,0.114046376887918,0.068457074167064,0,0,0,0,0,0,0,0,0,0,0,-0.0392300806702456,0,0,0,0,0,0,0,0,0,0,0,0,0.0917461856409983,0,0,0,0,0,0,0,0,0,0.0349688679660408,0,0,0
X601939.CH.EQUITY,0.249572466352291,0,0,0.326783314163332,0,0,-4.33680868994202e-19,0,-0.0182599003237289,0.0946629666313564,0,0,0,0.155184629575458,-0.149624346775698,0,0,0,0,0,0,0,0,0,-0.0433396831576652,0.228574991123195,0,0,0,0,0,0,0,0,0,0,0,-0.0425883840896309,0,0,0,0,0,-0.130122753687272,0,0,0,0,0.146778374311207,0
X601318.CH.EQUITY,0,0,0,0,0.215558522192822,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0306499683367965,0,0,1.38777878078145e-17,0,0,0,0.185192199338877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258381118738053,0,0,0,0,0,0.221481482649538,0,0,0,0,0,0,0.104651704409532
X601288.CH.EQUITY,0.335047029480963,0,0,0,0.260429102125448,0,0,0,0,0,0.0231678444223794,0,0,0.112503166486168,0,0,0,0,0,0.100667135632625,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.120893682916183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0,0,0.500272835589561,0,0,0,0,0,0.216502074773867,0,0,0,0,0,0.327093541155038,0,0.0762446800087567,0,0,0.0173834722507188,0,0,0,0,0,0.0214868726422457,0,0,0,0,0,0,0,0,0,0,-0.551279938937151,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0
X600036.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.281772672307502,0,0,0,0,0,0.0916844206403022,0,0,0,0,0,0.0101642867366905,0,0,0,0,0,0.184798532204246,0.0435336002637141,0,0.0903255152918958,0,0,0,0.0144941089429478,0,0,0,0,0.170848985246062,0,0,0,0,0.104817993764815,0.0163482731311893,0,0
X1299.HK.EQUITY,0.0777757030208212,0,0,0,0,0,0,0,0.136039625823788,0,0,3.46944695195361e-18,0,0.0977220433915312,0,0,0,0,0,0,0,0,0.00816881834813819,0,0,0,0,0,0.226911960084082,0,0,0,0,0,0,0.175057001923769,0,0,0,0,0,0,0.0667916621632673,0.0022337654065993,0,0,0.107230818919382,0,0,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0415096775753096,0,0,0,0,0,0,0,0,0.13639031855257,0,0,0,0.515166720862635,0,0,0,0,0,0,0,0,0,0,0.211219987373244,0,0,0,0,0,0,0,0,0.0490744585283691,0,0
X601628.CH.EQUITY,0.12072464480221,0,0.0920394657855414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168052421292293,0,0,0.0492307076340908,0,0,0,0.0119555910334183,0,0,0,0.107894430310536,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12468642991457,0,0,0,0,0.188399342986053,0,0
X601658.CH.Equity,0,0,0,0,0.213813069725748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288557356869128,0,0,0,0,0,0.0361941996650679,0,0.376009591638425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270375270166813,0
