,X601398.CH.EQUITY,X601939.CH.EQUITY,X601318.CH.EQUITY,X601288.CH.EQUITY,X601988.CH.EQUITY,X600036.CH.EQUITY,X1299.HK.EQUITY,X5.HK.EQUITY,X601628.CH.EQUITY,X601658.CH.Equity,X601328.CH.EQUITY,X601166.CH.EQUITY,X600000.CH.EQUITY,X000002.CH.EQUITY,X388.HK.EQUITY,X16.HK.EQUITY,X688.HK.EQUITY,X600030.CH.EQUITY,X000001.CH.EQUITY,X601601.CH.EQUITY,X600016.CH.EQUITY,X601319.CH.EQUITY,X11.HK.EQUITY,X2388.HK.EQUITY,X601066.CH.EQUITY,X601998.CH.EQUITY,X267.HK.EQUITY,X1109.HK.EQUITY,X2007.HK.EQUITY,X600048.CH.EQUITY,X601818.CH.EQUITY,X1113.HK.EQUITY,X601688.CH.EQUITY,X002142.CH.EQUITY,X12.HK.EQUITY,X601211.CH.EQUITY,X001979.CH.EQUITY,X823.HK.EQUITY,X600837.CH.EQUITY,X2882.TT.EQUITY,X300059.CH.EQUITY,X601229.CH.EQUITY,X601336.CH.EQUITY,X600999.CH.EQUITY,X601169.CH.EQUITY,X000166.CH.EQUITY,X600015.CH.EQUITY,X2881.TT.EQUITY,X2886.TT.EQUITY,X000776.CH.EQUITY
X601398.CH.EQUITY,0,0.33286269458988,0,0.339487329325272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241077980007927,0,0,-0.0518118032890367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676040610407073,0,0.0102720225237834,0
X601939.CH.EQUITY,0.359122240995903,0,0,0.288295096329796,0,0,-0.0972057532868251,0,0,0,0.00284161541640346,0,0.141253598874734,-0.0661308424324442,0,0,0,0,0,0,0,0,0,0,0,0.0319974771454791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.200138402390503,0,0,0
X601318.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0.110835766354276,0,0,0,0,0,0,0,0,0,0,0.041335109919485,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0.268114977626925,0,0,0,0,0,0.109811938408356,0,0,0.0705031702994072,0,0.132735805116417,0,0,0
X601288.CH.EQUITY,0.454255934760014,0,0,0,0.200332698856841,0,0,0,0,0,0,0,0.0262312364593681,0,0,0,0,0,0,0,0,0.168789020809506,0,0,0,0,0,0.0184320660075192,0,0,0,0,0.0292678710285512,0,0,0,0,0,0,0.00676018538533904,0,0.0636760953802975,0,0,0,0,0,0,0,0
X601988.CH.EQUITY,0,0.149904847013151,0,0.303290831341752,0,0,0,0,0,0.233336148466047,0,0,0,0,0,0,0,0.344395745060572,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0.0374043370853502,0,0,0,0,0,0,-0.106856770571894,0,0,0,0,0,0,0,0,0,0,0,0,0
X600036.CH.EQUITY,0,0,0.0196970423990305,0,0,0,0,0,0,0,0,0.408319082047599,0,0,0,0,0,0,0,0,0,0,0.0524468409696975,0.013602203924828,0.124989805906682,0,0,0,0,0,0,0,0,0.0886589028732108,0,0,0,0,0,0,0.057228124076407,0,0,0,0,0,0,0,0.269072196896657,0
X1299.HK.EQUITY,0,0,0,-1.73472347597681e-18,0,0.117173462939294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.047700258037652,0.205031021640718,0,0,0.0594965567289671,0,0,0.193975163636711,0,0,0,0,0,0,0,0,0,0,0,0,0.191298007799258,-6.93889390390723e-18,0
X5.HK.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0124779586207272,0.326283660125832,0,0,0,-0.241811290535596,0,0,0,0.906893908068004,-0.78538937043127,0,0,0.637047098472532,0,0,0,0,0,0,0,0,0,0,0,0,0.303020826600687,0,0,0,0,0,0,-0.223641419189071,0,0,0
X601628.CH.EQUITY,0,0,0,0,0,0,0,0,0,0,0,0.381369710387691,0,0,0,0,0,0,0.173354916313028,0,0,0.15571037576527,-0.049452011419971,0,0,0.0211906620779993,0,0,0.078741162754063,0,0,0,0,0,0,0,0.0425911355821729,0,0,0.0297048826266293,0,0,0,0,0,0,0,0,0,0
X601658.CH.Equity,0,0,0,0.514507676825319,0,0,0,0,0,0,0,0,0,0,-0.259559633459248,0,0,0,0,0,0,0,0.107739827542766,0,0.143441860073539,0,0,0,0.733248128619408,-0.067141479426131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0837409798220504,0
